category,unit,breakdown,value
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2015-16,270
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2016-17,254
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2017-18,359
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2018-19,316
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2019-20,284
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2020-21,261
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2021-22,457
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2022-23,538
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2023-24,503
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2024-25,476
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2015-16,537
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2016-17,465
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2017-18,624
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2018-19,549
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2019-20,482
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2020-21,428
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2021-22,773
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2022-23,953
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2023-24,870
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2024-25,823
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2015-16,3.4
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2016-17,3.2
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2017-18,3.8
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2018-19,4.1
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2019-20,4
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2020-21,3.6
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2021-22,6.8
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2022-23,6.5
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2023-24,5.6
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2024-25,6.2
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2015-16,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2016-17,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2017-18,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2018-19,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2019-20,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2020-21,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2021-22,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2022-23,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2023-24,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2024-25,na
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2015-16,6.6
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2016-17,6.3
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2017-18,5.6
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2018-19,5.4
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2019-20,5.5
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2020-21,10.1
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2021-22,7.5
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2022-23,8.7
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2023-24,8.7
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2024-25,10.6
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2015-16,12378
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2016-17,13062
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2017-18,12305
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2018-19,14459
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2019-20,13776
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2020-21,8953
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2021-22,8952
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2022-23,12002
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2023-24,8742
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2024-25,7544
Activity group 3: Provision of intensive family support services > AG3: Proportion of total expenditure,%,2015-16,10.1
Activity group 3: Provision of intensive family support services > AG3: Proportion of total expenditure,%,2016-17,9.8
Activity group 3: Provision of intensive family support services > AG3: Proportion of total expenditure,%,2017-18,8.7
Activity group 3: Provision of intensive family support services > AG3: Proportion of total expenditure,%,2018-19,8
Activity group 3: Provision of intensive family support services > AG3: Proportion of total expenditure,%,2019-20,7.5
Activity group 3: Provision of intensive family support services > AG3: Proportion of total expenditure,%,2020-21,5.1
Activity group 3: Provision of intensive family support services > AG3: Proportion of total expenditure,%,2021-22,4.8
Activity group 3: Provision of intensive family support services > AG3: Proportion of total expenditure,%,2022-23,4.4
Activity group 3: Provision of intensive family support services > AG3: Proportion of total expenditure,%,2023-24,4.6
Activity group 3: Provision of intensive family support services > AG3: Proportion of total expenditure,%,2024-25,4.7
Activity group 4: Secondary information gathering and assessment > AG4: Cost per notification investigated,$,2015-16,1206
Activity group 4: Secondary information gathering and assessment > AG4: Cost per notification investigated,$,2016-17,1076
Activity group 4: Secondary information gathering and assessment > AG4: Cost per notification investigated,$,2017-18,2483
Activity group 4: Secondary information gathering and assessment > AG4: Cost per notification investigated,$,2018-19,1815
Activity group 4: Secondary information gathering and assessment > AG4: Cost per notification investigated,$,2019-20,1554
Activity group 4: Secondary information gathering and assessment > AG4: Cost per notification investigated,$,2020-21,1517
Activity group 4: Secondary information gathering and assessment > AG4: Cost per notification investigated,$,2021-22,2738
Activity group 4: Secondary information gathering and assessment > AG4: Cost per notification investigated,$,2022-23,3532
Activity group 4: Secondary information gathering and assessment > AG4: Cost per notification investigated,$,2023-24,3476
Activity group 4: Secondary information gathering and assessment > AG4: Cost per notification investigated,$,2024-25,3399
Activity group 4: Secondary information gathering and assessment > AG4: Proportion of total expenditure,%,2015-16,4.6
Activity group 4: Secondary information gathering and assessment > AG4: Proportion of total expenditure,%,2016-17,4.3
Activity group 4: Secondary information gathering and assessment > AG4: Proportion of total expenditure,%,2017-18,5.1
Activity group 4: Secondary information gathering and assessment > AG4: Proportion of total expenditure,%,2018-19,5.3
Activity group 4: Secondary information gathering and assessment > AG4: Proportion of total expenditure,%,2019-20,5.1
