category,unit,breakdown,value
Real expenditure > Residential care services > NSW,$'000,2015-16,na
Real expenditure > Residential care services > NSW,$'000,2016-17,na
Real expenditure > Residential care services > NSW,$'000,2017-18,na
Real expenditure > Residential care services > NSW,$'000,2018-19,na
Real expenditure > Residential care services > NSW,$'000,2019-20,na
Real expenditure > Residential care services > NSW,$'000,2020-21,na
Real expenditure > Residential care services > NSW,$'000,2021-22,na
Real expenditure > Residential care services > NSW,$'000,2022-23,na
Real expenditure > Residential care services > NSW,$'000,2023-24,na
Real expenditure > Residential care services > NSW,$'000,2024-25,na
Real expenditure > Residential care services > Vic,$'000,2015-16,291692
Real expenditure > Residential care services > Vic,$'000,2016-17,310550
Real expenditure > Residential care services > Vic,$'000,2017-18,346207
Real expenditure > Residential care services > Vic,$'000,2018-19,422456
Real expenditure > Residential care services > Vic,$'000,2019-20,429699
Real expenditure > Residential care services > Vic,$'000,2020-21,458591
Real expenditure > Residential care services > Vic,$'000,2021-22,531594
Real expenditure > Residential care services > Vic,$'000,2022-23,581774
Real expenditure > Residential care services > Vic,$'000,2023-24,573151
Real expenditure > Residential care services > Vic,$'000,2024-25,565675
Real expenditure > Residential care services > Qld,$'000,2015-16,na
Real expenditure > Residential care services > Qld,$'000,2016-17,na
Real expenditure > Residential care services > Qld,$'000,2017-18,na
Real expenditure > Residential care services > Qld,$'000,2018-19,na
Real expenditure > Residential care services > Qld,$'000,2019-20,na
Real expenditure > Residential care services > Qld,$'000,2020-21,na
Real expenditure > Residential care services > Qld,$'000,2021-22,na
Real expenditure > Residential care services > Qld,$'000,2022-23,na
Real expenditure > Residential care services > Qld,$'000,2023-24,na
Real expenditure > Residential care services > Qld,$'000,2024-25,na
Real expenditure > Residential care services > WA,$'000,2015-16,133133
Real expenditure > Residential care services > WA,$'000,2016-17,150568
Real expenditure > Residential care services > WA,$'000,2017-18,156665
Real expenditure > Residential care services > WA,$'000,2018-19,164444
Real expenditure > Residential care services > WA,$'000,2019-20,173574
Real expenditure > Residential care services > WA,$'000,2020-21,178847
Real expenditure > Residential care services > WA,$'000,2021-22,193700
Real expenditure > Residential care services > WA,$'000,2022-23,340583
Real expenditure > Residential care services > WA,$'000,2023-24,407966
Real expenditure > Residential care services > WA,$'000,2024-25,380876
Real expenditure > Residential care services > SA,$'000,2015-16,229975
Real expenditure > Residential care services > SA,$'000,2016-17,326183
Real expenditure > Residential care services > SA,$'000,2017-18,342585
Real expenditure > Residential care services > SA,$'000,2018-19,319658
Real expenditure > Residential care services > SA,$'000,2019-20,316145
Real expenditure > Residential care services > SA,$'000,2020-21,348402
Real expenditure > Residential care services > SA,$'000,2021-22,393070
Real expenditure > Residential care services > SA,$'000,2022-23,460088
Real expenditure > Residential care services > SA,$'000,2023-24,494282
Real expenditure > Residential care services > SA,$'000,2024-25,509261
Real expenditure > Residential care services > Tas,$'000,2015-16,18424
Real expenditure > Residential care services > Tas,$'000,2016-17,32510
Real expenditure > Residential care services > Tas,$'000,2017-18,40632
Real expenditure > Residential care services > Tas,$'000,2018-19,49677
Real expenditure > Residential care services > Tas,$'000,2019-20,42708
Real expenditure > Residential care services > Tas,$'000,2020-21,39819
Real expenditure > Residential care services > Tas,$'000,2021-22,40688
Real expenditure > Residential care services > Tas,$'000,2022-23,56303
Real expenditure > Residential care services > Tas,$'000,2023-24,70044
Real expenditure > Residential care services > Tas,$'000,2024-25,85209
Real expenditure > Residential care services > ACT,$'000,2015-16,11563
Real expenditure > Residential care services > ACT,$'000,2016-17,3346
Real expenditure > Residential care services > ACT,$'000,2017-18,na
Real expenditure > Residential care services > ACT,$'000,2018-19,na
Real expenditure > Residential care services > ACT,$'000,2019-20,na
Real expenditure > Residential care services > ACT,$'000,2020-21,na
Real expenditure > Residential care services > ACT,$'000,2021-22,na
Real expenditure > Residential care services > ACT,$'000,2022-23,na
Real expenditure > Residential care services > ACT,$'000,2023-24,na
Real expenditure > Residential care services > ACT,$'000,2024-25,na
Real expenditure > Residential care services > NT,$'000,2015-16,na
Real expenditure > Residential care services > NT,$'000,2016-17,na
Real expenditure > Residential care services > NT,$'000,2017-18,na
Real expenditure > Residential care services > NT,$'000,2018-19,na
Real expenditure > Residential care services > NT,$'000,2019-20,na
Real expenditure > Residential care services > NT,$'000,2020-21,na
Real expenditure > Residential care services > NT,$'000,2021-22,na
Real expenditure > Residential care services > NT,$'000,2022-23,na
Real expenditure > Residential care services > NT,$'000,2023-24,0
Real expenditure > Residential care services > NT,$'000,2024-25,na
Real expenditure > Non-residential care services > NSW,$'000,2015-16,na
Real expenditure > Non-residential care services > NSW,$'000,2016-17,na
Real expenditure > Non-residential care services > NSW,$'000,2017-18,na
Real expenditure > Non-residential care services > NSW,$'000,2018-19,na
Real expenditure > Non-residential care services > NSW,$'000,2019-20,na
Real expenditure > Non-residential care services > NSW,$'000,2020-21,na
Real expenditure > Non-residential care services > NSW,$'000,2021-22,na
Real expenditure > Non-residential care services > NSW,$'000,2022-23,na
Real expenditure > Non-residential care services > NSW,$'000,2023-24,na
Real expenditure > Non-residential care services > NSW,$'000,2024-25,na
Real expenditure > Non-residential care services > Vic,$'000,2015-16,330389
Real expenditure > Non-residential care services > Vic,$'000,2016-17,399382
Real expenditure > Non-residential care services > Vic,$'000,2017-18,451385
Real expenditure > Non-residential care services > Vic,$'000,2018-19,523160
Real expenditure > Non-residential care services > Vic,$'000,2019-20,522238
Real expenditure > Non-residential care services > Vic,$'000,2020-21,539365
Real expenditure > Non-residential care services > Vic,$'000,2021-22,545823
Real expenditure > Non-residential care services > Vic,$'000,2022-23,517846
Real expenditure > Non-residential care services > Vic,$'000,2023-24,580938
Real expenditure > Non-residential care services > Vic,$'000,2024-25,609095
Real expenditure > Non-residential care services > Qld,$'000,2015-16,na
Real expenditure > Non-residential care services > Qld,$'000,2016-17,na
Real expenditure > Non-residential care services > Qld,$'000,2017-18,na
Real expenditure > Non-residential care services > Qld,$'000,2018-19,na
Real expenditure > Non-residential care services > Qld,$'000,2019-20,na
Real expenditure > Non-residential care services > Qld,$'000,2020-21,na
Real expenditure > Non-residential care services > Qld,$'000,2021-22,na
Real expenditure > Non-residential care services > Qld,$'000,2022-23,na
Real expenditure > Non-residential care services > Qld,$'000,2023-24,na
Real expenditure > Non-residential care services > Qld,$'000,2024-25,na
Real expenditure > Non-residential care services > WA,$'000,2015-16,184559
Real expenditure > Non-residential care services > WA,$'000,2016-17,178736
Real expenditure > Non-residential care services > WA,$'000,2017-18,185975
Real expenditure > Non-residential care services > WA,$'000,2018-19,195208
Real expenditure > Non-residential care services > WA,$'000,2019-20,206045
Real expenditure > Non-residential care services > WA,$'000,2020-21,212305
Real expenditure > Non-residential care services > WA,$'000,2021-22,229938
Real expenditure > Non-residential care services > WA,$'000,2022-23,226505
