category,unit,breakdown,value
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2015-16,433
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2016-17,343
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2017-18,291
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2018-19,298
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2019-20,299
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2020-21,245
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2021-22,224
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2022-23,np
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2023-24,np
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2024-25,na
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2015-16,481
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2016-17,372
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2017-18,304
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2018-19,313
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2019-20,308
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2020-21,256
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2021-22,230
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2022-23,np
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2023-24,np
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2024-25,np
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2015-16,4.2
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2016-17,3.3
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2017-18,2.9
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2018-19,2.9
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2019-20,3.1
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2020-21,3
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2021-22,2.9
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2022-23,np
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2023-24,np
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2024-25,np
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2015-16,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2016-17,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2017-18,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2018-19,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2019-20,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2020-21,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2021-22,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2022-23,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2023-24,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2024-25,na
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2015-16,22.4
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2016-17,22.9
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2017-18,21.6
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2018-19,22.2
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2019-20,21.1
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2020-21,23.9
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2021-22,28.4
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2022-23,np
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2023-24,np
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2024-25,np
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2015-16,na
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2016-17,14636
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2017-18,10297
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2018-19,8978
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2019-20,10359
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2020-21,8851
