category,unit,breakdown,value
2018-19 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,Tas,6
2018-19 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,ACT,9
2018-19 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,NT,na
2018-19 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,NSW,22571
2018-19 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,Vic,14977
2018-19 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,Qld,11765
2018-19 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,WA,5608
2018-19 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,SA,4469
2018-19 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,Tas,1505
2018-19 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,ACT,931
2018-19 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,NT,1299
2018-19 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,NSW,1.9
2018-19 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,Vic,0.7
2018-19 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,Qld,na
2018-19 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,WA,0
2018-19 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,SA,3.9
2018-19 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,Tas,0.4
2018-19 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,ACT,1
2018-19 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,NT,na
2017-18 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,NSW,287
2017-18 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,Vic,128
2017-18 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,Qld,na
2017-18 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,WA,5
2017-18 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,SA,153
2017-18 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,Tas,na
2017-18 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,ACT,4
2017-18 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,NT,na
2017-18 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,NSW,19795
2017-18 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,Vic,11271
2017-18 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,Qld,11157
2017-18 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,WA,5276
2017-18 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,SA,4151
2017-18 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,Tas,1419
2017-18 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,ACT,944
2017-18 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,NT,1320
2017-18 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,NSW,1.4
2017-18 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,Vic,1.1
2017-18 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,Qld,na
2017-18 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,WA,0.1
2017-18 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,SA,3.7
2017-18 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,Tas,na
2017-18 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,ACT,0.4
2017-18 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,NT,na
2016-17 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,NSW,521
2016-17 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,Vic,130
2016-17 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,Qld,na
2016-17 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,WA,10
2016-17 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,SA,109
2016-17 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,Tas,na
2016-17 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,ACT,4
2016-17 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,NT,na
2016-17 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,NSW,20581
2016-17 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,Vic,13001
2016-17 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,Qld,10958
2016-17 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,WA,5112
2016-17 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,SA,3951
2016-17 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,Tas,1353
2016-17 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,ACT,939
2016-17 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,NT,1326
2016-17 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,NSW,2.5
2016-17 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,Vic,1
2016-17 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,Qld,na
2016-17 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,WA,0.2
2016-17 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,SA,2.8
2016-17 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,Tas,na
2016-17 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,ACT,0.4
2016-17 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,NT,na
2015-16 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,NSW,95
2015-16 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,Vic,163
2015-16 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,Qld,na
2015-16 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,WA,5
2015-16 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,SA,107
2015-16 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,Tas,na
2015-16 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,ACT,12
2015-16 > Number of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,no.,NT,na
2015-16 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,NSW,20316
2015-16 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,Vic,12473
2015-16 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,Qld,10709
2015-16 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,WA,4967
2015-16 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,SA,3671
2015-16 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,Tas,1300
2015-16 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,ACT,879
2015-16 > Number of children > Children in at least one out-of-home care or other supported placement during the year,no.,NT,1299
2015-16 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,NSW,0.5
2015-16 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,Vic,1.3
2015-16 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,Qld,na
2015-16 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,WA,0.1
2015-16 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,SA,2.9
2015-16 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,Tas,na
2015-16 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,ACT,1.4
2015-16 > Proportion of children > Children in care who were the subject of a substantiation and the person responsible was in the household providing out-of-home care,%,NT,na
