category,unit,breakdown,value
2024-25 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,NSW,953
2024-25 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,Vic,1044
2024-25 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,Qld,na
2024-25 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,WA,569
2024-25 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,SA,293
2024-25 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,Tas,104
2024-25 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,ACT,43
2024-25 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,NT,193
2024-25 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,Aust,3199
2024-25 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,NSW,1012
2024-25 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,Vic,925
2024-25 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,Qld,na
2024-25 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,WA,506
2024-25 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,SA,262
2024-25 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,Tas,75
2024-25 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,ACT,40
2024-25 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,NT,169
2024-25 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,Aust,2989
2024-25 > Non-Indigenous children > Children admitted to out-of-home-care,no.,NSW,940
2024-25 > Non-Indigenous children > Children admitted to out-of-home-care,no.,Vic,2795
2024-25 > Non-Indigenous children > Children admitted to out-of-home-care,no.,Qld,na
2024-25 > Non-Indigenous children > Children admitted to out-of-home-care,no.,WA,435
2024-25 > Non-Indigenous children > Children admitted to out-of-home-care,no.,SA,378
2024-25 > Non-Indigenous children > Children admitted to out-of-home-care,no.,Tas,92
2024-25 > Non-Indigenous children > Children admitted to out-of-home-care,no.,ACT,83
2024-25 > Non-Indigenous children > Children admitted to out-of-home-care,no.,NT,14
2024-25 > Non-Indigenous children > Children admitted to out-of-home-care,no.,Aust,4737
2024-25 > Non-Indigenous children > Children discharged from out-of-home-care,no.,NSW,1367
2024-25 > Non-Indigenous children > Children discharged from out-of-home-care,no.,Vic,2878
2024-25 > Non-Indigenous children > Children discharged from out-of-home-care,no.,Qld,na
2024-25 > Non-Indigenous children > Children discharged from out-of-home-care,no.,WA,437
2024-25 > Non-Indigenous children > Children discharged from out-of-home-care,no.,SA,473
2024-25 > Non-Indigenous children > Children discharged from out-of-home-care,no.,Tas,83
2024-25 > Non-Indigenous children > Children discharged from out-of-home-care,no.,ACT,68
2024-25 > Non-Indigenous children > Children discharged from out-of-home-care,no.,NT,16
2024-25 > Non-Indigenous children > Children discharged from out-of-home-care,no.,Aust,5322
2024-25 > Children of unknown Indigenous status > Children admitted to out-of-home-care,no.,NSW,9
2024-25 > Children of unknown Indigenous status > Children admitted to out-of-home-care,no.,Vic,0
2024-25 > Children of unknown Indigenous status > Children admitted to out-of-home-care,no.,Qld,na
2024-25 > Children of unknown Indigenous status > Children admitted to out-of-home-care,no.,WA,3
2024-25 > Children of unknown Indigenous status > Children admitted to out-of-home-care,no.,SA,15
2024-25 > Children of unknown Indigenous status > Children admitted to out-of-home-care,no.,Tas,0
2024-25 > Children of unknown Indigenous status > Children admitted to out-of-home-care,no.,ACT,0
2024-25 > Children of unknown Indigenous status > Children admitted to out-of-home-care,no.,NT,6
2024-25 > Children of unknown Indigenous status > Children admitted to out-of-home-care,no.,Aust,33
2024-25 > Children of unknown Indigenous status > Children discharged from out-of-home-care,no.,NSW,4
2024-25 > Children of unknown Indigenous status > Children discharged from out-of-home-care,no.,Vic,0
2024-25 > Children of unknown Indigenous status > Children discharged from out-of-home-care,no.,Qld,na
2024-25 > Children of unknown Indigenous status > Children discharged from out-of-home-care,no.,WA,1
2024-25 > Children of unknown Indigenous status > Children discharged from out-of-home-care,no.,SA,4
2024-25 > Children of unknown Indigenous status > Children discharged from out-of-home-care,no.,Tas,0
2024-25 > Children of unknown Indigenous status > Children discharged from out-of-home-care,no.,ACT,0
2024-25 > Children of unknown Indigenous status > Children discharged from out-of-home-care,no.,NT,5
2024-25 > Children of unknown Indigenous status > Children discharged from out-of-home-care,no.,Aust,14
2024-25 > All children > Children admitted to out-of-home-care,no.,NSW,1902
2024-25 > All children > Children admitted to out-of-home-care,no.,Vic,3839
2024-25 > All children > Children admitted to out-of-home-care,no.,Qld,na
2024-25 > All children > Children admitted to out-of-home-care,no.,WA,1007
2024-25 > All children > Children admitted to out-of-home-care,no.,SA,686
2024-25 > All children > Children admitted to out-of-home-care,no.,Tas,196
2024-25 > All children > Children admitted to out-of-home-care,no.,ACT,126
2024-25 > All children > Children admitted to out-of-home-care,no.,NT,213
2024-25 > All children > Children admitted to out-of-home-care,no.,Aust,7969
2024-25 > All children > Children discharged from out-of-home-care,no.,NSW,2383
2024-25 > All children > Children discharged from out-of-home-care,no.,Vic,3803
2024-25 > All children > Children discharged from out-of-home-care,no.,Qld,na
2024-25 > All children > Children discharged from out-of-home-care,no.,WA,944
2024-25 > All children > Children discharged from out-of-home-care,no.,SA,739
2024-25 > All children > Children discharged from out-of-home-care,no.,Tas,158
2024-25 > All children > Children discharged from out-of-home-care,no.,ACT,108
2024-25 > All children > Children discharged from out-of-home-care,no.,NT,190
2024-25 > All children > Children discharged from out-of-home-care,no.,Aust,8325
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,NSW,757
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,Vic,950
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,Qld,1489
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,WA,637
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,SA,267
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,Tas,77
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,ACT,50
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,NT,188
2023-24 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,Aust,4415
2023-24 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,NSW,1028
2023-24 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,Vic,807
2023-24 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,Qld,1269
2023-24 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,WA,555
2023-24 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,SA,275
2023-24 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,Tas,103
2023-24 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,ACT,61
2023-24 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,NT,193
2023-24 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,Aust,4291
2023-24 > Non-Indigenous children > Children admitted to out-of-home-care,no.,NSW,886
2023-24 > Non-Indigenous children > Children admitted to out-of-home-care,no.,Vic,2586
2023-24 > Non-Indigenous children > Children admitted to out-of-home-care,no.,Qld,1652
2023-24 > Non-Indigenous children > Children admitted to out-of-home-care,no.,WA,500
2023-24 > Non-Indigenous children > Children admitted to out-of-home-care,no.,SA,433
2023-24 > Non-Indigenous children > Children admitted to out-of-home-care,no.,Tas,90
2023-24 > Non-Indigenous children > Children admitted to out-of-home-care,no.,ACT,93
2023-24 > Non-Indigenous children > Children admitted to out-of-home-care,no.,NT,36
2023-24 > Non-Indigenous children > Children admitted to out-of-home-care,no.,Aust,6276
2023-24 > Non-Indigenous children > Children discharged from out-of-home-care,no.,NSW,1435
2023-24 > Non-Indigenous children > Children discharged from out-of-home-care,no.,Vic,2556
2023-24 > Non-Indigenous children > Children discharged from out-of-home-care,no.,Qld,1545
2023-24 > Non-Indigenous children > Children discharged from out-of-home-care,no.,WA,435
2023-24 > Non-Indigenous children > Children discharged from out-of-home-care,no.,SA,434
2023-24 > Non-Indigenous children > Children discharged from out-of-home-care,no.,Tas,111
2023-24 > Non-Indigenous children > Children discharged from out-of-home-care,no.,ACT,125
2023-24 > Non-Indigenous children > Children discharged from out-of-home-care,no.,NT,28
2023-24 > Non-Indigenous children > Children discharged from out-of-home-care,no.,Aust,6669
2023-24 > Children of unknown Indigenous status > Children admitted to out-of-home-care,no.,NSW,45
2023-24 > Children of unknown Indigenous status > Children admitted to out-of-home-care,no.,Vic,1
2023-24 > Children of unknown Indigenous status > Children admitted to out-of-home-care,no.,Qld,17
2023-24 > Children of unknown Indigenous status > Children admitted to out-of-home-care,no.,WA,1
2023-24 > Children of unknown Indigenous status > Children admitted to out-of-home-care,no.,SA,6
2023-24 > Children of unknown Indigenous status > Children admitted to out-of-home-care,no.,Tas,12
2023-24 > Children of unknown Indigenous status > Children admitted to out-of-home-care,no.,ACT,4
2023-24 > Children of unknown Indigenous status > Children admitted to out-of-home-care,no.,NT,1
2023-24 > Children of unknown Indigenous status > Children admitted to out-of-home-care,no.,Aust,87
2023-24 > Children of unknown Indigenous status > Children discharged from out-of-home-care,no.,NSW,8
2023-24 > Children of unknown Indigenous status > Children discharged from out-of-home-care,no.,Vic,0
2023-24 > Children of unknown Indigenous status > Children discharged from out-of-home-care,no.,Qld,8
2023-24 > Children of unknown Indigenous status > Children discharged from out-of-home-care,no.,WA,0
2023-24 > Children of unknown Indigenous status > Children discharged from out-of-home-care,no.,SA,3
2023-24 > Children of unknown Indigenous status > Children discharged from out-of-home-care,no.,Tas,7
2023-24 > Children of unknown Indigenous status > Children discharged from out-of-home-care,no.,ACT,1
2023-24 > Children of unknown Indigenous status > Children discharged from out-of-home-care,no.,NT,2
2023-24 > Children of unknown Indigenous status > Children discharged from out-of-home-care,no.,Aust,29
2023-24 > All children > Children admitted to out-of-home-care,no.,NSW,1688
2023-24 > All children > Children admitted to out-of-home-care,no.,Vic,3537
2023-24 > All children > Children admitted to out-of-home-care,no.,Qld,3158
2023-24 > All children > Children admitted to out-of-home-care,no.,WA,1138
2023-24 > All children > Children admitted to out-of-home-care,no.,SA,706
2023-24 > All children > Children admitted to out-of-home-care,no.,Tas,179
2023-24 > All children > Children admitted to out-of-home-care,no.,ACT,147
2023-24 > All children > Children admitted to out-of-home-care,no.,NT,225
2023-24 > All children > Children admitted to out-of-home-care,no.,Aust,10778
2023-24 > All children > Children discharged from out-of-home-care,no.,NSW,2471
2023-24 > All children > Children discharged from out-of-home-care,no.,Vic,3363
2023-24 > All children > Children discharged from out-of-home-care,no.,Qld,2822
2023-24 > All children > Children discharged from out-of-home-care,no.,WA,990
2023-24 > All children > Children discharged from out-of-home-care,no.,SA,712
2023-24 > All children > Children discharged from out-of-home-care,no.,Tas,221
2023-24 > All children > Children discharged from out-of-home-care,no.,ACT,187
2023-24 > All children > Children discharged from out-of-home-care,no.,NT,223
2023-24 > All children > Children discharged from out-of-home-care,no.,Aust,10989
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,NSW,968
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,Vic,906
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,Qld,1451
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,WA,678
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,SA,286
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,Tas,65
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,ACT,17
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,NT,115
2022-23 > Aboriginal and Torres Strait Islander children > Children admitted to out-of-home-care,no.,Aust,4486
2022-23 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,NSW,1006
2022-23 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,Vic,892
2022-23 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,Qld,1235
2022-23 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,WA,549
2022-23 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,SA,240
2022-23 > Aboriginal and Torres Strait Islander children > Children discharged from out-of-home-care,no.,Tas,79
