category,unit,breakdown,value
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements,no.,NSW,235
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements,no.,Vic,824
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements,no.,Qld,na
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements,no.,WA,127
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements,no.,SA,76
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements,no.,Tas,15
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements,no.,ACT,np
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements,no.,NT,29
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements,no.,Aust,1306
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements > 1 placement,no.,NSW,171
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements > 1 placement,no.,Vic,783
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements > 1 placement,no.,Qld,na
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements > 1 placement,no.,WA,94
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements > 1 placement,no.,SA,60
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements > 1 placement,no.,Tas,np
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements > 1 placement,no.,ACT,np
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements > 1 placement,no.,NT,23
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements > 1 placement,no.,Aust,1131
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements > 2 placements,no.,NSW,64
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements > 2 placements,no.,Vic,41
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements > 2 placements,no.,Qld,na
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements > 2 placements,no.,WA,33
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements > 2 placements,no.,SA,16
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements > 2 placements,no.,Tas,np
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements > 2 placements,no.,ACT,6
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements > 2 placements,no.,NT,6
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 1–2 placements > 2 placements,no.,Aust,166
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements,no.,NSW,26
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements,no.,Vic,16
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements,no.,Qld,na
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements,no.,WA,11
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements,no.,SA,5
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements,no.,Tas,0
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements,no.,ACT,0
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements,no.,NT,np
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements,no.,Aust,58
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 3 placements,no.,NSW,19
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 3 placements,no.,Vic,8
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 3 placements,no.,Qld,na
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 3 placements,no.,WA,9
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 3 placements,no.,SA,4
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 3 placements,no.,Tas,0
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 3 placements,no.,ACT,0
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 3 placements,no.,NT,np
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 3 placements,no.,Aust,40
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 4–5 placements,no.,NSW,7
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 4–5 placements,no.,Vic,7
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 4–5 placements,no.,Qld,na
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 4–5 placements,no.,WA,2
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 4–5 placements,no.,SA,1
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 4–5 placements,no.,Tas,0
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 4–5 placements,no.,ACT,np
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 4–5 placements,no.,NT,0
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 4–5 placements,no.,Aust,17
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 6–10 placements,no.,NSW,0
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 6–10 placements,no.,Vic,0
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 6–10 placements,no.,Qld,na
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 6–10 placements,no.,WA,0
2024-25 > Children on a care and protection order and exiting out-of-home care > 1 month to less than 6 months in care > 3 or more placements > 6–10 placements,no.,SA,0
