category,unit,breakdown,value
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Respite,no.,NSW,0
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Respite,no.,Vic,0
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Respite,no.,Qld,na
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Respite,no.,WA,0
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Respite,no.,SA,2
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Respite,no.,Tas,np
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Respite,no.,ACT,0
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Respite,no.,NT,6
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Respite,no.,Aust,8
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > Less than 1 month in care,no.,NSW,69
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > Less than 1 month in care,no.,Vic,52
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > Less than 1 month in care,no.,Qld,na
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > Less than 1 month in care,no.,WA,38
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > Less than 1 month in care,no.,SA,19
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > Less than 1 month in care,no.,Tas,np
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > Less than 1 month in care,no.,ACT,np
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > Less than 1 month in care,no.,NT,np
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > Less than 1 month in care,no.,Aust,178
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > 1 month to less than 6 months in care,no.,NSW,347
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > 1 month to less than 6 months in care,no.,Vic,319
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > 1 month to less than 6 months in care,no.,Qld,na
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > 1 month to less than 6 months in care,no.,WA,178
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > 1 month to less than 6 months in care,no.,SA,107
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > 1 month to less than 6 months in care,no.,Tas,36
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > 1 month to less than 6 months in care,no.,ACT,np
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > 1 month to less than 6 months in care,no.,NT,np
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > 1 month to less than 6 months in care,no.,Aust,987
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > 6 months to less than 1 year in care,no.,NSW,370
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > 6 months to less than 1 year in care,no.,Vic,297
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > 6 months to less than 1 year in care,no.,Qld,na
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > 6 months to less than 1 year in care,no.,WA,226
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > 6 months to less than 1 year in care,no.,SA,120
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > 6 months to less than 1 year in care,no.,Tas,28
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > 6 months to less than 1 year in care,no.,ACT,16
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > 6 months to less than 1 year in care,no.,NT,51
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > 6 months to less than 1 year in care,no.,Aust,1108
2025 > Children in out-of-home care at 30 June > Aboriginal and Torres Strait Islander children > Non-respite > 1 year to less than 2 years in care,no.,NSW,535
