category,unit,breakdown,value
2018-19 > Subject of a resubstantiation within 12 months > Number of children,no.,ACT,43
2018-19 > Subject of a resubstantiation within 12 months > Number of children,no.,NT,182
2018-19 > Subject of a resubstantiation within 12 months > Proportion of children,%,NSW,19.6
2018-19 > Subject of a resubstantiation within 12 months > Proportion of children,%,Vic,16
2018-19 > Subject of a resubstantiation within 12 months > Proportion of children,%,Qld,17
2018-19 > Subject of a resubstantiation within 12 months > Proportion of children,%,WA,19.9
2018-19 > Subject of a resubstantiation within 12 months > Proportion of children,%,SA,16.2
2018-19 > Subject of a resubstantiation within 12 months > Proportion of children,%,Tas,15.3
2018-19 > Subject of a resubstantiation within 12 months > Proportion of children,%,ACT,18.6
2018-19 > Subject of a resubstantiation within 12 months > Proportion of children,%,NT,11.4
2017-18 > Subject of a resubstantiation within three months > Number of children,no.,NSW,na
2017-18 > Subject of a resubstantiation within three months > Number of children,no.,Vic,519
2017-18 > Subject of a resubstantiation within three months > Number of children,no.,Qld,546
2017-18 > Subject of a resubstantiation within three months > Number of children,no.,WA,369
2017-18 > Subject of a resubstantiation within three months > Number of children,no.,SA,137
2017-18 > Subject of a resubstantiation within three months > Number of children,no.,Tas,61
2017-18 > Subject of a resubstantiation within three months > Number of children,no.,ACT,11
2017-18 > Subject of a resubstantiation within three months > Number of children,no.,NT,209
2017-18 > Subject of a resubstantiation within three months > Proportion of children,%,NSW,na
2017-18 > Subject of a resubstantiation within three months > Proportion of children,%,Vic,3
2017-18 > Subject of a resubstantiation within three months > Proportion of children,%,Qld,8.2
2017-18 > Subject of a resubstantiation within three months > Proportion of children,%,WA,7.1
2017-18 > Subject of a resubstantiation within three months > Proportion of children,%,SA,7.7
2017-18 > Subject of a resubstantiation within three months > Proportion of children,%,Tas,7
2017-18 > Subject of a resubstantiation within three months > Proportion of children,%,ACT,3.6
2017-18 > Subject of a resubstantiation within three months > Proportion of children,%,NT,10.7
2017-18 > Subject of a resubstantiation within 12 months > Number of children,no.,NSW,na
2017-18 > Subject of a resubstantiation within 12 months > Number of children,no.,Vic,2705
2017-18 > Subject of a resubstantiation within 12 months > Number of children,no.,Qld,1199
2017-18 > Subject of a resubstantiation within 12 months > Number of children,no.,WA,1070
2017-18 > Subject of a resubstantiation within 12 months > Number of children,no.,SA,277
2017-18 > Subject of a resubstantiation within 12 months > Number of children,no.,Tas,152
2017-18 > Subject of a resubstantiation within 12 months > Number of children,no.,ACT,47
2017-18 > Subject of a resubstantiation within 12 months > Number of children,no.,NT,519
2017-18 > Subject of a resubstantiation within 12 months > Proportion of children,%,NSW,na
2017-18 > Subject of a resubstantiation within 12 months > Proportion of children,%,Vic,15.4
2017-18 > Subject of a resubstantiation within 12 months > Proportion of children,%,Qld,18
2017-18 > Subject of a resubstantiation within 12 months > Proportion of children,%,WA,20.7
2017-18 > Subject of a resubstantiation within 12 months > Proportion of children,%,SA,15.5
2017-18 > Subject of a resubstantiation within 12 months > Proportion of children,%,Tas,17.5
2017-18 > Subject of a resubstantiation within 12 months > Proportion of children,%,ACT,15.5
2017-18 > Subject of a resubstantiation within 12 months > Proportion of children,%,NT,26.5
2016-17 > Subject of a resubstantiation within three months > Number of children,no.,NSW,na
2016-17 > Subject of a resubstantiation within three months > Number of children,no.,Vic,432
2016-17 > Subject of a resubstantiation within three months > Number of children,no.,Qld,425
2016-17 > Subject of a resubstantiation within three months > Number of children,no.,WA,289
2016-17 > Subject of a resubstantiation within three months > Number of children,no.,SA,107
2016-17 > Subject of a resubstantiation within three months > Number of children,no.,Tas,60
2016-17 > Subject of a resubstantiation within three months > Number of children,no.,ACT,41
2016-17 > Subject of a resubstantiation within three months > Number of children,no.,NT,161
2016-17 > Subject of a resubstantiation within three months > Proportion of children,%,NSW,na
2016-17 > Subject of a resubstantiation within three months > Proportion of children,%,Vic,2.7
2016-17 > Subject of a resubstantiation within three months > Proportion of children,%,Qld,6.4
2016-17 > Subject of a resubstantiation within three months > Proportion of children,%,WA,5.8
2016-17 > Subject of a resubstantiation within three months > Proportion of children,%,SA,6
2016-17 > Subject of a resubstantiation within three months > Proportion of children,%,Tas,6.8
2016-17 > Subject of a resubstantiation within three months > Proportion of children,%,ACT,11.2
2016-17 > Subject of a resubstantiation within three months > Proportion of children,%,NT,8.5
2016-17 > Subject of a resubstantiation within 12 months > Number of children,no.,NSW,na
2016-17 > Subject of a resubstantiation within 12 months > Number of children,no.,Vic,2540
2016-17 > Subject of a resubstantiation within 12 months > Number of children,no.,Qld,1159
2016-17 > Subject of a resubstantiation within 12 months > Number of children,no.,WA,967
2016-17 > Subject of a resubstantiation within 12 months > Number of children,no.,SA,274
2016-17 > Subject of a resubstantiation within 12 months > Number of children,no.,Tas,173
2016-17 > Subject of a resubstantiation within 12 months > Number of children,no.,ACT,67
2016-17 > Subject of a resubstantiation within 12 months > Number of children,no.,NT,517
2016-17 > Subject of a resubstantiation within 12 months > Proportion of children,%,NSW,na
2016-17 > Subject of a resubstantiation within 12 months > Proportion of children,%,Vic,16.1
2016-17 > Subject of a resubstantiation within 12 months > Proportion of children,%,Qld,17.5
2016-17 > Subject of a resubstantiation within 12 months > Proportion of children,%,WA,19.5
2016-17 > Subject of a resubstantiation within 12 months > Proportion of children,%,SA,15.3
2016-17 > Subject of a resubstantiation within 12 months > Proportion of children,%,Tas,19.6
2016-17 > Subject of a resubstantiation within 12 months > Proportion of children,%,ACT,18.4
2016-17 > Subject of a resubstantiation within 12 months > Proportion of children,%,NT,27.3
2015-16 > Subject of a resubstantiation within three months > Number of children,no.,NSW,1598
2015-16 > Subject of a resubstantiation within three months > Number of children,no.,Vic,431
2015-16 > Subject of a resubstantiation within three months > Number of children,no.,Qld,460
2015-16 > Subject of a resubstantiation within three months > Number of children,no.,WA,257
2015-16 > Subject of a resubstantiation within three months > Number of children,no.,SA,134
2015-16 > Subject of a resubstantiation within three months > Number of children,no.,Tas,73
2015-16 > Subject of a resubstantiation within three months > Number of children,no.,ACT,29
2015-16 > Subject of a resubstantiation within three months > Number of children,no.,NT,124
2015-16 > Subject of a resubstantiation within three months > Proportion of children,%,NSW,9.1
2015-16 > Subject of a resubstantiation within three months > Proportion of children,%,Vic,3
2015-16 > Subject of a resubstantiation within three months > Proportion of children,%,Qld,7.4
2015-16 > Subject of a resubstantiation within three months > Proportion of children,%,WA,5.5
2015-16 > Subject of a resubstantiation within three months > Proportion of children,%,SA,7.1
2015-16 > Subject of a resubstantiation within three months > Proportion of children,%,Tas,8.1
2015-16 > Subject of a resubstantiation within three months > Proportion of children,%,ACT,6.1
2015-16 > Subject of a resubstantiation within three months > Proportion of children,%,NT,7.7
2015-16 > Subject of a resubstantiation within 12 months > Number of children,no.,NSW,2706
2015-16 > Subject of a resubstantiation within 12 months > Number of children,no.,Vic,2074
2015-16 > Subject of a resubstantiation within 12 months > Number of children,no.,Qld,1112
2015-16 > Subject of a resubstantiation within 12 months > Number of children,no.,WA,817
2015-16 > Subject of a resubstantiation within 12 months > Number of children,no.,SA,288
2015-16 > Subject of a resubstantiation within 12 months > Number of children,no.,Tas,212
2015-16 > Subject of a resubstantiation within 12 months > Number of children,no.,ACT,78
2015-16 > Subject of a resubstantiation within 12 months > Number of children,no.,NT,364
2015-16 > Subject of a resubstantiation within 12 months > Proportion of children,%,NSW,15.4
2015-16 > Subject of a resubstantiation within 12 months > Proportion of children,%,Vic,14.3
2015-16 > Subject of a resubstantiation within 12 months > Proportion of children,%,Qld,17.8
2015-16 > Subject of a resubstantiation within 12 months > Proportion of children,%,WA,17.3
2015-16 > Subject of a resubstantiation within 12 months > Proportion of children,%,SA,15.2
2015-16 > Subject of a resubstantiation within 12 months > Proportion of children,%,Tas,23.5
2015-16 > Subject of a resubstantiation within 12 months > Proportion of children,%,ACT,16.3
2015-16 > Subject of a resubstantiation within 12 months > Proportion of children,%,NT,22.6
2014-15 > Subject of a resubstantiation within three months > Number of children,no.,NSW,1369
2014-15 > Subject of a resubstantiation within three months > Number of children,no.,Vic,419
2014-15 > Subject of a resubstantiation within three months > Number of children,no.,Qld,463
2014-15 > Subject of a resubstantiation within three months > Number of children,no.,WA,195
2014-15 > Subject of a resubstantiation within three months > Number of children,no.,SA,209
2014-15 > Subject of a resubstantiation within three months > Number of children,no.,Tas,40
2014-15 > Subject of a resubstantiation within three months > Number of children,no.,ACT,48
2014-15 > Subject of a resubstantiation within three months > Number of children,no.,NT,150
2014-15 > Subject of a resubstantiation within three months > Proportion of children,%,NSW,9.1
2014-15 > Subject of a resubstantiation within three months > Proportion of children,%,Vic,3
2014-15 > Subject of a resubstantiation within three months > Proportion of children,%,Qld,7.1
2014-15 > Subject of a resubstantiation within three months > Proportion of children,%,WA,5.4
2014-15 > Subject of a resubstantiation within three months > Proportion of children,%,SA,10.6
2014-15 > Subject of a resubstantiation within three months > Proportion of children,%,Tas,4.8
2014-15 > Subject of a resubstantiation within three months > Proportion of children,%,ACT,12.9
2014-15 > Subject of a resubstantiation within three months > Proportion of children,%,NT,8.4
2014-15 > Subject of a resubstantiation within 12 months > Number of children,no.,NSW,3281
2014-15 > Subject of a resubstantiation within 12 months > Number of children,no.,Vic,2178
2014-15 > Subject of a resubstantiation within 12 months > Number of children,no.,Qld,1120
2014-15 > Subject of a resubstantiation within 12 months > Number of children,no.,WA,572
2014-15 > Subject of a resubstantiation within 12 months > Number of children,no.,SA,437
2014-15 > Subject of a resubstantiation within 12 months > Number of children,no.,Tas,203
2014-15 > Subject of a resubstantiation within 12 months > Number of children,no.,ACT,102
2014-15 > Subject of a resubstantiation within 12 months > Number of children,no.,NT,376
2014-15 > Subject of a resubstantiation within 12 months > Proportion of children,%,NSW,21.9
2014-15 > Subject of a resubstantiation within 12 months > Proportion of children,%,Vic,15.8
2014-15 > Subject of a resubstantiation within 12 months > Proportion of children,%,Qld,17.1
2014-15 > Subject of a resubstantiation within 12 months > Proportion of children,%,WA,15.9
2014-15 > Subject of a resubstantiation within 12 months > Proportion of children,%,SA,22.1
2014-15 > Subject of a resubstantiation within 12 months > Proportion of children,%,Tas,24.2
2014-15 > Subject of a resubstantiation within 12 months > Proportion of children,%,ACT,27.4
2014-15 > Subject of a resubstantiation within 12 months > Proportion of children,%,NT,21
