category,unit,breakdown,value
Population at 31 December > 2017 > All children,no.,Tas,112771
Population at 31 December > 2017 > All children,no.,ACT,93354
Population at 31 December > 2017 > All children,no.,NT,62849
Population at 31 December > 2017 > All children,no.,Aust,5526862
Population at 31 December > 2016 > All children,no.,NSW,1737673
Population at 31 December > 2016 > All children,no.,Vic,1366243
Population at 31 December > 2016 > All children,no.,Qld,1144208
Population at 31 December > 2016 > All children,no.,WA,591931
Population at 31 December > 2016 > All children,no.,SA,366124
Population at 31 December > 2016 > All children,no.,Tas,112630
Population at 31 December > 2016 > All children,no.,ACT,90944
Population at 31 December > 2016 > All children,no.,NT,62853
Population at 31 December > 2016 > All children,no.,Aust,5473545
Population at 31 December > 2015 > All children,no.,NSW,1716374
Population at 31 December > 2015 > All children,no.,Vic,1337209
Population at 31 December > 2015 > All children,no.,Qld,1129838
Population at 31 December > 2015 > All children,no.,WA,585760
Population at 31 December > 2015 > All children,no.,SA,364220
Population at 31 December > 2015 > All children,no.,Tas,112314
Population at 31 December > 2015 > All children,no.,ACT,88453
Population at 31 December > 2015 > All children,no.,NT,62405
Population at 31 December > 2015 > All children,no.,Aust,5397169
Population at 30 June > 2025 > Aboriginal and Torres Strait Islander children,no.,NSW,140649
Population at 30 June > 2025 > Aboriginal and Torres Strait Islander children,no.,Vic,31821
Population at 30 June > 2025 > Aboriginal and Torres Strait Islander children,no.,Qld,116967
Population at 30 June > 2025 > Aboriginal and Torres Strait Islander children,no.,WA,47739
Population at 30 June > 2025 > Aboriginal and Torres Strait Islander children,no.,SA,21065
Population at 30 June > 2025 > Aboriginal and Torres Strait Islander children,no.,Tas,12863
Population at 30 June > 2025 > Aboriginal and Torres Strait Islander children,no.,ACT,3470
Population at 30 June > 2025 > Aboriginal and Torres Strait Islander children,no.,NT,24856
Population at 30 June > 2025 > Aboriginal and Torres Strait Islander children,no.,Aust,399497
Population at 30 June > 2025 > Non-Indigenous children,no.,NSW,1663971
Population at 30 June > 2025 > Non-Indigenous children,no.,Vic,1441266
Population at 30 June > 2025 > Non-Indigenous children,no.,Qld,1107810
Population at 30 June > 2025 > Non-Indigenous children,no.,WA,608618
Population at 30 June > 2025 > Non-Indigenous children,no.,SA,357714
Population at 30 June > 2025 > Non-Indigenous children,no.,Tas,100186
Population at 30 June > 2025 > Non-Indigenous children,no.,ACT,96469
Population at 30 June > 2025 > Non-Indigenous children,no.,NT,38336
Population at 30 June > 2025 > Non-Indigenous children,no.,Aust,5415215
Population at 30 June > 2025 > All children,no.,NSW,1804620
Population at 30 June > 2025 > All children,no.,Vic,1473087
Population at 30 June > 2025 > All children,no.,Qld,1224777
Population at 30 June > 2025 > All children,no.,WA,656357
Population at 30 June > 2025 > All children,no.,SA,378779
Population at 30 June > 2025 > All children,no.,Tas,113049
Population at 30 June > 2025 > All children,no.,ACT,99939
Population at 30 June > 2025 > All children,no.,NT,63192
Population at 30 June > 2025 > All children,no.,Aust,5814712
Population at 30 June > 2024 > Aboriginal and Torres Strait Islander children,no.,NSW,139898
Population at 30 June > 2024 > Aboriginal and Torres Strait Islander children,no.,Vic,31675
Population at 30 June > 2024 > Aboriginal and Torres Strait Islander children,no.,Qld,115522
Population at 30 June > 2024 > Aboriginal and Torres Strait Islander children,no.,WA,47404
Population at 30 June > 2024 > Aboriginal and Torres Strait Islander children,no.,SA,21011
Population at 30 June > 2024 > Aboriginal and Torres Strait Islander children,no.,Tas,12977
Population at 30 June > 2024 > Aboriginal and Torres Strait Islander children,no.,ACT,3438
Population at 30 June > 2024 > Aboriginal and Torres Strait Islander children,no.,NT,25092
Population at 30 June > 2024 > Aboriginal and Torres Strait Islander children,no.,Aust,397080
Population at 30 June > 2024 > Non-Indigenous children,no.,NSW,1658040
Population at 30 June > 2024 > Non-Indigenous children,no.,Vic,1431210
Population at 30 June > 2024 > Non-Indigenous children,no.,Qld,1110269
Population at 30 June > 2024 > Non-Indigenous children,no.,WA,606110
Population at 30 June > 2024 > Non-Indigenous children,no.,SA,357976
Population at 30 June > 2024 > Non-Indigenous children,no.,Tas,100743
Population at 30 June > 2024 > Non-Indigenous children,no.,ACT,95453
Population at 30 June > 2024 > Non-Indigenous children,no.,NT,36032
Population at 30 June > 2024 > Non-Indigenous children,no.,Aust,5396711
Population at 30 June > 2024 > All children,no.,NSW,1797938
Population at 30 June > 2024 > All children,no.,Vic,1462885
Population at 30 June > 2024 > All children,no.,Qld,1225791
Population at 30 June > 2024 > All children,no.,WA,653514
Population at 30 June > 2024 > All children,no.,SA,378987
Population at 30 June > 2024 > All children,no.,Tas,113720
Population at 30 June > 2024 > All children,no.,ACT,98891
Population at 30 June > 2024 > All children,no.,NT,61124
Population at 30 June > 2024 > All children,no.,Aust,5793791
Population at 30 June > 2023 > Aboriginal and Torres Strait Islander children,no.,NSW,138816
Population at 30 June > 2023 > Aboriginal and Torres Strait Islander children,no.,Vic,31368
Population at 30 June > 2023 > Aboriginal and Torres Strait Islander children,no.,Qld,113804
Population at 30 June > 2023 > Aboriginal and Torres Strait Islander children,no.,WA,47078
Population at 30 June > 2023 > Aboriginal and Torres Strait Islander children,no.,SA,20958
Population at 30 June > 2023 > Aboriginal and Torres Strait Islander children,no.,Tas,13034
Population at 30 June > 2023 > Aboriginal and Torres Strait Islander children,no.,ACT,3437
Population at 30 June > 2023 > Aboriginal and Torres Strait Islander children,no.,NT,25320
Population at 30 June > 2023 > Aboriginal and Torres Strait Islander children,no.,Aust,393876
Population at 30 June > 2023 > Non-Indigenous children,no.,NSW,1656966
Population at 30 June > 2023 > Non-Indigenous children,no.,Vic,1413920
Population at 30 June > 2023 > Non-Indigenous children,no.,Qld,1102291
Population at 30 June > 2023 > Non-Indigenous children,no.,WA,597390
Population at 30 June > 2023 > Non-Indigenous children,no.,SA,356705
Population at 30 June > 2023 > Non-Indigenous children,no.,Tas,101348
Population at 30 June > 2023 > Non-Indigenous children,no.,ACT,95359
Population at 30 June > 2023 > Non-Indigenous children,no.,NT,36068
Population at 30 June > 2023 > Non-Indigenous children,no.,Aust,5360951
Population at 30 June > 2023 > All children,no.,NSW,1795782
Population at 30 June > 2023 > All children,no.,Vic,1445288
Population at 30 June > 2023 > All children,no.,Qld,1216095
Population at 30 June > 2023 > All children,no.,WA,644468
Population at 30 June > 2023 > All children,no.,SA,377663
Population at 30 June > 2023 > All children,no.,Tas,114382
Population at 30 June > 2023 > All children,no.,ACT,98796
Population at 30 June > 2023 > All children,no.,NT,61388
Population at 30 June > 2023 > All children,no.,Aust,5754827
Population at 30 June > 2022 > Aboriginal and Torres Strait Islander children,no.,NSW,137563
Population at 30 June > 2022 > Aboriginal and Torres Strait Islander children,no.,Vic,30955
Population at 30 June > 2022 > Aboriginal and Torres Strait Islander children,no.,Qld,112038
Population at 30 June > 2022 > Aboriginal and Torres Strait Islander children,no.,WA,46600
Population at 30 June > 2022 > Aboriginal and Torres Strait Islander children,no.,SA,20811
Population at 30 June > 2022 > Aboriginal and Torres Strait Islander children,no.,Tas,13046
Population at 30 June > 2022 > Aboriginal and Torres Strait Islander children,no.,ACT,3405
Population at 30 June > 2022 > Aboriginal and Torres Strait Islander children,no.,NT,25556
Population at 30 June > 2022 > Aboriginal and Torres Strait Islander children,no.,Aust,390034
Population at 30 June > 2022 > Non-Indigenous children,no.,NSW,1646025
Population at 30 June > 2022 > Non-Indigenous children,no.,Vic,1389483
Population at 30 June > 2022 > Non-Indigenous children,no.,Qld,1091528
Population at 30 June > 2022 > Non-Indigenous children,no.,WA,587157
Population at 30 June > 2022 > Non-Indigenous children,no.,SA,353872
Population at 30 June > 2022 > Non-Indigenous children,no.,Tas,102111
Population at 30 June > 2022 > Non-Indigenous children,no.,ACT,94899
Population at 30 June > 2022 > Non-Indigenous children,no.,NT,36383
Population at 30 June > 2022 > Non-Indigenous children,no.,Aust,5302372
Population at 30 June > 2022 > All children,no.,NSW,1783588
Population at 30 June > 2022 > All children,no.,Vic,1420438
Population at 30 June > 2022 > All children,no.,Qld,1203566
Population at 30 June > 2022 > All children,no.,WA,633757
Population at 30 June > 2022 > All children,no.,SA,374683
Population at 30 June > 2022 > All children,no.,Tas,115157
Population at 30 June > 2022 > All children,no.,ACT,98304
Population at 30 June > 2022 > All children,no.,NT,61939
Population at 30 June > 2022 > All children,no.,Aust,5692406
Population at 30 June > 2021 > Aboriginal and Torres Strait Islander children,no.,NSW,136175
Population at 30 June > 2021 > Aboriginal and Torres Strait Islander children,no.,Vic,30587
Population at 30 June > 2021 > Aboriginal and Torres Strait Islander children,no.,Qld,109877
Population at 30 June > 2021 > Aboriginal and Torres Strait Islander children,no.,WA,45930
Population at 30 June > 2021 > Aboriginal and Torres Strait Islander children,no.,SA,20586
Population at 30 June > 2021 > Aboriginal and Torres Strait Islander children,no.,Tas,13006
Population at 30 June > 2021 > Aboriginal and Torres Strait Islander children,no.,ACT,3380
Population at 30 June > 2021 > Aboriginal and Torres Strait Islander children,no.,NT,25803
Population at 30 June > 2021 > Aboriginal and Torres Strait Islander children,no.,Aust,385404
Population at 30 June > 2021 > Non-Indigenous children,no.,NSW,1637930
Population at 30 June > 2021 > Non-Indigenous children,no.,Vic,1382726
Population at 30 June > 2021 > Non-Indigenous children,no.,Qld,1073774
Population at 30 June > 2021 > Non-Indigenous children,no.,WA,581450
Population at 30 June > 2021 > Non-Indigenous children,no.,SA,351536
Population at 30 June > 2021 > Non-Indigenous children,no.,Tas,101780
Population at 30 June > 2021 > Non-Indigenous children,no.,ACT,94676
Population at 30 June > 2021 > Non-Indigenous children,no.,NT,36165
Population at 30 June > 2021 > Non-Indigenous children,no.,Aust,5260951
Population at 30 June > 2021 > All children,no.,NSW,1774105
Population at 30 June > 2021 > All children,no.,Vic,1413313
Population at 30 June > 2021 > All children,no.,Qld,1183651
Population at 30 June > 2021 > All children,no.,WA,627380
Population at 30 June > 2021 > All children,no.,SA,372122
Population at 30 June > 2021 > All children,no.,Tas,114786
Population at 30 June > 2021 > All children,no.,ACT,98056
Population at 30 June > 2021 > All children,no.,NT,61968
Population at 30 June > 2021 > All children,no.,Aust,5646355
Population at 30 June > 2020 > Aboriginal and Torres Strait Islander children,no.,NSW,135083
Population at 30 June > 2020 > Aboriginal and Torres Strait Islander children,no.,Vic,30196
Population at 30 June > 2020 > Aboriginal and Torres Strait Islander children,no.,Qld,108866
Population at 30 June > 2020 > Aboriginal and Torres Strait Islander children,no.,WA,45637
Population at 30 June > 2020 > Aboriginal and Torres Strait Islander children,no.,SA,20374
Population at 30 June > 2020 > Aboriginal and Torres Strait Islander children,no.,Tas,12958
Population at 30 June > 2020 > Aboriginal and Torres Strait Islander children,no.,ACT,3445
Population at 30 June > 2020 > Aboriginal and Torres Strait Islander children,no.,NT,26067
Population at 30 June > 2020 > Aboriginal and Torres Strait Islander children,no.,Aust,382685
Population at 30 June > 2020 > Non-Indigenous children,no.,NSW,1636736
Population at 30 June > 2020 > Non-Indigenous children,no.,Vic,1388629
Population at 30 June > 2020 > Non-Indigenous children,no.,Qld,1070953
Population at 30 June > 2020 > Non-Indigenous children,no.,WA,573640
Population at 30 June > 2020 > Non-Indigenous children,no.,SA,350931
Population at 30 June > 2020 > Non-Indigenous children,no.,Tas,101304
Population at 30 June > 2020 > Non-Indigenous children,no.,ACT,93699
Population at 30 June > 2020 > Non-Indigenous children,no.,NT,36162
Population at 30 June > 2020 > Non-Indigenous children,no.,Aust,5252938
Population at 30 June > 2020 > All children,no.,NSW,1771819
Population at 30 June > 2020 > All children,no.,Vic,1418825
Population at 30 June > 2020 > All children,no.,Qld,1179819
Population at 30 June > 2020 > All children,no.,WA,619277
Population at 30 June > 2020 > All children,no.,SA,371305
Population at 30 June > 2020 > All children,no.,Tas,114262
Population at 30 June > 2020 > All children,no.,ACT,97144
Population at 30 June > 2020 > All children,no.,NT,62229
Population at 30 June > 2020 > All children,no.,Aust,5635623
Population at 30 June > 2019 > Aboriginal and Torres Strait Islander children,no.,NSW,134215
Population at 30 June > 2019 > Aboriginal and Torres Strait Islander children,no.,Vic,29951
Population at 30 June > 2019 > Aboriginal and Torres Strait Islander children,no.,Qld,107593
Population at 30 June > 2019 > Aboriginal and Torres Strait Islander children,no.,WA,45166
Population at 30 June > 2019 > Aboriginal and Torres Strait Islander children,no.,SA,20171
Population at 30 June > 2019 > Aboriginal and Torres Strait Islander children,no.,Tas,12906
Population at 30 June > 2019 > Aboriginal and Torres Strait Islander children,no.,ACT,3495
Population at 30 June > 2019 > Aboriginal and Torres Strait Islander children,no.,NT,26287
Population at 30 June > 2019 > Aboriginal and Torres Strait Islander children,no.,Aust,379844
Population at 30 June > 2019 > Non-Indigenous children,no.,NSW,1629930
Population at 30 June > 2019 > Non-Indigenous children,no.,Vic,1380304
Population at 30 June > 2019 > Non-Indigenous children,no.,Qld,1064089
Population at 30 June > 2019 > Non-Indigenous children,no.,WA,565053
Population at 30 June > 2019 > Non-Indigenous children,no.,SA,349115
Population at 30 June > 2019 > Non-Indigenous children,no.,Tas,100758
Population at 30 June > 2019 > Non-Indigenous children,no.,ACT,92249
Population at 30 June > 2019 > Non-Indigenous children,no.,NT,36016
Population at 30 June > 2019 > Non-Indigenous children,no.,Aust,5218393
Population at 30 June > 2019 > All children,no.,NSW,1764145
Population at 30 June > 2019 > All children,no.,Vic,1410255
Population at 30 June > 2019 > All children,no.,Qld,1171682
Population at 30 June > 2019 > All children,no.,WA,610219
Population at 30 June > 2019 > All children,no.,SA,369286
Population at 30 June > 2019 > All children,no.,Tas,113664
Population at 30 June > 2019 > All children,no.,ACT,95744
Population at 30 June > 2019 > All children,no.,NT,62303
Population at 30 June > 2019 > All children,no.,Aust,5598237
