category,unit,breakdown,value
2024-25 > Finalised investigations,no.,NSW,41147
2024-25 > Finalised investigations,no.,Vic,46020
2024-25 > Finalised investigations,no.,Qld,na
2024-25 > Finalised investigations,no.,WA,9417
2024-25 > Finalised investigations,no.,SA,10697
2024-25 > Finalised investigations,no.,Tas,696
2024-25 > Finalised investigations,no.,ACT,659
2024-25 > Finalised investigations,no.,NT,3067
2024-25 > Finalised investigations,no.,Aust,111703
2024-25 > Substantiations,no.,NSW,25605
2024-25 > Substantiations,no.,Vic,18286
2024-25 > Substantiations,no.,Qld,na
2024-25 > Substantiations,no.,WA,5111
2024-25 > Substantiations,no.,SA,2800
2024-25 > Substantiations,no.,Tas,522
2024-25 > Substantiations,no.,ACT,204
2024-25 > Substantiations,no.,NT,1063
2024-25 > Substantiations,no.,Aust,53591
2024-25 > Proportion of finalised investigations substantiated,%,NSW,62.2
2024-25 > Proportion of finalised investigations substantiated,%,Vic,39.7
2024-25 > Proportion of finalised investigations substantiated,%,Qld,na
2024-25 > Proportion of finalised investigations substantiated,%,WA,54.3
2024-25 > Proportion of finalised investigations substantiated,%,SA,26.2
2024-25 > Proportion of finalised investigations substantiated,%,Tas,75
2024-25 > Proportion of finalised investigations substantiated,%,ACT,31
2024-25 > Proportion of finalised investigations substantiated,%,NT,34.7
2024-25 > Proportion of finalised investigations substantiated,%,Aust,48
2023-24 > Finalised investigations,no.,NSW,45337
2023-24 > Finalised investigations,no.,Vic,34359
2023-24 > Finalised investigations,no.,Qld,25581
2023-24 > Finalised investigations,no.,WA,9711
2023-24 > Finalised investigations,no.,SA,11511
2023-24 > Finalised investigations,no.,Tas,508
2023-24 > Finalised investigations,no.,ACT,1230
2023-24 > Finalised investigations,no.,NT,2617
2023-24 > Finalised investigations,no.,Aust,130854
2023-24 > Substantiations,no.,NSW,24875
2023-24 > Substantiations,no.,Vic,14398
2023-24 > Substantiations,no.,Qld,7524
2023-24 > Substantiations,no.,WA,4919
2023-24 > Substantiations,no.,SA,3521
2023-24 > Substantiations,no.,Tas,405
2023-24 > Substantiations,no.,ACT,301
2023-24 > Substantiations,no.,NT,854
2023-24 > Substantiations,no.,Aust,56797
2023-24 > Proportion of finalised investigations substantiated,%,NSW,54.9
2023-24 > Proportion of finalised investigations substantiated,%,Vic,41.9
2023-24 > Proportion of finalised investigations substantiated,%,Qld,29.4
2023-24 > Proportion of finalised investigations substantiated,%,WA,50.7
2023-24 > Proportion of finalised investigations substantiated,%,SA,30.6
2023-24 > Proportion of finalised investigations substantiated,%,Tas,79.7
2023-24 > Proportion of finalised investigations substantiated,%,ACT,24.5
2023-24 > Proportion of finalised investigations substantiated,%,NT,32.6
2023-24 > Proportion of finalised investigations substantiated,%,Aust,43.4
2022-23 > Finalised investigations,no.,NSW,48702
2022-23 > Finalised investigations,no.,Vic,37795
2022-23 > Finalised investigations,no.,Qld,24080
2022-23 > Finalised investigations,no.,WA,10835
2022-23 > Finalised investigations,no.,SA,9562
2022-23 > Finalised investigations,no.,Tas,611
2022-23 > Finalised investigations,no.,ACT,1673
2022-23 > Finalised investigations,no.,NT,4862
2022-23 > Finalised investigations,no.,Aust,138120
2022-23 > Substantiations,no.,NSW,26379
2022-23 > Substantiations,no.,Vic,16221
2022-23 > Substantiations,no.,Qld,7283
2022-23 > Substantiations,no.,WA,5309
2022-23 > Substantiations,no.,SA,3123
2022-23 > Substantiations,no.,Tas,526
2022-23 > Substantiations,no.,ACT,363
2022-23 > Substantiations,no.,NT,1673
2022-23 > Substantiations,no.,Aust,60877
2022-23 > Proportion of finalised investigations substantiated,%,NSW,54.2
2022-23 > Proportion of finalised investigations substantiated,%,Vic,42.9
2022-23 > Proportion of finalised investigations substantiated,%,Qld,30.2
2022-23 > Proportion of finalised investigations substantiated,%,WA,49
2022-23 > Proportion of finalised investigations substantiated,%,SA,32.7
2022-23 > Proportion of finalised investigations substantiated,%,Tas,86.1
2022-23 > Proportion of finalised investigations substantiated,%,ACT,21.7
2022-23 > Proportion of finalised investigations substantiated,%,NT,34.4
2022-23 > Proportion of finalised investigations substantiated,%,Aust,44.1
2021-22 > Finalised investigations,no.,NSW,54855
2021-22 > Finalised investigations,no.,Vic,34041
2021-22 > Finalised investigations,no.,Qld,23544
2021-22 > Finalised investigations,no.,WA,8859
2021-22 > Finalised investigations,no.,SA,6602
2021-22 > Finalised investigations,no.,Tas,482
2021-22 > Finalised investigations,no.,ACT,1953
2021-22 > Finalised investigations,no.,NT,4787
2021-22 > Finalised investigations,no.,Aust,135123
2021-22 > Substantiations,no.,NSW,30118
2021-22 > Substantiations,no.,Vic,16081
2021-22 > Substantiations,no.,Qld,6592
2021-22 > Substantiations,no.,WA,4255
2021-22 > Substantiations,no.,SA,2455
2021-22 > Substantiations,no.,Tas,402
2021-22 > Substantiations,no.,ACT,428
2021-22 > Substantiations,no.,NT,1522
2021-22 > Substantiations,no.,Aust,61853
2021-22 > Proportion of finalised investigations substantiated,%,NSW,54.9
2021-22 > Proportion of finalised investigations substantiated,%,Vic,47.2
2021-22 > Proportion of finalised investigations substantiated,%,Qld,28
2021-22 > Proportion of finalised investigations substantiated,%,WA,48
2021-22 > Proportion of finalised investigations substantiated,%,SA,37.2
2021-22 > Proportion of finalised investigations substantiated,%,Tas,83.4
2021-22 > Proportion of finalised investigations substantiated,%,ACT,21.9
2021-22 > Proportion of finalised investigations substantiated,%,NT,31.8
2021-22 > Proportion of finalised investigations substantiated,%,Aust,45.8
2020-21 > Finalised investigations,no.,NSW,71763
2020-21 > Finalised investigations,no.,Vic,32927
2020-21 > Finalised investigations,no.,Qld,22389
2020-21 > Finalised investigations,no.,WA,9495
2020-21 > Finalised investigations,no.,SA,6544
2020-21 > Finalised investigations,no.,Tas,525
2020-21 > Finalised investigations,no.,ACT,2255
2020-21 > Finalised investigations,no.,NT,5501
2020-21 > Finalised investigations,no.,Aust,151399
2020-21 > Substantiations,no.,NSW,39096
2020-21 > Substantiations,no.,Vic,17035
2020-21 > Substantiations,no.,Qld,6834
2020-21 > Substantiations,no.,WA,4607
2020-21 > Substantiations,no.,SA,2754
2020-21 > Substantiations,no.,Tas,420
2020-21 > Substantiations,no.,ACT,439
2020-21 > Substantiations,no.,NT,1679
2020-21 > Substantiations,no.,Aust,72864
2020-21 > Proportion of finalised investigations substantiated,%,NSW,54.5
2020-21 > Proportion of finalised investigations substantiated,%,Vic,51.7
2020-21 > Proportion of finalised investigations substantiated,%,Qld,30.5
2020-21 > Proportion of finalised investigations substantiated,%,WA,48.5
2020-21 > Proportion of finalised investigations substantiated,%,SA,42.1
2020-21 > Proportion of finalised investigations substantiated,%,Tas,80
2020-21 > Proportion of finalised investigations substantiated,%,ACT,19.5
2020-21 > Proportion of finalised investigations substantiated,%,NT,30.5
2020-21 > Proportion of finalised investigations substantiated,%,Aust,48.1
2019-20 > Finalised investigations,no.,NSW,67573
2019-20 > Finalised investigations,no.,Vic,33783
2019-20 > Finalised investigations,no.,Qld,22937
2019-20 > Finalised investigations,no.,WA,10838
2019-20 > Finalised investigations,no.,SA,6030
2019-20 > Finalised investigations,no.,Tas,466
2019-20 > Finalised investigations,no.,ACT,1821
2019-20 > Finalised investigations,no.,NT,4191
2019-20 > Finalised investigations,no.,Aust,147639
2019-20 > Substantiations,no.,NSW,35436
2019-20 > Substantiations,no.,Vic,17834
2019-20 > Substantiations,no.,Qld,7008
2019-20 > Substantiations,no.,WA,5174
2019-20 > Substantiations,no.,SA,2573
2019-20 > Substantiations,no.,Tas,417
2019-20 > Substantiations,no.,ACT,348
2019-20 > Substantiations,no.,NT,1202
2019-20 > Substantiations,no.,Aust,69992
2019-20 > Proportion of finalised investigations substantiated,%,NSW,52.4
2019-20 > Proportion of finalised investigations substantiated,%,Vic,52.8
2019-20 > Proportion of finalised investigations substantiated,%,Qld,30.6
2019-20 > Proportion of finalised investigations substantiated,%,WA,47.7
2019-20 > Proportion of finalised investigations substantiated,%,SA,42.7
2019-20 > Proportion of finalised investigations substantiated,%,Tas,89.5
2019-20 > Proportion of finalised investigations substantiated,%,ACT,19.1
2019-20 > Proportion of finalised investigations substantiated,%,NT,28.7
2019-20 > Proportion of finalised investigations substantiated,%,Aust,47.4
2018-19 > Finalised investigations,no.,NSW,51847
2018-19 > Finalised investigations,no.,Vic,36884
2018-19 > Finalised investigations,no.,Qld,21082
2018-19 > Finalised investigations,no.,WA,10820
2018-19 > Finalised investigations,no.,SA,4455
2018-19 > Finalised investigations,no.,Tas,749
2018-19 > Finalised investigations,no.,ACT,2008
2018-19 > Finalised investigations,no.,NT,3571
2018-19 > Finalised investigations,no.,Aust,131416
2018-19 > Substantiations,no.,NSW,26851
2018-19 > Substantiations,no.,Vic,20178
2018-19 > Substantiations,no.,Qld,6478
2018-19 > Substantiations,no.,WA,5100
2018-19 > Substantiations,no.,SA,2027
2018-19 > Substantiations,no.,Tas,595
2018-19 > Substantiations,no.,ACT,317
2018-19 > Substantiations,no.,NT,1192
2018-19 > Substantiations,no.,Aust,62738
2018-19 > Proportion of finalised investigations substantiated,%,NSW,51.8
2018-19 > Proportion of finalised investigations substantiated,%,Vic,54.7
2018-19 > Proportion of finalised investigations substantiated,%,Qld,30.7
2018-19 > Proportion of finalised investigations substantiated,%,WA,47.1
2018-19 > Proportion of finalised investigations substantiated,%,SA,45.5
2018-19 > Proportion of finalised investigations substantiated,%,Tas,79.4
2018-19 > Proportion of finalised investigations substantiated,%,ACT,15.8
2018-19 > Proportion of finalised investigations substantiated,%,NT,33.4
2018-19 > Proportion of finalised investigations substantiated,%,Aust,47.7
2017-18 > Finalised investigations,no.,NSW,na
2017-18 > Finalised investigations,no.,Vic,32861
2017-18 > Finalised investigations,no.,Qld,19866
2017-18 > Finalised investigations,no.,WA,9839
2017-18 > Finalised investigations,no.,SA,3683
2017-18 > Finalised investigations,no.,Tas,984
2017-18 > Finalised investigations,no.,ACT,2075
2017-18 > Finalised investigations,no.,NT,6575
2017-18 > Finalised investigations,no.,Aust,75883
2017-18 > Substantiations,no.,NSW,na
2017-18 > Substantiations,no.,Vic,18333
2017-18 > Substantiations,no.,Qld,6391
2017-18 > Substantiations,no.,WA,5014
2017-18 > Substantiations,no.,SA,1876
2017-18 > Substantiations,no.,Tas,767
2017-18 > Substantiations,no.,ACT,433
2017-18 > Substantiations,no.,NT,2110
2017-18 > Substantiations,no.,Aust,34924
2017-18 > Proportion of finalised investigations substantiated,%,NSW,na
2017-18 > Proportion of finalised investigations substantiated,%,Vic,55.8
2017-18 > Proportion of finalised investigations substantiated,%,Qld,32.2
2017-18 > Proportion of finalised investigations substantiated,%,WA,51
2017-18 > Proportion of finalised investigations substantiated,%,SA,50.9
2017-18 > Proportion of finalised investigations substantiated,%,Tas,77.9
2017-18 > Proportion of finalised investigations substantiated,%,ACT,20.9
2017-18 > Proportion of finalised investigations substantiated,%,NT,32.1
2017-18 > Proportion of finalised investigations substantiated,%,Aust,46
2016-17 > Finalised investigations,no.,NSW,91406
2016-17 > Finalised investigations,no.,Vic,30038
2016-17 > Finalised investigations,no.,Qld,19219
2016-17 > Finalised investigations,no.,WA,10315
2016-17 > Finalised investigations,no.,SA,3322
2016-17 > Finalised investigations,no.,Tas,1083
2016-17 > Finalised investigations,no.,ACT,1981
2016-17 > Finalised investigations,no.,NT,6021
2016-17 > Finalised investigations,no.,Aust,163385
2016-17 > Substantiations,no.,NSW,35005
2016-17 > Substantiations,no.,Vic,16451
2016-17 > Substantiations,no.,Qld,6222
2016-17 > Substantiations,no.,WA,5065
2016-17 > Substantiations,no.,SA,1661
2016-17 > Substantiations,no.,Tas,802
2016-17 > Substantiations,no.,ACT,553
2016-17 > Substantiations,no.,NT,2209
2016-17 > Substantiations,no.,Aust,67968
2016-17 > Proportion of finalised investigations substantiated,%,NSW,38.3
2016-17 > Proportion of finalised investigations substantiated,%,Vic,54.8
2016-17 > Proportion of finalised investigations substantiated,%,Qld,32.4
2016-17 > Proportion of finalised investigations substantiated,%,WA,49.1
2016-17 > Proportion of finalised investigations substantiated,%,SA,50
2016-17 > Proportion of finalised investigations substantiated,%,Tas,74.1
2016-17 > Proportion of finalised investigations substantiated,%,ACT,27.9
2016-17 > Proportion of finalised investigations substantiated,%,NT,36.7
2016-17 > Proportion of finalised investigations substantiated,%,Aust,41.6
2015-16 > Finalised investigations,no.,NSW,82524
2015-16 > Finalised investigations,no.,Vic,27288
2015-16 > Finalised investigations,no.,Qld,18332
2015-16 > Finalised investigations,no.,WA,10610
2015-16 > Finalised investigations,no.,SA,3960
2015-16 > Finalised investigations,no.,Tas,1207
2015-16 > Finalised investigations,no.,ACT,2164
2015-16 > Finalised investigations,no.,NT,5270
2015-16 > Finalised investigations,no.,Aust,151355
2015-16 > Substantiations,no.,NSW,30266
2015-16 > Substantiations,no.,Vic,14888
2015-16 > Substantiations,no.,Qld,6104
2015-16 > Substantiations,no.,WA,4582
2015-16 > Substantiations,no.,SA,1857
2015-16 > Substantiations,no.,Tas,868
2015-16 > Substantiations,no.,ACT,627
2015-16 > Substantiations,no.,NT,1797
2015-16 > Substantiations,no.,Aust,60989
2015-16 > Proportion of finalised investigations substantiated,%,NSW,36.7
2015-16 > Proportion of finalised investigations substantiated,%,Vic,54.6
2015-16 > Proportion of finalised investigations substantiated,%,Qld,33.3
2015-16 > Proportion of finalised investigations substantiated,%,WA,43.2
2015-16 > Proportion of finalised investigations substantiated,%,SA,46.9
2015-16 > Proportion of finalised investigations substantiated,%,Tas,71.9
2015-16 > Proportion of finalised investigations substantiated,%,ACT,29
2015-16 > Proportion of finalised investigations substantiated,%,NT,34.1
2015-16 > Proportion of finalised investigations substantiated,%,Aust,40.3
