category,unit,breakdown,value
2023-24 > Subject of a substantiation within three months > Number of children,no.,NSW,692
2023-24 > Subject of a substantiation within three months > Number of children,no.,Vic,1063
2023-24 > Subject of a substantiation within three months > Number of children,no.,Qld,na
2023-24 > Subject of a substantiation within three months > Number of children,no.,WA,181
2023-24 > Subject of a substantiation within three months > Number of children,no.,SA,269
2023-24 > Subject of a substantiation within three months > Number of children,no.,Tas,0
2023-24 > Subject of a substantiation within three months > Number of children,no.,ACT,36
2023-24 > Subject of a substantiation within three months > Number of children,no.,NT,99
2023-24 > Subject of a substantiation within three months > Proportion of children,%,NSW,5.1
2023-24 > Subject of a substantiation within three months > Proportion of children,%,Vic,4.8
2023-24 > Subject of a substantiation within three months > Proportion of children,%,Qld,na
2023-24 > Subject of a substantiation within three months > Proportion of children,%,WA,3.2
2023-24 > Subject of a substantiation within three months > Proportion of children,%,SA,4.4
2023-24 > Subject of a substantiation within three months > Proportion of children,%,Tas,0
2023-24 > Subject of a substantiation within three months > Proportion of children,%,ACT,4.8
2023-24 > Subject of a substantiation within three months > Proportion of children,%,NT,5
2023-24 > Subject of a substantiation within 12 months > Number of children,no.,NSW,1714
2023-24 > Subject of a substantiation within 12 months > Number of children,no.,Vic,3107
2023-24 > Subject of a substantiation within 12 months > Number of children,no.,Qld,na
2023-24 > Subject of a substantiation within 12 months > Number of children,no.,WA,605
2023-24 > Subject of a substantiation within 12 months > Number of children,no.,SA,764
2023-24 > Subject of a substantiation within 12 months > Number of children,no.,Tas,8
2023-24 > Subject of a substantiation within 12 months > Number of children,no.,ACT,76
2023-24 > Subject of a substantiation within 12 months > Number of children,no.,NT,252
2023-24 > Subject of a substantiation within 12 months > Proportion of children,%,NSW,12.5
2023-24 > Subject of a substantiation within 12 months > Proportion of children,%,Vic,14
2023-24 > Subject of a substantiation within 12 months > Proportion of children,%,Qld,na
2023-24 > Subject of a substantiation within 12 months > Proportion of children,%,WA,10.8
2023-24 > Subject of a substantiation within 12 months > Proportion of children,%,SA,12.5
2023-24 > Subject of a substantiation within 12 months > Proportion of children,%,Tas,6.9
2023-24 > Subject of a substantiation within 12 months > Proportion of children,%,ACT,10.1
2023-24 > Subject of a substantiation within 12 months > Proportion of children,%,NT,12.7
2022-23 > Subject of a substantiation within three months > Number of children,no.,NSW,618
2022-23 > Subject of a substantiation within three months > Number of children,no.,Vic,1048
2022-23 > Subject of a substantiation within three months > Number of children,no.,Qld,612
2022-23 > Subject of a substantiation within three months > Number of children,no.,WA,212
2022-23 > Subject of a substantiation within three months > Number of children,no.,SA,246
2022-23 > Subject of a substantiation within three months > Number of children,no.,Tas,7
2022-23 > Subject of a substantiation within three months > Number of children,no.,ACT,21
2022-23 > Subject of a substantiation within three months > Number of children,no.,NT,110
2022-23 > Subject of a substantiation within three months > Proportion of children,%,NSW,3.9
2022-23 > Subject of a substantiation within three months > Proportion of children,%,Vic,5
2022-23 > Subject of a substantiation within three months > Proportion of children,%,Qld,3.3
2022-23 > Subject of a substantiation within three months > Proportion of children,%,WA,3.6
2022-23 > Subject of a substantiation within three months > Proportion of children,%,SA,5.1
2022-23 > Subject of a substantiation within three months > Proportion of children,%,Tas,6.8
2022-23 > Subject of a substantiation within three months > Proportion of children,%,ACT,2.1
2022-23 > Subject of a substantiation within three months > Proportion of children,%,NT,4.2
2022-23 > Subject of a substantiation within 12 months > Number of children,no.,NSW,1683
2022-23 > Subject of a substantiation within 12 months > Number of children,no.,Vic,2877
2022-23 > Subject of a substantiation within 12 months > Number of children,no.,Qld,1755
2022-23 > Subject of a substantiation within 12 months > Number of children,no.,WA,690
2022-23 > Subject of a substantiation within 12 months > Number of children,no.,SA,616
2022-23 > Subject of a substantiation within 12 months > Number of children,no.,Tas,16
2022-23 > Subject of a substantiation within 12 months > Number of children,no.,ACT,76
2022-23 > Subject of a substantiation within 12 months > Number of children,no.,NT,298
