category,unit,breakdown,value
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 1 year to less than 2 years in care,no.,NT,23
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 1 year to less than 2 years in care,no.,Aust,374
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 2 years to less than 5 years in care,no.,NSW,161
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 2 years to less than 5 years in care,no.,Vic,125
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 2 years to less than 5 years in care,no.,Qld,na
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 2 years to less than 5 years in care,no.,WA,92
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 2 years to less than 5 years in care,no.,SA,45
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 2 years to less than 5 years in care,no.,Tas,16
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 2 years to less than 5 years in care,no.,ACT,6
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 2 years to less than 5 years in care,no.,NT,28
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 2 years to less than 5 years in care,no.,Aust,473
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 5 years or more in care,no.,NSW,507
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 5 years or more in care,no.,Vic,142
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 5 years or more in care,no.,Qld,na
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 5 years or more in care,no.,WA,144
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 5 years or more in care,no.,SA,107
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 5 years or more in care,no.,Tas,30
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 5 years or more in care,no.,ACT,10
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 5 years or more in care,no.,NT,35
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 5 years or more in care,no.,Aust,975
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > Not stated/unknown,no.,NSW,0
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > Not stated/unknown,no.,Vic,0
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > Not stated/unknown,no.,Qld,na
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > Not stated/unknown,no.,WA,0
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > Not stated/unknown,no.,SA,0
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > Not stated/unknown,no.,Tas,0
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > Not stated/unknown,no.,ACT,0
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > Not stated/unknown,no.,NT,0
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > Not stated/unknown,no.,Aust,0
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > Total,no.,NSW,963
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > Total,no.,Vic,759
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > Total,no.,Qld,na
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > Total,no.,WA,442
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > Total,no.,SA,253
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > Total,no.,Tas,72
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > Total,no.,ACT,28
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > Total,no.,NT,134
2024-25 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > Total,no.,Aust,2651
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 1 month to less than 6 months in care,no.,NSW,132
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 1 month to less than 6 months in care,no.,Vic,726
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 1 month to less than 6 months in care,no.,Qld,na
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 1 month to less than 6 months in care,no.,WA,72
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 1 month to less than 6 months in care,no.,SA,45
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 1 month to less than 6 months in care,no.,Tas,np
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 1 month to less than 6 months in care,no.,ACT,9
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 1 month to less than 6 months in care,no.,NT,1
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 1 month to less than 6 months in care,no.,Aust,985
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 6 months to less than 1 year in care,no.,NSW,77
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 6 months to less than 1 year in care,no.,Vic,326
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 6 months to less than 1 year in care,no.,Qld,na
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 6 months to less than 1 year in care,no.,WA,33
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 6 months to less than 1 year in care,no.,SA,59
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 6 months to less than 1 year in care,no.,Tas,np
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 6 months to less than 1 year in care,no.,ACT,np
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 6 months to less than 1 year in care,no.,NT,1
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 6 months to less than 1 year in care,no.,Aust,496
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 1 year to less than 2 years in care,no.,NSW,132
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 1 year to less than 2 years in care,no.,Vic,365
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 1 year to less than 2 years in care,no.,Qld,na
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 1 year to less than 2 years in care,no.,WA,60
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 1 year to less than 2 years in care,no.,SA,69
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 1 year to less than 2 years in care,no.,Tas,11
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 1 year to less than 2 years in care,no.,ACT,np
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 1 year to less than 2 years in care,no.,NT,1
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 1 year to less than 2 years in care,no.,Aust,638
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 2 years to less than 5 years in care,no.,NSW,240
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 2 years to less than 5 years in care,no.,Vic,507
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 2 years to less than 5 years in care,no.,Qld,na
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 2 years to less than 5 years in care,no.,WA,91
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 2 years to less than 5 years in care,no.,SA,90
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 2 years to less than 5 years in care,no.,Tas,16
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 2 years to less than 5 years in care,no.,ACT,15
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 2 years to less than 5 years in care,no.,NT,8
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 2 years to less than 5 years in care,no.,Aust,967
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 5 years or more in care,no.,NSW,732
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 5 years or more in care,no.,Vic,392
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 5 years or more in care,no.,Qld,na
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 5 years or more in care,no.,WA,143
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 5 years or more in care,no.,SA,193
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 5 years or more in care,no.,Tas,40
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 5 years or more in care,no.,ACT,15
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 5 years or more in care,no.,NT,0
2024-25 > Children exiting out-of-home care > Non-Indigenous children > 5 years or more in care,no.,Aust,1515
2024-25 > Children exiting out-of-home care > Non-Indigenous children > Not stated/unknown,no.,NSW,0
2024-25 > Children exiting out-of-home care > Non-Indigenous children > Not stated/unknown,no.,Vic,0
2024-25 > Children exiting out-of-home care > Non-Indigenous children > Not stated/unknown,no.,Qld,na
2024-25 > Children exiting out-of-home care > Non-Indigenous children > Not stated/unknown,no.,WA,0
2024-25 > Children exiting out-of-home care > Non-Indigenous children > Not stated/unknown,no.,SA,0
2024-25 > Children exiting out-of-home care > Non-Indigenous children > Not stated/unknown,no.,Tas,0
2024-25 > Children exiting out-of-home care > Non-Indigenous children > Not stated/unknown,no.,ACT,0
2024-25 > Children exiting out-of-home care > Non-Indigenous children > Not stated/unknown,no.,NT,0
2024-25 > Children exiting out-of-home care > Non-Indigenous children > Not stated/unknown,no.,Aust,0
2024-25 > Children exiting out-of-home care > Non-Indigenous children > Total,no.,NSW,1313
2024-25 > Children exiting out-of-home care > Non-Indigenous children > Total,no.,Vic,2316
2024-25 > Children exiting out-of-home care > Non-Indigenous children > Total,no.,Qld,na
2024-25 > Children exiting out-of-home care > Non-Indigenous children > Total,no.,WA,399
2024-25 > Children exiting out-of-home care > Non-Indigenous children > Total,no.,SA,456
2024-25 > Children exiting out-of-home care > Non-Indigenous children > Total,no.,Tas,81
2024-25 > Children exiting out-of-home care > Non-Indigenous children > Total,no.,ACT,54
2024-25 > Children exiting out-of-home care > Non-Indigenous children > Total,no.,NT,11
2024-25 > Children exiting out-of-home care > Non-Indigenous children > Total,no.,Aust,4630
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 1 month to less than 6 months in care,no.,NSW,2
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 1 month to less than 6 months in care,no.,Vic,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 1 month to less than 6 months in care,no.,Qld,na
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 1 month to less than 6 months in care,no.,WA,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 1 month to less than 6 months in care,no.,SA,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 1 month to less than 6 months in care,no.,Tas,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 1 month to less than 6 months in care,no.,ACT,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 1 month to less than 6 months in care,no.,NT,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 1 month to less than 6 months in care,no.,Aust,2
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 6 months to less than 1 year in care,no.,NSW,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 6 months to less than 1 year in care,no.,Vic,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 6 months to less than 1 year in care,no.,Qld,na
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 6 months to less than 1 year in care,no.,WA,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 6 months to less than 1 year in care,no.,SA,2
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 6 months to less than 1 year in care,no.,Tas,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 6 months to less than 1 year in care,no.,ACT,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 6 months to less than 1 year in care,no.,NT,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 6 months to less than 1 year in care,no.,Aust,2
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 1 year to less than 2 years in care,no.,NSW,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 1 year to less than 2 years in care,no.,Vic,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 1 year to less than 2 years in care,no.,Qld,na
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 1 year to less than 2 years in care,no.,WA,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 1 year to less than 2 years in care,no.,SA,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 1 year to less than 2 years in care,no.,Tas,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 1 year to less than 2 years in care,no.,ACT,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 1 year to less than 2 years in care,no.,NT,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 1 year to less than 2 years in care,no.,Aust,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 2 years to less than 5 years in care,no.,NSW,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 2 years to less than 5 years in care,no.,Vic,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 2 years to less than 5 years in care,no.,Qld,na
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 2 years to less than 5 years in care,no.,WA,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 2 years to less than 5 years in care,no.,SA,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 2 years to less than 5 years in care,no.,Tas,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 2 years to less than 5 years in care,no.,ACT,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 2 years to less than 5 years in care,no.,NT,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 2 years to less than 5 years in care,no.,Aust,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 5 years or more in care,no.,NSW,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 5 years or more in care,no.,Vic,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 5 years or more in care,no.,Qld,na
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 5 years or more in care,no.,WA,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 5 years or more in care,no.,SA,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 5 years or more in care,no.,Tas,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 5 years or more in care,no.,ACT,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 5 years or more in care,no.,NT,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > 5 years or more in care,no.,Aust,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > Not stated/unknown,no.,NSW,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > Not stated/unknown,no.,Vic,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > Not stated/unknown,no.,Qld,na
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > Not stated/unknown,no.,WA,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > Not stated/unknown,no.,SA,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > Not stated/unknown,no.,Tas,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > Not stated/unknown,no.,ACT,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > Not stated/unknown,no.,NT,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > Not stated/unknown,no.,Aust,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > Total,no.,NSW,2
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > Total,no.,Vic,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > Total,no.,Qld,na
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > Total,no.,WA,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > Total,no.,SA,2
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > Total,no.,Tas,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > Total,no.,ACT,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > Total,no.,NT,0
2024-25 > Children exiting out-of-home care > Children of unknown Indigenous status > Total,no.,Aust,4
2024-25 > Children exiting out-of-home care > All children > 1 month to less than 6 months in care,no.,NSW,259
2024-25 > Children exiting out-of-home care > All children > 1 month to less than 6 months in care,no.,Vic,978
2024-25 > Children exiting out-of-home care > All children > 1 month to less than 6 months in care,no.,Qld,na
2024-25 > Children exiting out-of-home care > All children > 1 month to less than 6 months in care,no.,WA,143
2024-25 > Children exiting out-of-home care > All children > 1 month to less than 6 months in care,no.,SA,81
2024-25 > Children exiting out-of-home care > All children > 1 month to less than 6 months in care,no.,Tas,19
2024-25 > Children exiting out-of-home care > All children > 1 month to less than 6 months in care,no.,ACT,16
2024-25 > Children exiting out-of-home care > All children > 1 month to less than 6 months in care,no.,NT,35
2024-25 > Children exiting out-of-home care > All children > 1 month to less than 6 months in care,no.,Aust,1531
2024-25 > Children exiting out-of-home care > All children > 6 months to less than 1 year in care,no.,NSW,136
2024-25 > Children exiting out-of-home care > All children > 6 months to less than 1 year in care,no.,Vic,453
2024-25 > Children exiting out-of-home care > All children > 6 months to less than 1 year in care,no.,Qld,na
2024-25 > Children exiting out-of-home care > All children > 6 months to less than 1 year in care,no.,WA,84
2024-25 > Children exiting out-of-home care > All children > 6 months to less than 1 year in care,no.,SA,89
2024-25 > Children exiting out-of-home care > All children > 6 months to less than 1 year in care,no.,Tas,15
2024-25 > Children exiting out-of-home care > All children > 6 months to less than 1 year in care,no.,ACT,np
2024-25 > Children exiting out-of-home care > All children > 6 months to less than 1 year in care,no.,NT,15
2024-25 > Children exiting out-of-home care > All children > 6 months to less than 1 year in care,no.,Aust,792
2024-25 > Children exiting out-of-home care > All children > 1 year to less than 2 years in care,no.,NSW,243
2024-25 > Children exiting out-of-home care > All children > 1 year to less than 2 years in care,no.,Vic,478
2024-25 > Children exiting out-of-home care > All children > 1 year to less than 2 years in care,no.,Qld,na
2024-25 > Children exiting out-of-home care > All children > 1 year to less than 2 years in care,no.,WA,144
2024-25 > Children exiting out-of-home care > All children > 1 year to less than 2 years in care,no.,SA,106
2024-25 > Children exiting out-of-home care > All children > 1 year to less than 2 years in care,no.,Tas,17
2024-25 > Children exiting out-of-home care > All children > 1 year to less than 2 years in care,no.,ACT,np
2024-25 > Children exiting out-of-home care > All children > 1 year to less than 2 years in care,no.,NT,24
2024-25 > Children exiting out-of-home care > All children > 1 year to less than 2 years in care,no.,Aust,1012
2024-25 > Children exiting out-of-home care > All children > 2 years to less than 5 years in care,no.,NSW,401
2024-25 > Children exiting out-of-home care > All children > 2 years to less than 5 years in care,no.,Vic,632
2024-25 > Children exiting out-of-home care > All children > 2 years to less than 5 years in care,no.,Qld,na
2024-25 > Children exiting out-of-home care > All children > 2 years to less than 5 years in care,no.,WA,183
2024-25 > Children exiting out-of-home care > All children > 2 years to less than 5 years in care,no.,SA,135
2024-25 > Children exiting out-of-home care > All children > 2 years to less than 5 years in care,no.,Tas,32
2024-25 > Children exiting out-of-home care > All children > 2 years to less than 5 years in care,no.,ACT,21
2024-25 > Children exiting out-of-home care > All children > 2 years to less than 5 years in care,no.,NT,36
2024-25 > Children exiting out-of-home care > All children > 2 years to less than 5 years in care,no.,Aust,1440
2024-25 > Children exiting out-of-home care > All children > 5 years or more in care,no.,NSW,1239
2024-25 > Children exiting out-of-home care > All children > 5 years or more in care,no.,Vic,534
2024-25 > Children exiting out-of-home care > All children > 5 years or more in care,no.,Qld,na
2024-25 > Children exiting out-of-home care > All children > 5 years or more in care,no.,WA,287
2024-25 > Children exiting out-of-home care > All children > 5 years or more in care,no.,SA,300
2024-25 > Children exiting out-of-home care > All children > 5 years or more in care,no.,Tas,70
2024-25 > Children exiting out-of-home care > All children > 5 years or more in care,no.,ACT,25
2024-25 > Children exiting out-of-home care > All children > 5 years or more in care,no.,NT,35
2024-25 > Children exiting out-of-home care > All children > 5 years or more in care,no.,Aust,2490
2024-25 > Children exiting out-of-home care > All children > Not stated/unknown,no.,NSW,0
2024-25 > Children exiting out-of-home care > All children > Not stated/unknown,no.,Vic,0
2024-25 > Children exiting out-of-home care > All children > Not stated/unknown,no.,Qld,na
2024-25 > Children exiting out-of-home care > All children > Not stated/unknown,no.,WA,0
2024-25 > Children exiting out-of-home care > All children > Not stated/unknown,no.,SA,0
2024-25 > Children exiting out-of-home care > All children > Not stated/unknown,no.,Tas,0
2024-25 > Children exiting out-of-home care > All children > Not stated/unknown,no.,ACT,0
2024-25 > Children exiting out-of-home care > All children > Not stated/unknown,no.,NT,0
2024-25 > Children exiting out-of-home care > All children > Not stated/unknown,no.,Aust,0
2024-25 > Children exiting out-of-home care > All children > Total,no.,NSW,2278
2024-25 > Children exiting out-of-home care > All children > Total,no.,Vic,3075
2024-25 > Children exiting out-of-home care > All children > Total,no.,Qld,na
2024-25 > Children exiting out-of-home care > All children > Total,no.,WA,841
2024-25 > Children exiting out-of-home care > All children > Total,no.,SA,711
2024-25 > Children exiting out-of-home care > All children > Total,no.,Tas,153
2024-25 > Children exiting out-of-home care > All children > Total,no.,ACT,82
2024-25 > Children exiting out-of-home care > All children > Total,no.,NT,145
2024-25 > Children exiting out-of-home care > All children > Total,no.,Aust,7285
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 1 month to less than 6 months in care,no.,NSW,102
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 1 month to less than 6 months in care,no.,Vic,205
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 1 month to less than 6 months in care,no.,Qld,207
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 1 month to less than 6 months in care,no.,WA,64
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 1 month to less than 6 months in care,no.,SA,19
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 1 month to less than 6 months in care,no.,Tas,np
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 1 month to less than 6 months in care,no.,ACT,14
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 1 month to less than 6 months in care,no.,NT,52
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 1 month to less than 6 months in care,no.,Aust,663
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 6 months to less than 1 year in care,no.,NSW,95
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 6 months to less than 1 year in care,no.,Vic,106
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 6 months to less than 1 year in care,no.,Qld,124
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 6 months to less than 1 year in care,no.,WA,84
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 6 months to less than 1 year in care,no.,SA,34
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 6 months to less than 1 year in care,no.,Tas,np
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 6 months to less than 1 year in care,no.,ACT,5
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 6 months to less than 1 year in care,no.,NT,15
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 6 months to less than 1 year in care,no.,Aust,463
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 1 year to less than 2 years in care,no.,NSW,113
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 1 year to less than 2 years in care,no.,Vic,126
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 1 year to less than 2 years in care,no.,Qld,150
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 1 year to less than 2 years in care,no.,WA,100
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 1 year to less than 2 years in care,no.,SA,54
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 1 year to less than 2 years in care,no.,Tas,15
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 1 year to less than 2 years in care,no.,ACT,8
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 1 year to less than 2 years in care,no.,NT,20
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 1 year to less than 2 years in care,no.,Aust,586
2023-24 > Children exiting out-of-home care > Aboriginal and Torres Strait Islander children > 2 years to less than 5 years in care,no.,NSW,185
