category,unit,breakdown,value
Children commencing intensive family support services > 2021-22 > All children,no.,Qld,9997
Children commencing intensive family support services > 2021-22 > All children,no.,WA,1402
Children commencing intensive family support services > 2021-22 > All children,no.,SA,2862
Children commencing intensive family support services > 2021-22 > All children,no.,Tas,1739
Children commencing intensive family support services > 2021-22 > All children,no.,ACT,286
Children commencing intensive family support services > 2021-22 > All children,no.,NT,na
Children commencing intensive family support services > 2020-21 > Aboriginal and Torres Strait Islander children,no.,NSW,3721
Children commencing intensive family support services > 2020-21 > Aboriginal and Torres Strait Islander children,no.,Vic,1243
Children commencing intensive family support services > 2020-21 > Aboriginal and Torres Strait Islander children,no.,Qld,4903
Children commencing intensive family support services > 2020-21 > Aboriginal and Torres Strait Islander children,no.,WA,909
Children commencing intensive family support services > 2020-21 > Aboriginal and Torres Strait Islander children,no.,SA,246
Children commencing intensive family support services > 2020-21 > Aboriginal and Torres Strait Islander children,no.,Tas,na
Children commencing intensive family support services > 2020-21 > Aboriginal and Torres Strait Islander children,no.,ACT,100
Children commencing intensive family support services > 2020-21 > Aboriginal and Torres Strait Islander children,no.,NT,393
Children commencing intensive family support services > 2020-21 > Non-Indigenous children,no.,NSW,7501
Children commencing intensive family support services > 2020-21 > Non-Indigenous children,no.,Vic,10380
Children commencing intensive family support services > 2020-21 > Non-Indigenous children,no.,Qld,4725
Children commencing intensive family support services > 2020-21 > Non-Indigenous children,no.,WA,601
Children commencing intensive family support services > 2020-21 > Non-Indigenous children,no.,SA,432
Children commencing intensive family support services > 2020-21 > Non-Indigenous children,no.,Tas,na
Children commencing intensive family support services > 2020-21 > Non-Indigenous children,no.,ACT,128
Children commencing intensive family support services > 2020-21 > Non-Indigenous children,no.,NT,67
Children commencing intensive family support services > 2020-21 > Children of unknown Indigenous status,no.,NSW,0
Children commencing intensive family support services > 2020-21 > Children of unknown Indigenous status,no.,Vic,0
Children commencing intensive family support services > 2020-21 > Children of unknown Indigenous status,no.,Qld,1129
Children commencing intensive family support services > 2020-21 > Children of unknown Indigenous status,no.,WA,16
Children commencing intensive family support services > 2020-21 > Children of unknown Indigenous status,no.,SA,0
Children commencing intensive family support services > 2020-21 > Children of unknown Indigenous status,no.,Tas,1935
Children commencing intensive family support services > 2020-21 > Children of unknown Indigenous status,no.,ACT,8
Children commencing intensive family support services > 2020-21 > Children of unknown Indigenous status,no.,NT,0
Children commencing intensive family support services > 2020-21 > All children,no.,NSW,11222
Children commencing intensive family support services > 2020-21 > All children,no.,Vic,11623
Children commencing intensive family support services > 2020-21 > All children,no.,Qld,10757
Children commencing intensive family support services > 2020-21 > All children,no.,WA,1526
Children commencing intensive family support services > 2020-21 > All children,no.,SA,678
Children commencing intensive family support services > 2020-21 > All children,no.,Tas,1935
Children commencing intensive family support services > 2020-21 > All children,no.,ACT,236
Children commencing intensive family support services > 2020-21 > All children,no.,NT,460
Children commencing intensive family support services > 2019-20 > Aboriginal and Torres Strait Islander children,no.,NSW,3448
Children commencing intensive family support services > 2019-20 > Aboriginal and Torres Strait Islander children,no.,Vic,1714
Children commencing intensive family support services > 2019-20 > Aboriginal and Torres Strait Islander children,no.,Qld,5246
Children commencing intensive family support services > 2019-20 > Aboriginal and Torres Strait Islander children,no.,WA,544
Children commencing intensive family support services > 2019-20 > Aboriginal and Torres Strait Islander children,no.,SA,234
Children commencing intensive family support services > 2019-20 > Aboriginal and Torres Strait Islander children,no.,Tas,na
Children commencing intensive family support services > 2019-20 > Aboriginal and Torres Strait Islander children,no.,ACT,159
Children commencing intensive family support services > 2019-20 > Aboriginal and Torres Strait Islander children,no.,NT,558
Children commencing intensive family support services > 2019-20 > Non-Indigenous children,no.,NSW,6858
Children commencing intensive family support services > 2019-20 > Non-Indigenous children,no.,Vic,11276
Children commencing intensive family support services > 2019-20 > Non-Indigenous children,no.,Qld,5205
Children commencing intensive family support services > 2019-20 > Non-Indigenous children,no.,WA,498
Children commencing intensive family support services > 2019-20 > Non-Indigenous children,no.,SA,537
Children commencing intensive family support services > 2019-20 > Non-Indigenous children,no.,Tas,na
Children commencing intensive family support services > 2019-20 > Non-Indigenous children,no.,ACT,234
Children commencing intensive family support services > 2019-20 > Non-Indigenous children,no.,NT,78
Children commencing intensive family support services > 2019-20 > Children of unknown Indigenous status,no.,NSW,554
Children commencing intensive family support services > 2019-20 > Children of unknown Indigenous status,no.,Vic,0
Children commencing intensive family support services > 2019-20 > Children of unknown Indigenous status,no.,Qld,1192
Children commencing intensive family support services > 2019-20 > Children of unknown Indigenous status,no.,WA,15
Children commencing intensive family support services > 2019-20 > Children of unknown Indigenous status,no.,SA,5
Children commencing intensive family support services > 2019-20 > Children of unknown Indigenous status,no.,Tas,1804
Children commencing intensive family support services > 2019-20 > Children of unknown Indigenous status,no.,ACT,0
Children commencing intensive family support services > 2019-20 > Children of unknown Indigenous status,no.,NT,0
Children commencing intensive family support services > 2019-20 > All children,no.,NSW,10860
Children commencing intensive family support services > 2019-20 > All children,no.,Vic,12990
Children commencing intensive family support services > 2019-20 > All children,no.,Qld,11643
Children commencing intensive family support services > 2019-20 > All children,no.,WA,1057
Children commencing intensive family support services > 2019-20 > All children,no.,SA,776
Children commencing intensive family support services > 2019-20 > All children,no.,Tas,1804
Children commencing intensive family support services > 2019-20 > All children,no.,ACT,393
Children commencing intensive family support services > 2019-20 > All children,no.,NT,636
Children commencing intensive family support services > 2018-19 > Aboriginal and Torres Strait Islander children,no.,NSW,3265
Children commencing intensive family support services > 2018-19 > Aboriginal and Torres Strait Islander children,no.,Vic,1450
Children commencing intensive family support services > 2018-19 > Aboriginal and Torres Strait Islander children,no.,Qld,na
Children commencing intensive family support services > 2018-19 > Aboriginal and Torres Strait Islander children,no.,WA,634
Children commencing intensive family support services > 2018-19 > Aboriginal and Torres Strait Islander children,no.,SA,193
Children commencing intensive family support services > 2018-19 > Aboriginal and Torres Strait Islander children,no.,Tas,na
Children commencing intensive family support services > 2018-19 > Aboriginal and Torres Strait Islander children,no.,ACT,75
Children commencing intensive family support services > 2018-19 > Aboriginal and Torres Strait Islander children,no.,NT,569
Children commencing intensive family support services > 2018-19 > Non-Indigenous children,no.,NSW,6900
Children commencing intensive family support services > 2018-19 > Non-Indigenous children,no.,Vic,10986
Children commencing intensive family support services > 2018-19 > Non-Indigenous children,no.,Qld,na
Children commencing intensive family support services > 2018-19 > Non-Indigenous children,no.,WA,595
Children commencing intensive family support services > 2018-19 > Non-Indigenous children,no.,SA,257
Children commencing intensive family support services > 2018-19 > Non-Indigenous children,no.,Tas,na
Children commencing intensive family support services > 2018-19 > Non-Indigenous children,no.,ACT,189
Children commencing intensive family support services > 2018-19 > Non-Indigenous children,no.,NT,168
Children commencing intensive family support services > 2018-19 > Children of unknown Indigenous status,no.,NSW,10
Children commencing intensive family support services > 2018-19 > Children of unknown Indigenous status,no.,Vic,1106
Children commencing intensive family support services > 2018-19 > Children of unknown Indigenous status,no.,Qld,na
Children commencing intensive family support services > 2018-19 > Children of unknown Indigenous status,no.,WA,4
Children commencing intensive family support services > 2018-19 > Children of unknown Indigenous status,no.,SA,0
Children commencing intensive family support services > 2018-19 > Children of unknown Indigenous status,no.,Tas,1782
Children commencing intensive family support services > 2018-19 > Children of unknown Indigenous status,no.,ACT,0
Children commencing intensive family support services > 2018-19 > Children of unknown Indigenous status,no.,NT,0
Children commencing intensive family support services > 2018-19 > All children,no.,NSW,10175
Children commencing intensive family support services > 2018-19 > All children,no.,Vic,13542
Children commencing intensive family support services > 2018-19 > All children,no.,Qld,na
Children commencing intensive family support services > 2018-19 > All children,no.,WA,1233
Children commencing intensive family support services > 2018-19 > All children,no.,SA,450
Children commencing intensive family support services > 2018-19 > All children,no.,Tas,1782
Children commencing intensive family support services > 2018-19 > All children,no.,ACT,264
Children commencing intensive family support services > 2018-19 > All children,no.,NT,737
Children commencing intensive family support services > 2017-18 > Aboriginal and Torres Strait Islander children,no.,NSW,3379
Children commencing intensive family support services > 2017-18 > Aboriginal and Torres Strait Islander children,no.,Vic,933
Children commencing intensive family support services > 2017-18 > Aboriginal and Torres Strait Islander children,no.,Qld,2801
Children commencing intensive family support services > 2017-18 > Aboriginal and Torres Strait Islander children,no.,WA,218
Children commencing intensive family support services > 2017-18 > Aboriginal and Torres Strait Islander children,no.,SA,158
Children commencing intensive family support services > 2017-18 > Aboriginal and Torres Strait Islander children,no.,Tas,na
Children commencing intensive family support services > 2017-18 > Aboriginal and Torres Strait Islander children,no.,ACT,80
Children commencing intensive family support services > 2017-18 > Aboriginal and Torres Strait Islander children,no.,NT,457
Children commencing intensive family support services > 2017-18 > Non-Indigenous children,no.,NSW,7105
Children commencing intensive family support services > 2017-18 > Non-Indigenous children,no.,Vic,9917
Children commencing intensive family support services > 2017-18 > Non-Indigenous children,no.,Qld,4076
Children commencing intensive family support services > 2017-18 > Non-Indigenous children,no.,WA,435
Children commencing intensive family support services > 2017-18 > Non-Indigenous children,no.,SA,226
Children commencing intensive family support services > 2017-18 > Non-Indigenous children,no.,Tas,na
Children commencing intensive family support services > 2017-18 > Non-Indigenous children,no.,ACT,217
Children commencing intensive family support services > 2017-18 > Non-Indigenous children,no.,NT,93
Children commencing intensive family support services > 2017-18 > Children of unknown Indigenous status,no.,NSW,16
Children commencing intensive family support services > 2017-18 > Children of unknown Indigenous status,no.,Vic,26
Children commencing intensive family support services > 2017-18 > Children of unknown Indigenous status,no.,Qld,771
Children commencing intensive family support services > 2017-18 > Children of unknown Indigenous status,no.,WA,17
Children commencing intensive family support services > 2017-18 > Children of unknown Indigenous status,no.,SA,0
Children commencing intensive family support services > 2017-18 > Children of unknown Indigenous status,no.,Tas,1654
Children commencing intensive family support services > 2017-18 > Children of unknown Indigenous status,no.,ACT,0
Children commencing intensive family support services > 2017-18 > Children of unknown Indigenous status,no.,NT,35
Children commencing intensive family support services > 2017-18 > All children,no.,NSW,10500
Children commencing intensive family support services > 2017-18 > All children,no.,Vic,10876
Children commencing intensive family support services > 2017-18 > All children,no.,Qld,7647
Children commencing intensive family support services > 2017-18 > All children,no.,WA,670
Children commencing intensive family support services > 2017-18 > All children,no.,SA,384
Children commencing intensive family support services > 2017-18 > All children,no.,Tas,1654
Children commencing intensive family support services > 2017-18 > All children,no.,ACT,297
Children commencing intensive family support services > 2017-18 > All children,no.,NT,585
Children commencing intensive family support services > 2016-17 > Aboriginal and Torres Strait Islander children,no.,NSW,3274
Children commencing intensive family support services > 2016-17 > Aboriginal and Torres Strait Islander children,no.,Vic,625
Children commencing intensive family support services > 2016-17 > Aboriginal and Torres Strait Islander children,no.,Qld,2130
Children commencing intensive family support services > 2016-17 > Aboriginal and Torres Strait Islander children,no.,WA,241
Children commencing intensive family support services > 2016-17 > Aboriginal and Torres Strait Islander children,no.,SA,406
Children commencing intensive family support services > 2016-17 > Aboriginal and Torres Strait Islander children,no.,Tas,na
Children commencing intensive family support services > 2016-17 > Aboriginal and Torres Strait Islander children,no.,ACT,101
Children commencing intensive family support services > 2016-17 > Aboriginal and Torres Strait Islander children,no.,NT,330
Children commencing intensive family support services > 2016-17 > Non-Indigenous children,no.,NSW,6891
Children commencing intensive family support services > 2016-17 > Non-Indigenous children,no.,Vic,10265
Children commencing intensive family support services > 2016-17 > Non-Indigenous children,no.,Qld,4055
Children commencing intensive family support services > 2016-17 > Non-Indigenous children,no.,WA,528
Children commencing intensive family support services > 2016-17 > Non-Indigenous children,no.,SA,500
Children commencing intensive family support services > 2016-17 > Non-Indigenous children,no.,Tas,na
Children commencing intensive family support services > 2016-17 > Non-Indigenous children,no.,ACT,286
Children commencing intensive family support services > 2016-17 > Non-Indigenous children,no.,NT,79
Children commencing intensive family support services > 2016-17 > Children of unknown Indigenous status,no.,NSW,16
Children commencing intensive family support services > 2016-17 > Children of unknown Indigenous status,no.,Vic,0
Children commencing intensive family support services > 2016-17 > Children of unknown Indigenous status,no.,Qld,930
Children commencing intensive family support services > 2016-17 > Children of unknown Indigenous status,no.,WA,0
Children commencing intensive family support services > 2016-17 > Children of unknown Indigenous status,no.,SA,0
Children commencing intensive family support services > 2016-17 > Children of unknown Indigenous status,no.,Tas,1751
Children commencing intensive family support services > 2016-17 > Children of unknown Indigenous status,no.,ACT,0
Children commencing intensive family support services > 2016-17 > Children of unknown Indigenous status,no.,NT,2
Children commencing intensive family support services > 2016-17 > All children,no.,NSW,10181
Children commencing intensive family support services > 2016-17 > All children,no.,Vic,10890
Children commencing intensive family support services > 2016-17 > All children,no.,Qld,7115
Children commencing intensive family support services > 2016-17 > All children,no.,WA,769
Children commencing intensive family support services > 2016-17 > All children,no.,SA,906
Children commencing intensive family support services > 2016-17 > All children,no.,Tas,1751
Children commencing intensive family support services > 2016-17 > All children,no.,ACT,387
Children commencing intensive family support services > 2016-17 > All children,no.,NT,411
Children commencing intensive family support services > 2015-16 > Aboriginal and Torres Strait Islander children,no.,NSW,3186
Children commencing intensive family support services > 2015-16 > Aboriginal and Torres Strait Islander children,no.,Vic,596
Children commencing intensive family support services > 2015-16 > Aboriginal and Torres Strait Islander children,no.,Qld,1563
Children commencing intensive family support services > 2015-16 > Aboriginal and Torres Strait Islander children,no.,WA,307
Children commencing intensive family support services > 2015-16 > Aboriginal and Torres Strait Islander children,no.,SA,289
Children commencing intensive family support services > 2015-16 > Aboriginal and Torres Strait Islander children,no.,Tas,na
Children commencing intensive family support services > 2015-16 > Aboriginal and Torres Strait Islander children,no.,ACT,113
Children commencing intensive family support services > 2015-16 > Aboriginal and Torres Strait Islander children,no.,NT,na
Children commencing intensive family support services > 2015-16 > Non-Indigenous children,no.,NSW,7015
Children commencing intensive family support services > 2015-16 > Non-Indigenous children,no.,Vic,8788
Children commencing intensive family support services > 2015-16 > Non-Indigenous children,no.,Qld,2388
Children commencing intensive family support services > 2015-16 > Non-Indigenous children,no.,WA,606
Children commencing intensive family support services > 2015-16 > Non-Indigenous children,no.,SA,411
Children commencing intensive family support services > 2015-16 > Non-Indigenous children,no.,Tas,na
Children commencing intensive family support services > 2015-16 > Non-Indigenous children,no.,ACT,241
Children commencing intensive family support services > 2015-16 > Non-Indigenous children,no.,NT,na
Children commencing intensive family support services > 2015-16 > Children of unknown Indigenous status,no.,NSW,17
Children commencing intensive family support services > 2015-16 > Children of unknown Indigenous status,no.,Vic,0
Children commencing intensive family support services > 2015-16 > Children of unknown Indigenous status,no.,Qld,80
Children commencing intensive family support services > 2015-16 > Children of unknown Indigenous status,no.,WA,3
Children commencing intensive family support services > 2015-16 > Children of unknown Indigenous status,no.,SA,0
Children commencing intensive family support services > 2015-16 > Children of unknown Indigenous status,no.,Tas,1806
Children commencing intensive family support services > 2015-16 > Children of unknown Indigenous status,no.,ACT,13
Children commencing intensive family support services > 2015-16 > Children of unknown Indigenous status,no.,NT,na
Children commencing intensive family support services > 2015-16 > All children,no.,NSW,10218
Children commencing intensive family support services > 2015-16 > All children,no.,Vic,9384
Children commencing intensive family support services > 2015-16 > All children,no.,Qld,4031
Children commencing intensive family support services > 2015-16 > All children,no.,WA,916
Children commencing intensive family support services > 2015-16 > All children,no.,SA,700
Children commencing intensive family support services > 2015-16 > All children,no.,Tas,1806
Children commencing intensive family support services > 2015-16 > All children,no.,ACT,367
Children commencing intensive family support services > 2015-16 > All children,no.,NT,na
