category,unit,breakdown,value
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Other non-Indigenous carer,%,ACT,30.1
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Other non-Indigenous carer,%,NT,72.6
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Other non-Indigenous carer,%,Aust,24.8
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Residential care or family group home,%,NSW,6.5
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Residential care or family group home,%,Vic,4.7
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Residential care or family group home,%,Qld,na
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Residential care or family group home,%,WA,11.7
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Residential care or family group home,%,SA,15.9
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Residential care or family group home,%,Tas,9.1
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Residential care or family group home,%,ACT,3.3
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Residential care or family group home,%,NT,2
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Residential care or family group home,%,Aust,8
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Independent living/living arrangements unknown,%,NSW,1.4
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Independent living/living arrangements unknown,%,Vic,1.1
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Independent living/living arrangements unknown,%,Qld,na
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Independent living/living arrangements unknown,%,WA,0
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Independent living/living arrangements unknown,%,SA,0
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Independent living/living arrangements unknown,%,Tas,0.2
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Independent living/living arrangements unknown,%,ACT,0
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Independent living/living arrangements unknown,%,NT,0
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Independent living/living arrangements unknown,%,Aust,0.8
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Total,%,NSW,29.9
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Total,%,Vic,17.2
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Total,%,Qld,na
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Total,%,WA,43.7
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Total,%,SA,38.6
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Total,%,Tas,45.1
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Total,%,ACT,33.3
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Total,%,NT,74.6
Aboriginal and Torres Strait Islander children > 2025 > Children in out-of-home care at 30 June > Proportion of children > In another care arrangement > Total,%,Aust,33.6
