category,unit,breakdown,value
Intensive family support services > Real recurrent expenditure > 2024-25,$'000,NSW,151507
Intensive family support services > Real recurrent expenditure > 2024-25,$'000,Vic,248697
Intensive family support services > Real recurrent expenditure > 2024-25,$'000,Qld,166840
Intensive family support services > Real recurrent expenditure > 2024-25,$'000,WA,22089
Intensive family support services > Real recurrent expenditure > 2024-25,$'000,SA,74515
Intensive family support services > Real recurrent expenditure > 2024-25,$'000,Tas,16860
Intensive family support services > Real recurrent expenditure > 2024-25,$'000,ACT,11402
Intensive family support services > Real recurrent expenditure > 2024-25,$'000,NT,na
Intensive family support services > Real recurrent expenditure > 2024-25,$'000,Aus Gov,11059
Intensive family support services > Real recurrent expenditure > 2024-25,$'000,Aust,702969
Intensive family support services > Real recurrent expenditure > 2023-24,$'000,NSW,145954
Intensive family support services > Real recurrent expenditure > 2023-24,$'000,Vic,245881
Intensive family support services > Real recurrent expenditure > 2023-24,$'000,Qld,156902
Intensive family support services > Real recurrent expenditure > 2023-24,$'000,WA,21573
Intensive family support services > Real recurrent expenditure > 2023-24,$'000,SA,70267
Intensive family support services > Real recurrent expenditure > 2023-24,$'000,Tas,17129
Intensive family support services > Real recurrent expenditure > 2023-24,$'000,ACT,11209
Intensive family support services > Real recurrent expenditure > 2023-24,$'000,NT,4
Intensive family support services > Real recurrent expenditure > 2023-24,$'000,Aus Gov,11048
Intensive family support services > Real recurrent expenditure > 2023-24,$'000,Aust,679966
Intensive family support services > Real recurrent expenditure > 2022-23,$'000,NSW,149364
Intensive family support services > Real recurrent expenditure > 2022-23,$'000,Vic,216560
Intensive family support services > Real recurrent expenditure > 2022-23,$'000,Qld,153494
Intensive family support services > Real recurrent expenditure > 2022-23,$'000,WA,19182
Intensive family support services > Real recurrent expenditure > 2022-23,$'000,SA,49951
Intensive family support services > Real recurrent expenditure > 2022-23,$'000,Tas,14531
Intensive family support services > Real recurrent expenditure > 2022-23,$'000,ACT,11169
Intensive family support services > Real recurrent expenditure > 2022-23,$'000,NT,na
Intensive family support services > Real recurrent expenditure > 2022-23,$'000,Aus Gov,11918
Intensive family support services > Real recurrent expenditure > 2022-23,$'000,Aust,626170
Intensive family support services > Real recurrent expenditure > 2021-22,$'000,NSW,147397
Intensive family support services > Real recurrent expenditure > 2021-22,$'000,Vic,204982
Intensive family support services > Real recurrent expenditure > 2021-22,$'000,Qld,145435
Intensive family support services > Real recurrent expenditure > 2021-22,$'000,WA,17340
Intensive family support services > Real recurrent expenditure > 2021-22,$'000,SA,47508
Intensive family support services > Real recurrent expenditure > 2021-22,$'000,Tas,15763
Intensive family support services > Real recurrent expenditure > 2021-22,$'000,ACT,11280
Intensive family support services > Real recurrent expenditure > 2021-22,$'000,NT,2453
Intensive family support services > Real recurrent expenditure > 2021-22,$'000,Aus Gov,12145
Intensive family support services > Real recurrent expenditure > 2021-22,$'000,Aust,604302
Intensive family support services > Real recurrent expenditure > 2020-21,$'000,NSW,151920
Intensive family support services > Real recurrent expenditure > 2020-21,$'000,Vic,226454
Intensive family support services > Real recurrent expenditure > 2020-21,$'000,Qld,148590
Intensive family support services > Real recurrent expenditure > 2020-21,$'000,WA,18831
Intensive family support services > Real recurrent expenditure > 2020-21,$'000,SA,27935
Intensive family support services > Real recurrent expenditure > 2020-21,$'000,Tas,12964
Intensive family support services > Real recurrent expenditure > 2020-21,$'000,ACT,10295
Intensive family support services > Real recurrent expenditure > 2020-21,$'000,NT,6063
Intensive family support services > Real recurrent expenditure > 2020-21,$'000,Aus Gov,9528
Intensive family support services > Real recurrent expenditure > 2020-21,$'000,Aust,612580
Intensive family support services > Real recurrent expenditure > 2019-20,$'000,NSW,220947
Intensive family support services > Real recurrent expenditure > 2019-20,$'000,Vic,190925
Intensive family support services > Real recurrent expenditure > 2019-20,$'000,Qld,139488
Intensive family support services > Real recurrent expenditure > 2019-20,$'000,WA,18647
Intensive family support services > Real recurrent expenditure > 2019-20,$'000,SA,23227
Intensive family support services > Real recurrent expenditure > 2019-20,$'000,Tas,11218
Intensive family support services > Real recurrent expenditure > 2019-20,$'000,ACT,7322
Intensive family support services > Real recurrent expenditure > 2019-20,$'000,NT,6588
Intensive family support services > Real recurrent expenditure > 2019-20,$'000,Aus Gov,9862
Intensive family support services > Real recurrent expenditure > 2019-20,$'000,Aust,628225
Intensive family support services > Real recurrent expenditure > 2018-19,$'000,NSW,221468
Intensive family support services > Real recurrent expenditure > 2018-19,$'000,Vic,178663
Intensive family support services > Real recurrent expenditure > 2018-19,$'000,Qld,131298
Intensive family support services > Real recurrent expenditure > 2018-19,$'000,WA,13987
Intensive family support services > Real recurrent expenditure > 2018-19,$'000,SA,20160
