category,unit,breakdown,value
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2015-16,271
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2016-17,131
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2017-18,255
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2018-19,229
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2019-20,247
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2020-21,253
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2021-22,193
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2022-23,218
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2023-24,189
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per report to child protection,$,2024-25,185
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2015-16,692
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2016-17,322
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2017-18,685
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2018-19,622
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2019-20,473
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2020-21,527
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2021-22,447
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2022-23,514
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2023-24,467
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Cost per notification,$,2024-25,499
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2015-16,3
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2016-17,1.1
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2017-18,2.5
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2018-19,2.7
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2019-20,2.7
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2020-21,2.7
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2021-22,2
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2022-23,2.4
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2023-24,2
Activity group 1: Receipt and assessment of initial information about a potential protection and support issues > AG1: Proportion of total expenditure,%,2024-25,1.9
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2015-16,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2016-17,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2017-18,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2018-19,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2019-20,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2020-21,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2021-22,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2022-23,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2023-24,na
Activity group 2: Provision of generic family support services > AG2: Cost per child receiving family support services,$,2024-25,na
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2015-16,7.1
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2016-17,8.8
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2017-18,5.4
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2018-19,5.8
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2019-20,5.4
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2020-21,6
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2021-22,3.8
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2022-23,3.5
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2023-24,4.8
Activity group 2: Provision of generic family support services > AG2: Proportion of total expenditure,%,2024-25,4.6
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2015-16,32542
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2016-17,30908
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2017-18,25543
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2018-19,26080
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2019-20,19535
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2020-21,23182
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2021-22,9832
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2022-23,9204
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2023-24,11958
Activity group 3: Provision of intensive family support services > AG3: Cost per child receiving intensive family support services,$,2024-25,13096
Activity group 3: Provision of intensive family support services > AG3: Proportion of total expenditure,%,2015-16,7.5
Activity group 3: Provision of intensive family support services > AG3: Proportion of total expenditure,%,2016-17,6.2
Activity group 3: Provision of intensive family support services > AG3: Proportion of total expenditure,%,2017-18,2.7
Activity group 3: Provision of intensive family support services > AG3: Proportion of total expenditure,%,2018-19,3.1
Activity group 3: Provision of intensive family support services > AG3: Proportion of total expenditure,%,2019-20,3.4
Activity group 3: Provision of intensive family support services > AG3: Proportion of total expenditure,%,2020-21,3.7
Activity group 3: Provision of intensive family support services > AG3: Proportion of total expenditure,%,2021-22,5.9
Activity group 3: Provision of intensive family support services > AG3: Proportion of total expenditure,%,2022-23,5.6
Activity group 3: Provision of intensive family support services > AG3: Proportion of total expenditure,%,2023-24,7.2
Activity group 3: Provision of intensive family support services > AG3: Proportion of total expenditure,%,2024-25,7.4
Activity group 4: Secondary information gathering and assessment > AG4: Cost per notification investigated,$,2015-16,1235
Activity group 4: Secondary information gathering and assessment > AG4: Cost per notification investigated,$,2016-17,3455
Activity group 4: Secondary information gathering and assessment > AG4: Cost per notification investigated,$,2017-18,3352
Activity group 4: Secondary information gathering and assessment > AG4: Cost per notification investigated,$,2018-19,3199
Activity group 4: Secondary information gathering and assessment > AG4: Cost per notification investigated,$,2019-20,2797
Activity group 4: Secondary information gathering and assessment > AG4: Cost per notification investigated,$,2020-21,3120
Activity group 4: Secondary information gathering and assessment > AG4: Cost per notification investigated,$,2021-22,3011
