category,unit,breakdown,value
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Aboriginal and Torres Strait Islander children,no.,NSW,3790
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Aboriginal and Torres Strait Islander children,no.,Vic,2006
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Aboriginal and Torres Strait Islander children,no.,Qld,na
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Aboriginal and Torres Strait Islander children,no.,WA,1802
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Aboriginal and Torres Strait Islander children,no.,SA,1105
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Aboriginal and Torres Strait Islander children,no.,Tas,283
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Aboriginal and Torres Strait Islander children,no.,ACT,104
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Aboriginal and Torres Strait Islander children,no.,NT,427
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Aboriginal and Torres Strait Islander children,no.,Aust,9517
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Non-Indigenous children,no.,NSW,3808
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Non-Indigenous children,no.,Vic,3724
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Non-Indigenous children,no.,Qld,na
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Non-Indigenous children,no.,WA,1095
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Non-Indigenous children,no.,SA,1523
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Non-Indigenous children,no.,Tas,313
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Non-Indigenous children,no.,ACT,232
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Non-Indigenous children,no.,NT,43
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Non-Indigenous children,no.,Aust,10738
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Children of unknown Indigenous status,no.,NSW,12
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Children of unknown Indigenous status,no.,Vic,0
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Children of unknown Indigenous status,no.,Qld,na
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Children of unknown Indigenous status,no.,WA,3
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Children of unknown Indigenous status,no.,SA,14
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Children of unknown Indigenous status,no.,Tas,3
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Children of unknown Indigenous status,no.,ACT,1
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Children of unknown Indigenous status,no.,NT,1
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > Children of unknown Indigenous status,no.,Aust,34
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > All children,no.,NSW,7610
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > All children,no.,Vic,5730
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > All children,no.,Qld,na
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > All children,no.,WA,2900
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > All children,no.,SA,2642
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > All children,no.,Tas,599
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > All children,no.,ACT,337
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > All children,no.,NT,471
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Number of children > All children,no.,Aust,20289
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Aboriginal and Torres Strait Islander children,%,NSW,97.8
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Aboriginal and Torres Strait Islander children,%,Vic,99.4
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Aboriginal and Torres Strait Islander children,%,Qld,na
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Aboriginal and Torres Strait Islander children,%,WA,91.8
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Aboriginal and Torres Strait Islander children,%,SA,92.1
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Aboriginal and Torres Strait Islander children,%,Tas,96.6
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Aboriginal and Torres Strait Islander children,%,ACT,94.5
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Aboriginal and Torres Strait Islander children,%,NT,98.4
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Aboriginal and Torres Strait Islander children,%,Aust,96.2
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Non-Indigenous children,%,NSW,97.2
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Non-Indigenous children,%,Vic,99
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Non-Indigenous children,%,Qld,na
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Non-Indigenous children,%,WA,94.7
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Non-Indigenous children,%,SA,92.5
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Non-Indigenous children,%,Tas,94
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Non-Indigenous children,%,ACT,94.3
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Non-Indigenous children,%,NT,100
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Non-Indigenous children,%,Aust,96.7
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Children of unknown Indigenous status,%,NSW,100
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Children of unknown Indigenous status,%,Vic,..
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Children of unknown Indigenous status,%,Qld,na
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Children of unknown Indigenous status,%,WA,100
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Children of unknown Indigenous status,%,SA,100
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Children of unknown Indigenous status,%,Tas,100
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Children of unknown Indigenous status,%,ACT,100
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Children of unknown Indigenous status,%,NT,100
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > Children of unknown Indigenous status,%,Aust,100
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > All children,%,NSW,97.5
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > All children,%,Vic,99.2
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > All children,%,Qld,na
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > All children,%,WA,92.9
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > All children,%,SA,92.4
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > All children,%,Tas,95.2
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > All children,%,ACT,94.4
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > All children,%,NT,98.5
2025 > Children in out-of-home care and in a home-based placement at 30 June > <12 years old > Proportion of children > All children,%,Aust,96.5
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Aboriginal and Torres Strait Islander children,no.,NSW,2032
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Aboriginal and Torres Strait Islander children,no.,Vic,893
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Aboriginal and Torres Strait Islander children,no.,Qld,na
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Aboriginal and Torres Strait Islander children,no.,WA,666
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Aboriginal and Torres Strait Islander children,no.,SA,397
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Aboriginal and Torres Strait Islander children,no.,Tas,115
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Aboriginal and Torres Strait Islander children,no.,ACT,50
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Aboriginal and Torres Strait Islander children,no.,NT,247
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Aboriginal and Torres Strait Islander children,no.,Aust,4400
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Non-Indigenous children,no.,NSW,2778
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Non-Indigenous children,no.,Vic,2265
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Non-Indigenous children,no.,Qld,na
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Non-Indigenous children,no.,WA,555
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Non-Indigenous children,no.,SA,671
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Non-Indigenous children,no.,Tas,158
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Non-Indigenous children,no.,ACT,120
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Non-Indigenous children,no.,NT,43
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Non-Indigenous children,no.,Aust,6590
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Children of unknown Indigenous status,no.,NSW,0
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Children of unknown Indigenous status,no.,Vic,1
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Children of unknown Indigenous status,no.,Qld,na
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Children of unknown Indigenous status,no.,WA,0
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Children of unknown Indigenous status,no.,SA,0
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Children of unknown Indigenous status,no.,Tas,2
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Children of unknown Indigenous status,no.,ACT,0
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Children of unknown Indigenous status,no.,NT,1
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > Children of unknown Indigenous status,no.,Aust,4
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > All children,no.,NSW,4810
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > All children,no.,Vic,3159
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > All children,no.,Qld,na
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > All children,no.,WA,1221
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > All children,no.,SA,1068
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > All children,no.,Tas,275
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > All children,no.,ACT,170
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > All children,no.,NT,291
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Number of children > All children,no.,Aust,10994
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Aboriginal and Torres Strait Islander children,%,NSW,82.9
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Aboriginal and Torres Strait Islander children,%,Vic,86.8
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Aboriginal and Torres Strait Islander children,%,Qld,na
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Aboriginal and Torres Strait Islander children,%,WA,77
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Aboriginal and Torres Strait Islander children,%,SA,67.9
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Aboriginal and Torres Strait Islander children,%,Tas,78.8
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Aboriginal and Torres Strait Islander children,%,ACT,68.5
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Aboriginal and Torres Strait Islander children,%,NT,82.6
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Aboriginal and Torres Strait Islander children,%,Aust,80.8
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Non-Indigenous children,%,NSW,83.5
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Non-Indigenous children,%,Vic,87.5
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Non-Indigenous children,%,Qld,na
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Non-Indigenous children,%,WA,76.1
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Non-Indigenous children,%,SA,64.7
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Non-Indigenous children,%,Tas,77.5
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Non-Indigenous children,%,ACT,65.6
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Non-Indigenous children,%,NT,91.5
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Non-Indigenous children,%,Aust,81.2
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Children of unknown Indigenous status,%,NSW,..
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Children of unknown Indigenous status,%,Vic,100
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Children of unknown Indigenous status,%,Qld,na
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Children of unknown Indigenous status,%,WA,..
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Children of unknown Indigenous status,%,SA,..
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Children of unknown Indigenous status,%,Tas,100
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Children of unknown Indigenous status,%,ACT,..
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Children of unknown Indigenous status,%,NT,100
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > Children of unknown Indigenous status,%,Aust,100
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > All children,%,NSW,83.3
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > All children,%,Vic,87.3
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > All children,%,Qld,na
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > All children,%,WA,76.6
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > All children,%,SA,65.8
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > All children,%,Tas,78.1
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > All children,%,ACT,66.4
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > All children,%,NT,83.9
2025 > Children in out-of-home care and in a home-based placement at 30 June > 12–17 years old > Proportion of children > All children,%,Aust,81
2025 > Children in out-of-home care and in a home-based placement at 30 June > 0–17 years old > Number of children > Aboriginal and Torres Strait Islander children,no.,NSW,5822
2025 > Children in out-of-home care and in a home-based placement at 30 June > 0–17 years old > Number of children > Aboriginal and Torres Strait Islander children,no.,Vic,2899
2025 > Children in out-of-home care and in a home-based placement at 30 June > 0–17 years old > Number of children > Aboriginal and Torres Strait Islander children,no.,Qld,na
