STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,186,7859,32312,40966,37675,39716,53440,212154,0.0713
VIC,400,20910,55667,54229,41808,37712,39461,250187,0.1086
QLD,362,13596,36726,42079,38274,35842,37281,204160,0.1122
SA,2136,13263,16352,17358,16819,17352,21297,104577,0.1528
WA,164,14352,34121,33203,29574,26029,24751,162194,0.1762
TAS,111,2678,5391,5916,6040,6110,5478,31724,0.1526
NT,18,760,2224,1938,1646,1146,564,8296,0.0989
ACT,59,2079,5416,4567,3635,3034,2997,21787,0.1467
TOTAL,3436,75497,188209,200256,175471,166941,185269,995079,0.1088
