STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,84,3192,15035,22864,24509,27578,44945,138207,4.80%
VIC,96,7512,26830,31979,27958,26567,32343,153285,6.89%
QLD,82,4827,15597,22881,24260,25164,32945,125756,7.02%
SA,2202,8518,8681,10670,11377,12288,17949,71685,10.89%
WA,56,6044,16401,19539,19652,18874,21737,102303,10.87%
TAS,23,949,2452,3084,3567,4199,4763,19037,9.61%
NT,7,219,881,1037,1072,988,559,4763,5.28%
ACT,20,905,2830,2873,2690,2297,2456,14071,9.69%
TOTAL,2570,32166,88707,114927,115085,117955,157697,629107,7.05%
