STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,166,3206,16396,24304,26935,29753,51802,152562,5.30%
VIC,91,6311,28684,33526,31219,29432,38251,167514,7.50%
QLD,49,3259,16494,22812,25278,26173,37647,131712,7.40%
SA,2776,9201,11144,11559,12744,13318,20971,81713,12.40%
WA,44,4186,16887,19866,20366,19632,24718,105699,10.80%
TAS,10,744,2642,3061,3715,4352,5593,20117,9.90%
NT,2,157,879,1052,1092,976,679,4837,5.10%
ACT,7,735,3073,3164,2900,2530,2908,15317,10.30%
TOTAL,3145,27799,96199,119344,124249,126166,182569,679471,7.60%
