STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,4282,130689,224092,224195,183308,191203,957769,31.80%
VIC,5121,38055,63200,52349,41380,42374,242479,10.30%
QLD,4667,76228,80581,62803,39572,32509,296360,16.00%
SA,28618,60884,61224,59315,50379,51796,312216,45.30%
WA,2020,17691,50432,55157,44875,48194,218369,22.00%
TAS,575,4650,14827,16896,14780,16697,68425,32.90%
NT,163,617,1076,1060,642,357,3915,4.50%
ACT,616,2393,3760,3160,2272,2240,14441,9.30%
TOTAL,46062,331207,499192,474935,377208,385370,2113974,22.60%
