STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1345,130466,221868,228386,197051,231229,1010345,34.70%
VIC,1511,26824,43635,39623,32657,35895,180145,8.00%
QLD,1288,82583,90078,67174,42477,37294,320894,17.70%
SA,31666,66683,65514,61766,53662,61858,341149,51.20%
WA,678,15135,49392,54860,46496,54087,220648,21.80%
TAS,170,3927,14932,16720,15656,19342,70747,34.80%
NT,42,309,783,984,678,413,3209,3.20%
ACT,183,1244,2505,2528,1972,1910,10342,6.80%
TOTAL,36883,327171,488707,472041,390649,442028,2157479,23.70%
