State,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,444,10667,42055,52734,48952,48773,73098,276723,9.1%
VIC,397,16913,67404,63997,53752,46701,55832,304996,12.7%
QLD,417,10707,43027,49010,45987,42446,51849,243443,12.9%
SA,3202,13900,23706,20237,20330,20158,28899,130432,18.7%
WA,133,7963,37683,37015,33630,29592,33488,179504,17.8%
TAS,53,2000,6278,6444,6857,6991,7715,36338,17.4%
NT,13,421,2348,2218,1814,1325,842,8981,10.3%
ACT,31,1657,6434,5844,4559,3750,4371,26646,17.0%
TOTAL,4690,64228,228935,237499,215881,199736,256094,1207063,12.7%
