STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,11676,192975,237026,222500,165622,146624,976423,33.12%
VIC,4061,56125,60738,52050,38984,33730,245688,10.82%
QLD,16539,88325,78367,55160,34493,23539,296423,16.51%
SA,23950,59560,58240,56746,44907,38680,282083,41.57%
WA,1723,30948,56343,54466,41122,36703,221305,24.49%
TAS,429,9017,16657,17656,13519,13065,70343,34.09%
NT,160,848,1217,1008,590,245,4068,4.86%
ACT,484,2931,3702,3057,2161,1702,14037,9.64%
TOTAL,59022,440729,512290,462643,341398,294288,2110370,23.36%
