STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,11681,190424,233469,228197,182470,178905,1025146,35.95%
VIC,1864,39229,42208,40221,30685,28918,183125,8.32%
QLD,16695,97713,85453,58698,36731,27574,322864,18.24%
SA,26027,62107,59455,57629,48386,46376,299980,45.96%
WA,939,28373,55126,54137,43307,41463,223345,24.14%
TAS,184,8284,16706,17289,14546,15267,72276,36.70%
NT,59,384,951,913,594,311,3212,3.55%
ACT,227,1542,2705,2426,1878,1496,10274,7.21%
TOTAL,57676,428056,496073,459510,358597,340310,2140222,24.23%
