STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,4569,183604,231953,228245,184773,189290,1022434,35.54%
VIC,1805,37049,42337,40140,30443,30140,181914,8.18%
QLD,10660,97597,86912,60143,37436,29555,322303,18.00%
SA,26722,63194,60698,58355,49131,49196,307296,46.66%
WA,861,25423,54452,53940,43774,43841,222291,23.61%
TAS,197,7400,16463,17067,14656,15979,71762,36.21%
NT,55,355,911,927,605,328,3181,3.53%
ACT,204,1453,2689,2404,1878,1610,10238,7.05%
TOTAL,45073,416075,496415,461221,362696,359939,2141419,23.99%
