STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,168,10405,27352,35014,33168,35844,41441,183392,6.38%
VIC,336,22266,44027,43136,34284,30516,28307,202872,9.19%
QLD,361,15753,32263,35844,33956,31890,28153,178220,10.24%
SA,1672,11298,12241,13786,13702,14232,15188,82119,12.29%
WA,208,15858,27594,27881,25229,21546,18162,136478,15.60%
TAS,79,2560,4367,5056,5219,5077,3910,26268,12.89%
NT,15,739,1804,1566,1255,852,350,6581,8.15%
ACT,55,2000,4108,3497,2832,2499,2023,17014,11.91%
TOTAL,2894,80879,153756,165780,149645,142456,137534,832944,9.47%
