STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,67,5445,12685,21141,22187,25848,36528,123901,4.46%
VIC,111,9123,21623,26766,23408,21979,23954,126964,5.96%
QLD,127,6439,14093,20864,22130,23604,26058,113315,6.60%
SA,1722,6749,6249,8536,9240,10101,13185,55782,8.70%
WA,86,6940,13382,16905,16873,16156,16369,86711,9.70%
TAS,17,1035,2073,2670,3213,3682,3541,16231,8.37%
NT,5,229,717,899,858,753,382,3843,4.40%
ACT,7,886,2167,2285,2037,1873,1677,10932,7.84%
TOTAL,2142,36846,72989,100066,99946,103996,121694,537679,6.27%
