STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,450,8391,35983,45461,41671,43116,61402,236474,8.00%
VIC,316,18977,60581,58285,46754,41533,46262,272708,11.80%
QLD,277,11160,39224,44166,40590,38307,42947,216671,11.90%
SA,2698,13816,19540,18833,18474,18955,24617,116933,17.10%
WA,147,11231,35964,34793,30941,27405,28366,168847,17.60%
TAS,60,2443,5872,6105,6386,6469,6412,33747,16.30%
NT,15,570,2299,2076,1729,1231,676,8596,10.20%
ACT,40,1943,5962,5150,3958,3335,3550,23938,15.70%
TOTAL,4003,68531,205425,214869,190503,180351,214232,1077914,11.70%
