STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,173,3270,16304,24239,26592,29421,50791,150790,5.30%
VIC,88,6532,28451,33339,30862,28963,37440,165675,7.50%
QLD,52,3369,16555,22867,25136,26023,36976,130978,7.30%
SA,2638,9192,10711,11474,12590,13268,20539,80412,12.20%
WA,41,4467,16827,19874,20230,19542,24301,105282,10.80%
TAS,13,785,2614,3058,3711,4344,5480,20005,9.90%
NT,2,159,893,1043,1087,987,660,4831,5.10%
ACT,6,772,3049,3155,2896,2492,2850,15220,10.20%
TOTAL,3013,28546,95404,119049,123104,125040,179037,673193,7.50%
