STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,78362,223221,246740,217209,145267,109264,1020063,37.11%
VIC,18706,68707,62219,51434,36377,26343,263786,12.71%
QLD,57157,81550,73027,48774,29743,16989,307240,19.22%
SA,30702,55374,57752,56148,40665,28936,269577,42.42%
WA,7848,50452,63264,56717,39068,28902,246251,30.40%
TAS,1787,14397,18358,18282,12313,10197,75334,38.19%
NT,424,1527,1680,1165,662,221,5679,7.97%
ACT,1134,3691,3605,3120,2209,1370,15129,11.37%
TOTAL,196120,498919,526645,452849,306304,222222,2203059,26.64%
