STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,77449,213802,241736,223102,162271,134634,1052994,39.34%
VIC,12747,45373,43471,39448,28855,22867,192761,9.70%
QLD,59305,90710,77669,50654,31993,20218,330549,20.91%
SA,30951,54213,55534,55542,43326,34919,274485,44.63%
WA,5722,45449,60079,55412,40897,32898,240457,29.78%
TAS,1226,13553,17723,17826,13365,11904,75597,40.14%
NT,180,680,1218,974,635,259,3946,4.84%
ACT,551,2159,2776,2554,1872,1236,11148,8.66%
TOTAL,188131,465939,500206,445512,323214,258935,2181937,27.05%
