STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,163,10106,28871,37122,34770,37443,44832,193307,6.56%
VIC,356,22656,47761,46744,36321,32426,31059,217323,9.57%
QLD,326,15608,33614,38233,35531,33414,30835,187561,10.45%
SA,2143,12209,13534,14854,14582,15265,16641,89228,13.15%
WA,178,15965,29850,29848,27000,23363,20117,146321,16.19%
TAS,85,2561,4678,5425,5424,5460,4307,27940,13.54%
NT,15,771,1969,1695,1432,958,414,7254,8.67%
ACT,28,2104,4561,3814,3165,2713,2255,18640,12.80%
TOTAL,3294,81980,164838,177735,158225,151042,150460,887574,9.83%
