STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,86,5019,13359,21854,23028,26668,38873,128887,4.52%
VIC,105,8975,23205,28570,24638,23174,25843,134510,6.11%
QLD,89,6226,14463,21788,22914,24378,28034,117892,6.66%
SA,2231,7356,6861,9146,9838,10780,14286,60498,9.27%
WA,59,6959,14471,18026,17916,17504,18023,92958,10.05%
TAS,16,1001,2181,2825,3323,3864,3853,17063,8.66%
NT,4,260,763,972,956,836,428,4219,4.66%
ACT,11,916,2371,2508,2298,2040,1893,12037,8.45%
TOTAL,2601,36712,77674,105689,104911,109244,131233,568064,6.43%
