STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,51544,209896,241159,219337,151855,120543,994334,35.28%
VIC,9815,64429,61628,51910,36762,28472,253016,11.74%
QLD,41534,83422,75519,50883,31157,18781,301296,17.80%
SA,27676,56460,57093,55864,41750,31464,270307,41.03%
WA,4153,43075,59963,55197,39309,31134,232831,27.51%
TAS,909,12515,17538,17995,12542,10948,72447,35.92%
NT,236,1064,1370,1005,570,218,4463,5.68%
ACT,758,3381,3613,3098,2144,1460,14454,10.31%
TOTAL,136625,474242,517883,455289,316089,243020,2143148,24.95%
