STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,52186,203666,238132,225985,169469,147975,1037413,38.16%
VIC,6480,43500,43534,40149,29006,24686,187355,9.04%
QLD,43667,92708,80812,53713,33339,22266,326505,19.62%
SA,28836,56904,56134,56160,44712,38105,280851,44.41%
WA,2610,39726,57903,54840,41357,35373,231809,27.04%
TAS,522,11754,17174,17757,13564,12848,73619,38.34%
NT,120,480,1091,900,580,262,3433,4.00%
ACT,391,1905,2771,2440,1819,1286,10612,7.80%
TOTAL,134812,450643,497551,451944,333846,282801,2151597,25.74%
