STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,157,6195,13538,21688,21325,24751,32097,119751,4.47%
VIC,196,8891,18749,23593,21155,19826,20138,112548,5.66%
QLD,169,6362,12525,17960,19721,21356,22031,100124,6.34%
SA,2602,5098,4840,6600,7364,8434,10612,45550,7.41%
WA,131,6027,10722,13562,13732,13382,13100,70656,8.75%
TAS,49,978,1753,2179,2877,3207,2926,13969,7.42%
NT,6,219,724,922,777,638,308,3594,4.41%
ACT,18,800,1639,1847,1682,1563,1293,8842,6.86%
TOTAL,3328,34570,64490,88351,88633,93157,102505,475034,5.89%
