STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,443,8395,36248,45931,42098,43474,62282,238871,8.10%
VIC,327,18635,61077,58616,47288,41977,46965,274885,11.90%
QLD,262,10886,39356,44273,40794,38545,43594,217710,12.00%
SA,2874,13754,19915,18958,18605,19051,24931,118088,17.30%
WA,141,10854,36096,34929,31102,27559,28726,169407,17.60%
TAS,58,2402,5903,6150,6399,6509,6515,33936,16.30%
NT,14,555,2277,2089,1727,1241,689,8592,10.20%
ACT,40,1894,5963,5170,3995,3362,3609,24033,15.70%
TOTAL,4159,67375,206835,216116,192008,181718,217311,1085522,11.80%
