STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,146,8533,31115,40017,36983,39104,51404,207302,6.96%
VIC,382,21532,53795,52780,40536,36511,37474,243010,10.55%
QLD,356,14284,35756,41392,37555,35234,35827,200404,11.02%
SA,2152,13097,15587,16781,16320,16815,20127,100879,14.74%
WA,188,15192,33234,32572,29155,25599,23813,159753,17.35%
TAS,110,2628,5173,5756,5848,5925,5147,30587,14.71%
NT,24,785,2211,1877,1624,1103,530,8154,9.72%
ACT,66,2128,5236,4384,3523,2969,2822,21128,14.23%
TOTAL,3424,78179,182107,195559,171544,163260,177144,971217,10.62%
