STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,72813,220341,245131,217093,145922,110748,1012048,36.82%
VIC,16790,67236,61908,51010,36244,26521,259709,12.52%
QLD,54583,81188,73214,48908,29741,17152,304786,19.07%
SA,29960,55429,57354,55970,40698,29246,268657,42.28%
WA,6953,48778,62190,56151,38846,29145,242063,29.89%
TAS,1551,13902,17952,17908,12114,10199,73626,37.33%
NT,380,1429,1643,1105,653,218,5428,7.61%
ACT,1044,3630,3544,3084,2180,1362,14844,11.15%
TOTAL,184074,491933,522936,451229,306398,224591,2181161,26.38%
