STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,72412,211731,240908,223472,163192,136543,1048258,39.16%
VIC,11597,44751,43412,39279,28782,23023,190844,9.60%
QLD,56837,90494,78071,50977,32098,20398,328875,20.81%
SA,30440,54682,55482,55439,43498,35378,274919,44.70%
WA,4928,44328,59469,55099,40982,33137,237943,29.47%
TAS,1039,13180,17491,17626,13239,11912,74487,39.55%
NT,169,638,1216,938,613,251,3825,4.70%
ACT,511,2095,2753,2513,1860,1221,10953,8.50%
TOTAL,177933,461899,498802,445343,324264,261863,2170104,26.91%
