STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,364,7894,35087,44089,40310,41945,58829,228518,7.80%
VIC,323,19701,58988,57162,45358,40207,44125,265864,11.70%
QLD,283,12001,38630,43627,39767,37583,41080,212971,11.90%
SA,2470,13786,18413,18453,18073,18569,23613,113377,16.80%
WA,134,12255,35607,34231,30410,27031,27162,166830,17.90%
TAS,73,2614,5778,6102,6281,6428,6116,33392,16.10%
NT,20,640,2263,2089,1713,1216,634,8575,11.70%
ACT,32,2022,5863,4964,3890,3217,3363,23351,15.50%
TOTAL,3699,70913,200629,210717,185802,176196,204922,1052878,11.70%
