STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,142,3135,16039,23904,25867,28805,48990,146882,5.20%
VIC,106,6864,28151,33058,29967,28072,35873,162091,7.40%
QLD,62,3789,16362,22939,24876,25789,35605,129422,7.40%
SA,2394,9042,10010,11291,12361,13072,19874,78044,12.00%
WA,35,4950,16765,19843,20066,19291,23524,104474,11.10%
TAS,13,850,2607,3094,3718,4284,5312,19878,9.90%
NT,1,183,892,1063,1110,996,626,4871,5.30%
ACT,8,805,3008,3079,2846,2424,2692,14862,10.20%
TOTAL,2761,29618,93834,118271,120811,122733,172496,660524,7.50%
