STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,75727,213090,241422,223192,162472,135101,1051004,39.26%
VIC,12407,45079,43455,39379,28763,22875,191958,9.66%
QLD,58432,90584,77796,50708,32006,20222,329748,20.86%
SA,30885,54431,55614,55512,43414,35068,274924,44.70%
WA,5443,45078,59918,55323,40894,32983,239639,29.68%
TAS,1175,13428,17669,17742,13328,11903,75245,39.95%
NT,178,664,1222,963,623,256,3906,4.79%
ACT,536,2121,2758,2535,1868,1226,11044,8.57%
TOTAL,184783,464475,499854,445354,323368,259634,2177468,27.00%
