STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,154,6201,13448,21502,21136,24536,31700,118677,4.43%
VIC,190,8830,18548,23329,20975,19661,19858,111391,5.61%
QLD,174,6350,12396,17855,19502,21178,21730,99185,6.28%
SA,2932,4935,4720,6455,7173,8228,10369,44812,7.29%
WA,135,5941,10598,13377,13567,13209,12913,69740,8.64%
TAS,53,975,1733,2178,2841,3193,2875,13848,7.35%
NT,7,221,707,914,775,614,301,3539,4.34%
ACT,18,784,1602,1815,1649,1539,1256,8663,6.73%
TOTAL,3663,34237,63752,87425,87618,92158,101002,469855,5.83%
