STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,103,6036,12405,19605,19295,22274,28361,108079,4.09%
VIC,152,7823,16176,20811,18831,17613,17618,99024,5.07%
QLD,151,5876,11086,15927,17350,18710,19107,88207,5.73%
SA,3507,4344,3835,5460,6083,6925,8876,39030,6.41%
WA,86,5045,8605,11399,11815,11505,11225,59680,7.57%
TAS,38,763,1360,1750,2258,2490,2295,10954,5.88%
NT,6,182,616,763,613,482,260,2922,3.70%
ACT,13,662,1319,1584,1334,1284,1052,7248,5.72%
TOTAL,4056,30731,55402,77299,77579,81283,88794,415144,5.24%
