STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,234,10596,24605,30545,27443,29561,31007,153991,5.66%
VIC,484,17683,30549,31655,26650,23355,20251,150627,7.37%
QLD,402,13073,22688,25038,25072,23715,19581,129569,8.30%
SA,3570,7017,7252,8418,8498,9307,9956,54018,8.58%
WA,234,11259,17390,17999,17041,14669,12108,90700,11.43%
TAS,77,1836,2664,2997,3447,3239,2469,16729,8.56%
NT,19,613,1408,1270,887,552,243,4992,7.11%
ACT,52,1383,2615,2241,1907,1663,1206,11067,8.42%
TOTAL,5072,63460,109171,120163,110945,106061,96821,611693,7.51%
