table,table_title,row_group_1,row_group_2,row_label,column,value
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Prior imprisonment,NSW,3099
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Prior imprisonment,Vic.,600
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Prior imprisonment,Qld,3205
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Prior imprisonment,SA,548
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Prior imprisonment,WA,2466
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Prior imprisonment,Tas.,140
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Prior imprisonment,NT,1886
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Prior imprisonment,ACT,73
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Prior imprisonment,Aust.,12027
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,No prior imprisonment,NSW,1015
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,No prior imprisonment,Vic.,258
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,No prior imprisonment,Qld,755
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,No prior imprisonment,SA,218
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,No prior imprisonment,WA,797
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,No prior imprisonment,Tas.,50
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,No prior imprisonment,NT,427
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,No prior imprisonment,ACT,48
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,No prior imprisonment,Aust.,3566
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Total,NSW,4112
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Total,Vic.,860
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Total,Qld,3965
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Total,SA,769
Table 29,"Table 29 Prisoners, Indigenous status, Sex and prior imprisonment by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Total,WA,3260
