table,table_title,row_group_1,row_group_2,row_label,column,value
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2016,Aggregate sentence length (d) - Under 1 year - %,15.5
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2016,Aggregate sentence length (d) - 1 to under 5 years - %,45
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2016,Aggregate sentence length (d) - 5 to under 10 years - %,20.1
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2016,Aggregate sentence length (d) - 10 years & over - %,17.1
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2016,Aggregate sentence length (d) - Median - years,3
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2016,Sentenced in last 12 months (e)(f) - %,47.5
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2016,Total sentenced prisoners (g) - no.,8476
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2017,Aggregate sentence length (d) - Under 1 year - %,14.6
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2017,Aggregate sentence length (d) - 1 to under 5 years - %,45.8
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2017,Aggregate sentence length (d) - 5 to under 10 years - %,20.2
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2017,Aggregate sentence length (d) - 10 years & over - %,17.6
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2017,Aggregate sentence length (d) - Median - years,3
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2017,Sentenced in last 12 months (e)(f) - %,48
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2017,Total sentenced prisoners (g) - no.,8877
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2018,Aggregate sentence length (d) - Under 1 year - %,14.9
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2018,Aggregate sentence length (d) - 1 to under 5 years - %,44.5
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2018,Aggregate sentence length (d) - 5 to under 10 years - %,20.9
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2018,Aggregate sentence length (d) - 10 years & over - %,18
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2018,Aggregate sentence length (d) - Median - years,3.2
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2018,Sentenced in last 12 months (e)(f) - %,45.4
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2018,Total sentenced prisoners (g) - no.,9135
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2019,Aggregate sentence length (d) - Under 1 year - %,14.4
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2019,Aggregate sentence length (d) - 1 to under 5 years - %,43.3
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2019,Aggregate sentence length (d) - 5 to under 10 years - %,21.3
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2019,Aggregate sentence length (d) - 10 years & over - %,19.1
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2019,Aggregate sentence length (d) - Median - years,3.5
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2019,Sentenced in last 12 months (e)(f) - %,44.1
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2019,Total sentenced prisoners (g) - no.,8923
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2020,Aggregate sentence length (d) - Under 1 year - %,12.5
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2020,Aggregate sentence length (d) - 1 to under 5 years - %,43.1
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2020,Aggregate sentence length (d) - 5 to under 10 years - %,22.3
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2020,Aggregate sentence length (d) - 10 years & over - %,20.4
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2020,Aggregate sentence length (d) - Median - years,4
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2020,Sentenced in last 12 months (e)(f) - %,41.3
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2020,Total sentenced prisoners (g) - no.,8586
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2021,Aggregate sentence length (d) - Under 1 year - %,14.3
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2021,Aggregate sentence length (d) - 1 to under 5 years - %,42.6
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2021,Aggregate sentence length (d) - 5 to under 10 years - %,20.7
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2021,Aggregate sentence length (d) - 10 years & over - %,20.6
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2021,Aggregate sentence length (d) - Median - years,3.6
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2021,Sentenced in last 12 months (e)(f) - %,42.3
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2021,Total sentenced prisoners (g) - no.,8554
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2022,Aggregate sentence length (d) - Under 1 year - %,13.9
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2022,Aggregate sentence length (d) - 1 to under 5 years - %,41.7
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2022,Aggregate sentence length (d) - 5 to under 10 years - %,20.4
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2022,Aggregate sentence length (d) - 10 years & over - %,22.2
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2022,Aggregate sentence length (d) - Median - years,3.9
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2022,Sentenced in last 12 months (e)(f) - %,40.4
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2022,Total sentenced prisoners (g) - no.,7732
Table 27,"Table 27 Sentenced prisoners, State/territory by aggregate sentence length, 2016–2025",New South Wales,,2023,Aggregate sentence length (d) - Under 1 year - %,14.7
