table,table_title,row_group_1,row_group_2,row_label,column,value
Table 17,"Table 17 Prisoners, Sex by Indigenous status and state/territory, 2025",Number,Males,Aboriginal and Torres Strait Islander,NSW,4112
Table 17,"Table 17 Prisoners, Sex by Indigenous status and state/territory, 2025",Number,Males,Aboriginal and Torres Strait Islander,Vic.,860
Table 17,"Table 17 Prisoners, Sex by Indigenous status and state/territory, 2025",Number,Males,Aboriginal and Torres Strait Islander,Qld,3965
Table 17,"Table 17 Prisoners, Sex by Indigenous status and state/territory, 2025",Number,Males,Aboriginal and Torres Strait Islander,SA,769
Table 17,"Table 17 Prisoners, Sex by Indigenous status and state/territory, 2025",Number,Males,Aboriginal and Torres Strait Islander,WA,3260
Table 17,"Table 17 Prisoners, Sex by Indigenous status and state/territory, 2025",Number,Males,Aboriginal and Torres Strait Islander,Tas.,194
Table 17,"Table 17 Prisoners, Sex by Indigenous status and state/territory, 2025",Number,Males,Aboriginal and Torres Strait Islander,NT,2312
Table 17,"Table 17 Prisoners, Sex by Indigenous status and state/territory, 2025",Number,Males,Aboriginal and Torres Strait Islander,ACT,123
Table 17,"Table 17 Prisoners, Sex by Indigenous status and state/territory, 2025",Number,Males,Aboriginal and Torres Strait Islander,Aust.,15597
Table 17,"Table 17 Prisoners, Sex by Indigenous status and state/territory, 2025",Number,Males,Non-Indigenous,NSW,8106
Table 17,"Table 17 Prisoners, Sex by Indigenous status and state/territory, 2025",Number,Males,Non-Indigenous,Vic.,5199
Table 17,"Table 17 Prisoners, Sex by Indigenous status and state/territory, 2025",Number,Males,Non-Indigenous,Qld,6235
Table 17,"Table 17 Prisoners, Sex by Indigenous status and state/territory, 2025",Number,Males,Non-Indigenous,SA,2361
Table 17,"Table 17 Prisoners, Sex by Indigenous status and state/territory, 2025",Number,Males,Non-Indigenous,WA,4310
Table 17,"Table 17 Prisoners, Sex by Indigenous status and state/territory, 2025",Number,Males,Non-Indigenous,Tas.,501
Table 17,"Table 17 Prisoners, Sex by Indigenous status and state/territory, 2025",Number,Males,Non-Indigenous,NT,322
Table 17,"Table 17 Prisoners, Sex by Indigenous status and state/territory, 2025",Number,Males,Non-Indigenous,ACT,291
Table 17,"Table 17 Prisoners, Sex by Indigenous status and state/territory, 2025",Number,Males,Non-Indigenous,Aust.,27324
Table 17,"Table 17 Prisoners, Sex by Indigenous status and state/territory, 2025",Number,Males,Total,NSW,12252
Table 17,"Table 17 Prisoners, Sex by Indigenous status and state/territory, 2025",Number,Males,Total,Vic.,6232
