table,table_title,row_group_1,row_group_2,row_label,column,value
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",South Australia,,Total,Total prisoners (c),3416
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Western Australia,,Higher courts,Sentenced,3519
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Western Australia,,Higher courts,Unsentenced - no.,524
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Western Australia,,Higher courts,Unsentenced - Mean time on remand (months),14.1
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Western Australia,,Higher courts,Unsentenced - Median time on remand (months),13.1
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Western Australia,,Higher courts,Unsentenced - Time on remand - 90th Percentile (months) (b),25.4
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Western Australia,,Higher courts,Total prisoners (c),4071
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Western Australia,,Lower and other courts,Sentenced,1600
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Western Australia,,Lower and other courts,Unsentenced - no.,2777
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Western Australia,,Lower and other courts,Unsentenced - Mean time on remand (months),3.8
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Western Australia,,Lower and other courts,Unsentenced - Median time on remand (months),2.9
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Western Australia,,Lower and other courts,Unsentenced - Time on remand - 90th Percentile (months) (b),8.5
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Western Australia,,Lower and other courts,Total prisoners (c),4374
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Western Australia,,Total,Sentenced,5127
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Western Australia,,Total,Unsentenced - no.,3324
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Western Australia,,Total,Unsentenced - Mean time on remand (months),5.8
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Western Australia,,Total,Unsentenced - Median time on remand (months),3.5
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Western Australia,,Total,Unsentenced - Time on remand - 90th Percentile (months) (b),13.7
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Western Australia,,Total,Total prisoners (c),8476
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Tasmania,,Higher courts,Sentenced,282
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Tasmania,,Higher courts,Unsentenced - no.,26
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Tasmania,,Higher courts,Unsentenced - Mean time on remand (months),6.6
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Tasmania,,Higher courts,Unsentenced - Median time on remand (months),3.2
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Tasmania,,Higher courts,Unsentenced - Time on remand - 90th Percentile (months) (b),19.8
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Tasmania,,Higher courts,Total prisoners (c),313
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Tasmania,,Lower and other courts,Sentenced,167
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Tasmania,,Lower and other courts,Unsentenced - no.,314
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Tasmania,,Lower and other courts,Unsentenced - Mean time on remand (months),4.7
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Tasmania,,Lower and other courts,Unsentenced - Median time on remand (months),2.3
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Tasmania,,Lower and other courts,Unsentenced - Time on remand - 90th Percentile (months) (b),11.7
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Tasmania,,Lower and other courts,Total prisoners (c),487
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Tasmania,,Total,Sentenced,455
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Tasmania,,Total,Unsentenced - no.,343
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Tasmania,,Total,Unsentenced - Mean time on remand (months),4.9
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Tasmania,,Total,Unsentenced - Median time on remand (months),2.3
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Tasmania,,Total,Unsentenced - Time on remand - 90th Percentile (months) (b),12.9
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Tasmania,,Total,Total prisoners (c),797
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Northern Territory,,Higher courts,Sentenced,500
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Northern Territory,,Higher courts,Unsentenced - no.,154
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Northern Territory,,Higher courts,Unsentenced - Mean time on remand (months),12.4
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Northern Territory,,Higher courts,Unsentenced - Median time on remand (months),10.7
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Northern Territory,,Higher courts,Unsentenced - Time on remand - 90th Percentile (months) (b),24.1
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Northern Territory,,Higher courts,Total prisoners (c),656
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Northern Territory,,Lower and other courts,Sentenced,970
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Northern Territory,,Lower and other courts,Unsentenced - no.,1222
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Northern Territory,,Lower and other courts,Unsentenced - Mean time on remand (months),3.5
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Northern Territory,,Lower and other courts,Unsentenced - Median time on remand (months),2.7
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Northern Territory,,Lower and other courts,Unsentenced - Time on remand - 90th Percentile (months) (b),7.2
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Northern Territory,,Lower and other courts,Total prisoners (c),2186
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Northern Territory,,Total,Sentenced,1464
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Northern Territory,,Total,Unsentenced - no.,1377
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Northern Territory,,Total,Unsentenced - Mean time on remand (months),4.5
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Northern Territory,,Total,Unsentenced - Median time on remand (months),3.1
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Northern Territory,,Total,Unsentenced - Time on remand - 90th Percentile (months) (b),9.8
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Northern Territory,,Total,Total prisoners (c),2842
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australian Capital Territory,,Higher courts,Sentenced,162
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australian Capital Territory,,Higher courts,Unsentenced - no.,12
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australian Capital Territory,,Higher courts,Unsentenced - Mean time on remand (months),8.6
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australian Capital Territory,,Higher courts,Unsentenced - Median time on remand (months),5.9
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australian Capital Territory,,Higher courts,Unsentenced - Time on remand - 90th Percentile (months) (b),22.8
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australian Capital Territory,,Higher courts,Total prisoners (c),180
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australian Capital Territory,,Lower and other courts,Sentenced,115
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australian Capital Territory,,Lower and other courts,Unsentenced - no.,103
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australian Capital Territory,,Lower and other courts,Unsentenced - Mean time on remand (months),5
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australian Capital Territory,,Lower and other courts,Unsentenced - Median time on remand (months),3
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australian Capital Territory,,Lower and other courts,Unsentenced - Time on remand - 90th Percentile (months) (b),12.9
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australian Capital Territory,,Lower and other courts,Total prisoners (c),232
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australian Capital Territory,,Total,Sentenced,278
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australian Capital Territory,,Total,Unsentenced - no.,138
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australian Capital Territory,,Total,Unsentenced - Mean time on remand (months),6.4
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australian Capital Territory,,Total,Unsentenced - Median time on remand (months),3.5
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australian Capital Territory,,Total,Unsentenced - Time on remand - 90th Percentile (months) (b),16.3
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australian Capital Territory,,Total,Total prisoners (c),430
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australia,,Higher courts,Sentenced,17499
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australia,,Higher courts,Unsentenced - no.,2910
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australia,,Higher courts,Unsentenced - Mean time on remand (months),14.1
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australia,,Higher courts,Unsentenced - Median time on remand (months),12.5
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australia,,Higher courts,Unsentenced - Time on remand - 90th Percentile (months) (b),26.4
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australia,,Higher courts,Total prisoners (c),20499
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australia,,Lower and other courts,Sentenced,9546
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australia,,Lower and other courts,Unsentenced - no.,16892
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australia,,Lower and other courts,Unsentenced - Mean time on remand (months),4.5
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australia,,Lower and other courts,Unsentenced - Median time on remand (months),2.8
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australia,,Lower and other courts,Unsentenced - Time on remand - 90th Percentile (months) (b),10.3
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australia,,Lower and other courts,Total prisoners (c),26447
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australia,,Total,Sentenced,27051
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australia,,Total,Unsentenced - no.,19850
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australia,,Total,Unsentenced - Mean time on remand (months),6
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australia,,Total,Unsentenced - Median time on remand (months),3.4
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australia,,Total,Unsentenced - Time on remand - 90th Percentile (months) (b),14.7
Table 35,"Table 35 Prisoners, State/territory and level of court by legal status and time on remand, 2025",Australia,,Total,Total prisoners (c),46998
