table,table_title,row_group_1,row_group_2,row_label,column,value
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2016,NSW,1680.3
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2016,Vic.,1290.2
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2016,Qld,1675
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2016,SA,2027.9
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2016,WA,3633.2
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2016,Tas.,490.4
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2016,NT,3010.9
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2016,ACT,2102.5
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2016,Aust.,1986.3
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2017,NSW,1725.7
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2017,Vic.,1424.9
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2017,Qld,1802
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2017,SA,2449.6
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2017,WA,3707.1
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2017,Tas.,610
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2017,NT,2860.1
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2017,ACT,1821
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2017,Aust.,2065.5
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2018,NSW,1762
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2018,Vic.,1567.5
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2018,Qld,1764.6
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2018,SA,2240.5
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2018,WA,3906.4
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2018,Tas.,585.8
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2018,NT,3073.3
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2018,ACT,2028
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2018,Aust.,2110.6
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2019,NSW,1766.2
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2019,Vic.,1848.9
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2019,Qld,1856.1
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2019,SA,2259.5
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2019,WA,3778.3
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2019,Tas.,697.7
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2019,NT,2946.7
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2019,ACT,1846.6
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2019,Aust.,2138
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2020,NSW,1675.4
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2020,Vic.,1543.5
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2020,Qld,1911
Table 18,"Table 18 Crude imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2020,SA,2275.4
