table,table_title,row_group_1,row_group_2,row_label,column,value
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Sentenced,NSW,2312
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Sentenced,Vic.,458
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Sentenced,Qld,2366
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Sentenced,SA,352
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Sentenced,WA,1822
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Sentenced,Tas.,93
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Sentenced,NT,1236
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Sentenced,ACT,84
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Sentenced,Aust.,8717
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Unsentenced,NSW,1794
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Unsentenced,Vic.,399
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Unsentenced,Qld,1583
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Unsentenced,SA,417
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Unsentenced,WA,1427
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Unsentenced,Tas.,103
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Unsentenced,NT,1073
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Unsentenced,ACT,36
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Unsentenced,Aust.,6841
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Total,NSW,4112
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Total,Vic.,860
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Total,Qld,3965
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Total,SA,769
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Total,WA,3260
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Total,Tas.,194
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Total,NT,2312
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Total,ACT,123
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Males,Total,Aust.,15597
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Females,Sentenced,NSW,172
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Females,Sentenced,Vic.,22
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Females,Sentenced,Qld,237
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Females,Sentenced,SA,30
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Females,Sentenced,WA,263
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Females,Sentenced,Tas.,9
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Females,Sentenced,NT,71
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Females,Sentenced,ACT,3
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Females,Sentenced,Aust.,807
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Females,Unsentenced,NSW,234
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Females,Unsentenced,Vic.,35
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Females,Unsentenced,Qld,282
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Females,Unsentenced,SA,95
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Females,Unsentenced,WA,245
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Females,Unsentenced,Tas.,6
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Females,Unsentenced,NT,128
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Females,Unsentenced,ACT,6
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Females,Unsentenced,Aust.,1027
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Females,Total,NSW,404
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Females,Total,Vic.,60
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Females,Total,Qld,520
Table 30,"Table 30 Prisoners, Indigenous status, Sex and legal status by state/territory, 2025",Aboriginal and Torres Strait Islander,Females,Total,SA,128
