table,table_title,row_group_1,row_group_2,row_label,column,value
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,01 Homicide and related offences,NSW,217
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,01 Homicide and related offences,Vic.,67
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,01 Homicide and related offences,Qld,184
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,01 Homicide and related offences,SA,64
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,01 Homicide and related offences,WA,141
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,01 Homicide and related offences,Tas.,8
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,01 Homicide and related offences,NT,68
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,01 Homicide and related offences,ACT,4
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,01 Homicide and related offences,Aust.,753
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,02 Acts intended to cause injury,NSW,1735
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,02 Acts intended to cause injury,Vic.,319
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,02 Acts intended to cause injury,Qld,1733
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,02 Acts intended to cause injury,SA,306
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,02 Acts intended to cause injury,WA,1364
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,02 Acts intended to cause injury,Tas.,99
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,02 Acts intended to cause injury,NT,1532
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,02 Acts intended to cause injury,ACT,65
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,02 Acts intended to cause injury,Aust.,7149
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,03 Sexual assault and related offences,NSW,479
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,03 Sexual assault and related offences,Vic.,119
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,03 Sexual assault and related offences,Qld,460
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,03 Sexual assault and related offences,SA,67
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,03 Sexual assault and related offences,WA,370
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,03 Sexual assault and related offences,Tas.,20
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,03 Sexual assault and related offences,NT,213
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,03 Sexual assault and related offences,ACT,6
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,03 Sexual assault and related offences,Aust.,1740
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,04 Dangerous/negligent acts,NSW,153
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,04 Dangerous/negligent acts,Vic.,31
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,04 Dangerous/negligent acts,Qld,77
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,04 Dangerous/negligent acts,SA,0
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,04 Dangerous/negligent acts,WA,186
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,04 Dangerous/negligent acts,Tas.,4
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,04 Dangerous/negligent acts,NT,99
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,04 Dangerous/negligent acts,ACT,10
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,04 Dangerous/negligent acts,Aust.,563
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,05 Abduction/harassment,NSW,61
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,05 Abduction/harassment,Vic.,9
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,05 Abduction/harassment,Qld,66
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,05 Abduction/harassment,SA,7
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,05 Abduction/harassment,WA,139
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,05 Abduction/harassment,Tas.,0
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,05 Abduction/harassment,NT,34
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,05 Abduction/harassment,ACT,3
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,05 Abduction/harassment,Aust.,316
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,06 Robbery/extortion,NSW,189
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,06 Robbery/extortion,Vic.,50
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,06 Robbery/extortion,Qld,470
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,06 Robbery/extortion,SA,64
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,06 Robbery/extortion,WA,328
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,06 Robbery/extortion,Tas.,22
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,06 Robbery/extortion,NT,115
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,06 Robbery/extortion,ACT,15
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,06 Robbery/extortion,Aust.,1237
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,07 Unlawful entry with intent,NSW,287
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,07 Unlawful entry with intent,Vic.,123
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,07 Unlawful entry with intent,Qld,542
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,07 Unlawful entry with intent,SA,88
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,07 Unlawful entry with intent,WA,686
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,07 Unlawful entry with intent,Tas.,9
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,07 Unlawful entry with intent,NT,69
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,07 Unlawful entry with intent,ACT,10
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,07 Unlawful entry with intent,Aust.,1813
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,08 Theft,NSW,97
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,08 Theft,Vic.,45
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,08 Theft,Qld,189
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,08 Theft,SA,101
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,08 Theft,WA,71
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,08 Theft,Tas.,7
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,08 Theft,NT,21
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,08 Theft,ACT,3
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,08 Theft,Aust.,533
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,09 Fraud/deception,NSW,59
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,09 Fraud/deception,Vic.,9
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,09 Fraud/deception,Qld,33
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,09 Fraud/deception,SA,0
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,09 Fraud/deception,WA,15
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,09 Fraud/deception,Tas.,0
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,09 Fraud/deception,NT,3
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,09 Fraud/deception,ACT,0
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,09 Fraud/deception,Aust.,119
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,10 Illicit drug offences,NSW,197
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,10 Illicit drug offences,Vic.,33
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,10 Illicit drug offences,Qld,193
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,10 Illicit drug offences,SA,13
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,10 Illicit drug offences,WA,105
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,10 Illicit drug offences,Tas.,14
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,10 Illicit drug offences,NT,28
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,10 Illicit drug offences,ACT,0
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,10 Illicit drug offences,Aust.,574
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,11 Weapons/explosives,NSW,163
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,11 Weapons/explosives,Vic.,43
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,11 Weapons/explosives,Qld,93
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,11 Weapons/explosives,SA,9
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,11 Weapons/explosives,WA,39
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,11 Weapons/explosives,Tas.,15
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,11 Weapons/explosives,NT,17
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,11 Weapons/explosives,ACT,0
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,11 Weapons/explosives,Aust.,387
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,12 Property damage and environmental pollution,NSW,55
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,12 Property damage and environmental pollution,Vic.,25
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,12 Property damage and environmental pollution,Qld,73
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,12 Property damage and environmental pollution,SA,19
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,12 Property damage and environmental pollution,WA,98
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,12 Property damage and environmental pollution,Tas.,0
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,12 Property damage and environmental pollution,NT,31
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,12 Property damage and environmental pollution,ACT,0
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,12 Property damage and environmental pollution,Aust.,290
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,13 Public order offences,NSW,33
Table 20,"Table 20 Prisoners, Indigenous status and most serious offence/charge by state/territory, 2025",Aboriginal and Torres Strait Islander,,13 Public order offences,Vic.,0
