table,table_title,row_group_1,row_group_2,row_label,column,value
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,01 Homicide and related offences,NSW,264
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,01 Homicide and related offences,Vic.,123
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,01 Homicide and related offences,Qld,217
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,01 Homicide and related offences,SA,80
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,01 Homicide and related offences,WA,76
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,01 Homicide and related offences,Tas.,13
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,01 Homicide and related offences,NT,27
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,01 Homicide and related offences,ACT,4
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,01 Homicide and related offences,Aust.,807
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,011 Murder,NSW,156
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,011 Murder,Vic.,96
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,011 Murder,Qld,150
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,011 Murder,SA,66
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,011 Murder,WA,53
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,011 Murder,Tas.,13
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,011 Murder,NT,22
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,011 Murder,ACT,6
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,011 Murder,Aust.,550
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,012 Attempted murder,NSW,75
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,012 Attempted murder,Vic.,16
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,012 Attempted murder,Qld,58
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,012 Attempted murder,SA,9
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,012 Attempted murder,WA,9
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,012 Attempted murder,Tas.,0
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,012 Attempted murder,NT,0
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,012 Attempted murder,ACT,0
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,012 Attempted murder,Aust.,168
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,013 Manslaughter and driving causing death,NSW,32
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,013 Manslaughter and driving causing death,Vic.,16
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,013 Manslaughter and driving causing death,Qld,17
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,013 Manslaughter and driving causing death,SA,3
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,013 Manslaughter and driving causing death,WA,18
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,013 Manslaughter and driving causing death,Tas.,0
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,013 Manslaughter and driving causing death,NT,4
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,013 Manslaughter and driving causing death,ACT,0
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,013 Manslaughter and driving causing death,Aust.,93
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,02 Acts intended to cause injury,NSW,2226
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,02 Acts intended to cause injury,Vic.,991
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,02 Acts intended to cause injury,Qld,1796
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,02 Acts intended to cause injury,SA,569
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,02 Acts intended to cause injury,WA,1295
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,02 Acts intended to cause injury,Tas.,166
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,02 Acts intended to cause injury,NT,914
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,02 Acts intended to cause injury,ACT,51
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,02 Acts intended to cause injury,Aust.,8013
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,021 Assault,NSW,1829
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,021 Assault,Vic.,959
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,021 Assault,Qld,1682
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,021 Assault,SA,567
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,021 Assault,WA,1246
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,021 Assault,Tas.,158
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,021 Assault,NT,912
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,021 Assault,ACT,52
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,021 Assault,Aust.,7402
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,029 Other acts intended to cause injury,NSW,401
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,029 Other acts intended to cause injury,Vic.,37
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,029 Other acts intended to cause injury,Qld,111
Table 31,"Table 31 Unsentenced prisoners, Selected most serious offence by state/territory, 2025",,,029 Other acts intended to cause injury,SA,0
