table,table_title,row_group_1,row_group_2,row_label,column,value
Table 32,"Table 32 Unsentenced prisoners, Time on remand by state/territory, 2025",Number,,Under 1 month,NSW,1208
Table 32,"Table 32 Unsentenced prisoners, Time on remand by state/territory, 2025",Number,,Under 1 month,Vic.,451
Table 32,"Table 32 Unsentenced prisoners, Time on remand by state/territory, 2025",Number,,Under 1 month,Qld,769
Table 32,"Table 32 Unsentenced prisoners, Time on remand by state/territory, 2025",Number,,Under 1 month,SA,383
Table 32,"Table 32 Unsentenced prisoners, Time on remand by state/territory, 2025",Number,,Under 1 month,WA,665
Table 32,"Table 32 Unsentenced prisoners, Time on remand by state/territory, 2025",Number,,Under 1 month,Tas.,98
Table 32,"Table 32 Unsentenced prisoners, Time on remand by state/territory, 2025",Number,,Under 1 month,NT,268
Table 32,"Table 32 Unsentenced prisoners, Time on remand by state/territory, 2025",Number,,Under 1 month,ACT,28
Table 32,"Table 32 Unsentenced prisoners, Time on remand by state/territory, 2025",Number,,Under 1 month,Aust.,3860
Table 32,"Table 32 Unsentenced prisoners, Time on remand by state/territory, 2025",Number,,1 to under 3 months,NSW,1508
Table 32,"Table 32 Unsentenced prisoners, Time on remand by state/territory, 2025",Number,,1 to under 3 months,Vic.,759
Table 32,"Table 32 Unsentenced prisoners, Time on remand by state/territory, 2025",Number,,1 to under 3 months,Qld,1252
Table 32,"Table 32 Unsentenced prisoners, Time on remand by state/territory, 2025",Number,,1 to under 3 months,SA,438
Table 32,"Table 32 Unsentenced prisoners, Time on remand by state/territory, 2025",Number,,1 to under 3 months,WA,834
Table 32,"Table 32 Unsentenced prisoners, Time on remand by state/territory, 2025",Number,,1 to under 3 months,Tas.,106
Table 32,"Table 32 Unsentenced prisoners, Time on remand by state/territory, 2025",Number,,1 to under 3 months,NT,408
Table 32,"Table 32 Unsentenced prisoners, Time on remand by state/territory, 2025",Number,,1 to under 3 months,ACT,38
Table 32,"Table 32 Unsentenced prisoners, Time on remand by state/territory, 2025",Number,,1 to under 3 months,Aust.,5335
