table,table_title,row_group_1,row_group_2,row_label,column,value
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,01 Homicide and related offences,NSW,647
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,01 Homicide and related offences,Vic.,526
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,01 Homicide and related offences,Qld,536
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,01 Homicide and related offences,SA,246
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,01 Homicide and related offences,WA,433
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,01 Homicide and related offences,Tas.,47
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,01 Homicide and related offences,NT,65
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,01 Homicide and related offences,ACT,22
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,01 Homicide and related offences,Aust.,2528
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,011 Murder,NSW,485
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,011 Murder,Vic.,341
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,011 Murder,Qld,325
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,011 Murder,SA,202
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,011 Murder,WA,313
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,011 Murder,Tas.,37
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,011 Murder,NT,45
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,011 Murder,ACT,18
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,011 Murder,Aust.,1775
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,012 Attempted murder,NSW,50
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,012 Attempted murder,Vic.,13
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,012 Attempted murder,Qld,43
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,012 Attempted murder,SA,3
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,012 Attempted murder,WA,17
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,012 Attempted murder,Tas.,0
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,012 Attempted murder,NT,3
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,012 Attempted murder,ACT,9
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,012 Attempted murder,Aust.,128
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,013 Manslaughter and driving causing death,NSW,109
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,013 Manslaughter and driving causing death,Vic.,174
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,013 Manslaughter and driving causing death,Qld,169
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,013 Manslaughter and driving causing death,SA,41
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,013 Manslaughter and driving causing death,WA,101
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,013 Manslaughter and driving causing death,Tas.,12
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,013 Manslaughter and driving causing death,NT,19
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,013 Manslaughter and driving causing death,ACT,0
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,013 Manslaughter and driving causing death,Aust.,630
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,02 Acts intended to cause injury,NSW,1503
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,02 Acts intended to cause injury,Vic.,585
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,02 Acts intended to cause injury,Qld,1495
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,02 Acts intended to cause injury,SA,209
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,02 Acts intended to cause injury,WA,919
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,02 Acts intended to cause injury,Tas.,134
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,02 Acts intended to cause injury,NT,686
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,02 Acts intended to cause injury,ACT,111
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,02 Acts intended to cause injury,Aust.,5642
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,021 Assault,NSW,1220
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,021 Assault,Vic.,558
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,021 Assault,Qld,1446
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,021 Assault,SA,201
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,021 Assault,WA,868
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,021 Assault,Tas.,134
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,021 Assault,NT,684
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,021 Assault,ACT,105
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,021 Assault,Aust.,5212
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,029 Other acts intended to cause injury,NSW,285
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,029 Other acts intended to cause injury,Vic.,28
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,029 Other acts intended to cause injury,Qld,47
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,029 Other acts intended to cause injury,SA,8
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,029 Other acts intended to cause injury,WA,51
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,029 Other acts intended to cause injury,Tas.,0
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,029 Other acts intended to cause injury,NT,0
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,029 Other acts intended to cause injury,ACT,5
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,029 Other acts intended to cause injury,Aust.,425
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,03 Sexual assault and related offences,NSW,1621
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,03 Sexual assault and related offences,Vic.,979
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,03 Sexual assault and related offences,Qld,1055
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,03 Sexual assault and related offences,SA,543
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,03 Sexual assault and related offences,WA,871
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,03 Sexual assault and related offences,Tas.,121
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,03 Sexual assault and related offences,NT,167
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,03 Sexual assault and related offences,ACT,47
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,03 Sexual assault and related offences,Aust.,5396
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,031 Sexual assault,NSW,1395
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,031 Sexual assault,Vic.,897
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,031 Sexual assault,Qld,922
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,031 Sexual assault,SA,414
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,031 Sexual assault,WA,738
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,031 Sexual assault,Tas.,99
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,031 Sexual assault,NT,136
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,031 Sexual assault,ACT,40
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,031 Sexual assault,Aust.,4637
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,032 Non-assaultive sexual offences,NSW,226
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,032 Non-assaultive sexual offences,Vic.,81
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,032 Non-assaultive sexual offences,Qld,132
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,032 Non-assaultive sexual offences,SA,138
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,032 Non-assaultive sexual offences,WA,128
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,032 Non-assaultive sexual offences,Tas.,23
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,032 Non-assaultive sexual offences,NT,31
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,032 Non-assaultive sexual offences,ACT,4
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,032 Non-assaultive sexual offences,Aust.,757
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,04 Dangerous or negligent acts endangering persons,NSW,232
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,04 Dangerous or negligent acts endangering persons,Vic.,95
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,04 Dangerous or negligent acts endangering persons,Qld,160
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,04 Dangerous or negligent acts endangering persons,SA,18
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,04 Dangerous or negligent acts endangering persons,WA,279
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,04 Dangerous or negligent acts endangering persons,Tas.,7
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,04 Dangerous or negligent acts endangering persons,NT,88
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,04 Dangerous or negligent acts endangering persons,ACT,25
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,04 Dangerous or negligent acts endangering persons,Aust.,906
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,041 Dangerous or negligent operation of a vehicle,NSW,232
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,041 Dangerous or negligent operation of a vehicle,Vic.,45
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,041 Dangerous or negligent operation of a vehicle,Qld,139
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,041 Dangerous or negligent operation of a vehicle,SA,17
Table 23,"Table 23 Sentenced prisoners, Selected most serious offence by state/territory, 2025",,,041 Dangerous or negligent operation of a vehicle,WA,175
