table,table_title,row_group_1,row_group_2,row_label,column,value
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",New South Wales,,Males,Maximum,2899
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",New South Wales,,Males,Medium,3524
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",New South Wales,,Males,Minimum,5127
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",New South Wales,,Males,Unclassified,706
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",New South Wales,,Males,Total,12252
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",New South Wales,,Females,Maximum,3
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",New South Wales,,Females,Medium,130
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",New South Wales,,Females,Minimum,673
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",New South Wales,,Females,Unclassified,110
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",New South Wales,,Females,Total,909
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",New South Wales,,Persons,Maximum,2900
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",New South Wales,,Persons,Medium,3653
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",New South Wales,,Persons,Minimum,5792
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",New South Wales,,Persons,Unclassified,818
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",New South Wales,,Persons,Total,13164
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Victoria,,Males,Maximum,1452
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Victoria,,Males,Medium,3475
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Victoria,,Males,Minimum,1303
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Victoria,,Males,Unclassified,0
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Victoria,,Males,Total,6232
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Victoria,,Females,Maximum,21
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Victoria,,Females,Medium,262
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Victoria,,Females,Minimum,79
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Victoria,,Females,Unclassified,0
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Victoria,,Females,Total,363
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Victoria,,Persons,Maximum,1473
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Victoria,,Persons,Medium,3742
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Victoria,,Persons,Minimum,1385
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Victoria,,Persons,Unclassified,0
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Victoria,,Persons,Total,6593
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Queensland,,Males,Maximum,8673
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Queensland,,Males,Medium,0
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Queensland,,Males,Minimum,1168
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Queensland,,Males,Unclassified,358
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Queensland,,Males,Total,10200
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Queensland,,Females,Maximum,723
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Queensland,,Females,Medium,0
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Queensland,,Females,Minimum,303
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Queensland,,Females,Unclassified,46
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Queensland,,Females,Total,1076
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Queensland,,Persons,Maximum,9396
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Queensland,,Persons,Medium,0
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Queensland,,Persons,Minimum,1477
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Queensland,,Persons,Unclassified,403
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Queensland,,Persons,Total,11278
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",South Australia,,Males,Maximum,238
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",South Australia,,Males,Medium,2370
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",South Australia,,Males,Minimum,521
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",South Australia,,Males,Unclassified,0
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",South Australia,,Males,Total,3132
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",South Australia,,Females,Maximum,19
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",South Australia,,Females,Medium,224
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",South Australia,,Females,Minimum,38
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",South Australia,,Females,Unclassified,0
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",South Australia,,Females,Total,283
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",South Australia,,Persons,Maximum,256
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",South Australia,,Persons,Medium,2594
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",South Australia,,Persons,Minimum,565
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",South Australia,,Persons,Unclassified,0
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",South Australia,,Persons,Total,3416
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Western Australia,,Males,Maximum,2310
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Western Australia,,Males,Medium,3629
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Western Australia,,Males,Minimum,1641
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Western Australia,,Males,Unclassified,0
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Western Australia,,Males,Total,7574
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Western Australia,,Females,Maximum,290
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Western Australia,,Females,Medium,409
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Western Australia,,Females,Minimum,204
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Western Australia,,Females,Unclassified,0
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Western Australia,,Females,Total,903
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Western Australia,,Persons,Maximum,2597
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Western Australia,,Persons,Medium,4036
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Western Australia,,Persons,Minimum,1844
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Western Australia,,Persons,Unclassified,0
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Western Australia,,Persons,Total,8476
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Tasmania,,Males,Maximum,91
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Tasmania,,Males,Medium,352
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Tasmania,,Males,Minimum,288
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Tasmania,,Males,Unclassified,0
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Tasmania,,Males,Total,731
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Tasmania,,Females,Maximum,11
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Tasmania,,Females,Medium,33
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Tasmania,,Females,Minimum,23
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Tasmania,,Females,Unclassified,0
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Tasmania,,Females,Total,68
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Tasmania,,Persons,Maximum,100
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Tasmania,,Persons,Medium,386
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Tasmania,,Persons,Minimum,316
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Tasmania,,Persons,Unclassified,0
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Tasmania,,Persons,Total,797
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Northern Territory,,Males,Maximum,107
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Northern Territory,,Males,Medium,702
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Northern Territory,,Males,Minimum,1820
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Northern Territory,,Males,Unclassified,7
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Northern Territory,,Males,Total,2636
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Northern Territory,,Females,Maximum,13
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Northern Territory,,Females,Medium,69
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Northern Territory,,Females,Minimum,127
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Northern Territory,,Females,Unclassified,0
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Northern Territory,,Females,Total,210
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Northern Territory,,Persons,Maximum,118
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Northern Territory,,Persons,Medium,778
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Northern Territory,,Persons,Minimum,1941
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Northern Territory,,Persons,Unclassified,7
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Northern Territory,,Persons,Total,2842
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Australian Capital Territory,,Males,Maximum,76
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Australian Capital Territory,,Males,Medium,173
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Australian Capital Territory,,Males,Minimum,157
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Australian Capital Territory,,Males,Unclassified,0
Table 33,"Table 33 Prisoners, State/territory and sex by security classification, 2025",Australian Capital Territory,,Males,Total,417
