table,table_title,row_group_1,row_group_2,row_label,column,value
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2016,NSW,1506.4
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2016,Vic.,1196.8
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2016,Qld,1434.5
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2016,SA,1798.6
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2016,WA,3055.2
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2016,Tas.,462.2
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2016,NT,2570.5
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2016,ACT,1696
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2016,Aust.,1730.2
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2017,NSW,1567.9
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2017,Vic.,1302.4
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2017,Qld,1574.2
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2017,SA,2218
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2017,WA,3173.9
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2017,Tas.,581
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2017,NT,2448.7
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2017,ACT,1501.4
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2017,Aust.,1824.5
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2018,NSW,1626.5
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2018,Vic.,1444.4
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2018,Qld,1548.8
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2018,SA,2066.8
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2018,WA,3387.5
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2018,Tas.,563.2
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2018,NT,2665.1
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2018,ACT,1712.4
Table 19,"Table 19 Age standardised imprisonment rate, Indigenous status by state/territory, 2016–2025",Aboriginal and Torres Strait Islander,,2018,Aust.,1887.4
