table,table_title,row_group_1,row_group_2,row_label,column,value
Table 25,"Table 25 Sentenced prisoners, State/territory and most serious offence by expected time to serve, 2025",New South Wales,,01 Homicide and related offences,Sentenced prisoners - No.,583
Table 25,"Table 25 Sentenced prisoners, State/territory and most serious offence by expected time to serve, 2025",New South Wales,,01 Homicide and related offences,Expected time to serve (d) - Mean (years),16.3
Table 25,"Table 25 Sentenced prisoners, State/territory and most serious offence by expected time to serve, 2025",New South Wales,,01 Homicide and related offences,Expected time to serve (d) - Median (years),16
Table 25,"Table 25 Sentenced prisoners, State/territory and most serious offence by expected time to serve, 2025",New South Wales,,02 Acts intended to cause injury,Sentenced prisoners - No.,1491
Table 25,"Table 25 Sentenced prisoners, State/territory and most serious offence by expected time to serve, 2025",New South Wales,,02 Acts intended to cause injury,Expected time to serve (d) - Mean (years),1.7
Table 25,"Table 25 Sentenced prisoners, State/territory and most serious offence by expected time to serve, 2025",New South Wales,,02 Acts intended to cause injury,Expected time to serve (d) - Median (years),1
Table 25,"Table 25 Sentenced prisoners, State/territory and most serious offence by expected time to serve, 2025",New South Wales,,03 Sexual assault and related offences,Sentenced prisoners - No.,1599
Table 25,"Table 25 Sentenced prisoners, State/territory and most serious offence by expected time to serve, 2025",New South Wales,,03 Sexual assault and related offences,Expected time to serve (d) - Mean (years),6.9
Table 25,"Table 25 Sentenced prisoners, State/territory and most serious offence by expected time to serve, 2025",New South Wales,,03 Sexual assault and related offences,Expected time to serve (d) - Median (years),5.5
Table 25,"Table 25 Sentenced prisoners, State/territory and most serious offence by expected time to serve, 2025",New South Wales,,04 Dangerous/negligent acts,Sentenced prisoners - No.,232
Table 25,"Table 25 Sentenced prisoners, State/territory and most serious offence by expected time to serve, 2025",New South Wales,,04 Dangerous/negligent acts,Expected time to serve (d) - Mean (years),1.2
Table 25,"Table 25 Sentenced prisoners, State/territory and most serious offence by expected time to serve, 2025",New South Wales,,04 Dangerous/negligent acts,Expected time to serve (d) - Median (years),1
Table 25,"Table 25 Sentenced prisoners, State/territory and most serious offence by expected time to serve, 2025",New South Wales,,05 Abduction/harassment,Sentenced prisoners - No.,95
Table 25,"Table 25 Sentenced prisoners, State/territory and most serious offence by expected time to serve, 2025",New South Wales,,05 Abduction/harassment,Expected time to serve (d) - Mean (years),3.4
Table 25,"Table 25 Sentenced prisoners, State/territory and most serious offence by expected time to serve, 2025",New South Wales,,05 Abduction/harassment,Expected time to serve (d) - Median (years),3
Table 25,"Table 25 Sentenced prisoners, State/territory and most serious offence by expected time to serve, 2025",New South Wales,,06 Robbery/extortion,Sentenced prisoners - No.,213
Table 25,"Table 25 Sentenced prisoners, State/territory and most serious offence by expected time to serve, 2025",New South Wales,,06 Robbery/extortion,Expected time to serve (d) - Mean (years),3.6
Table 25,"Table 25 Sentenced prisoners, State/territory and most serious offence by expected time to serve, 2025",New South Wales,,06 Robbery/extortion,Expected time to serve (d) - Median (years),3
Table 25,"Table 25 Sentenced prisoners, State/territory and most serious offence by expected time to serve, 2025",New South Wales,,07 Unlawful entry with intent,Sentenced prisoners - No.,256
Table 25,"Table 25 Sentenced prisoners, State/territory and most serious offence by expected time to serve, 2025",New South Wales,,07 Unlawful entry with intent,Expected time to serve (d) - Mean (years),1.7
Table 25,"Table 25 Sentenced prisoners, State/territory and most serious offence by expected time to serve, 2025",New South Wales,,07 Unlawful entry with intent,Expected time to serve (d) - Median (years),1.3
