state,south_australia_related,sa3_code,sa3_name,reporting_year,age_group,num_registered_children,num_fully_immunised,num_not_fully_immunised,percent_fully_immunised,interpret_with_caution
QLD,False,30404,The Gap - Enoggera,2016-17,5 years,698,659,39,94.4,
QLD,False,30501,Brisbane Inner,2016-17,5 years,443,397,46,89.6,
QLD,False,30502,Brisbane Inner - East,2016-17,5 years,525,496,29,94.5,
QLD,False,30503,Brisbane Inner - North,2016-17,5 years,858,809,49,94.3,
QLD,False,30504,Brisbane Inner - West,2016-17,5 years,667,630,37,94.5,
QLD,False,30601,Cairns - North,2016-17,5 years,709,661,48,93.2,
QLD,False,30602,Cairns - South,2016-17,5 years,1652,1561,91,94.5,
QLD,False,30603,Innisfail - Cassowary Coast,2016-17,5 years,434,416,18,95.9,
QLD,False,30604,Port Douglas - Daintree,2016-17,5 years,132,120,12,90.9,
QLD,False,30605,Tablelands (East) - Kuranda,2016-17,5 years,526,483,43,91.8,
QLD,False,30701,Darling Downs (West) - Maranoa,2016-17,5 years,727,692,35,95.2,
QLD,False,30702,Darling Downs - East,2016-17,5 years,671,638,33,95.1,
QLD,False,30703,Granite Belt,2016-17,5 years,497,469,28,94.4,
QLD,False,30801,Central Highlands (Qld),2016-17,5 years,573,547,26,95.5,
QLD,False,30802,Gladstone - Biloela,2016-17,5 years,1278,1202,76,94.1,
QLD,False,30803,Rockhampton,2016-17,5 years,1581,1521,60,96.2,
QLD,False,30901,Broadbeach - Burleigh,2016-17,5 years,756,700,56,92.6,
QLD,False,30902,Coolangatta,2016-17,5 years,581,530,51,91.2,
QLD,False,30903,Gold Coast - North,2016-17,5 years,692,634,58,91.6,
QLD,False,30904,Gold Coast Hinterland,2016-17,5 years,221,194,27,87.8,
QLD,False,30905,Mudgeeraba - Tallebudgera,2016-17,5 years,433,392,41,90.5,
QLD,False,30906,Nerang,2016-17,5 years,1018,946,72,92.9,
QLD,False,30907,Ormeau - Oxenford,2016-17,5 years,2196,2051,145,93.4,
QLD,False,30908,Robina,2016-17,5 years,623,571,52,91.7,
QLD,False,30909,Southport,2016-17,5 years,703,645,58,91.7,
QLD,False,30910,Surfers Paradise,2016-17,5 years,350,317,33,90.6,
QLD,False,31001,Forest Lake - Oxley,2016-17,5 years,1126,1062,64,94.3,
QLD,False,31002,Ipswich Hinterland,2016-17,5 years,830,799,31,96.3,
QLD,False,31003,Ipswich Inner,2016-17,5 years,1688,1605,83,95.1,
QLD,False,31004,Springfield - Redbank,2016-17,5 years,1677,1577,100,94,
QLD,False,31101,Beaudesert,2016-17,5 years,189,163,26,86.2,
QLD,False,31102,Beenleigh,2016-17,5 years,688,636,52,92.4,
QLD,False,31103,Browns Plains,2016-17,5 years,1443,1323,120,91.7,
QLD,False,31104,Jimboomba,2016-17,5 years,646,603,43,93.3,
QLD,False,31105,Loganlea - Carbrook,2016-17,5 years,991,913,78,92.1,
QLD,False,31106,Springwood - Kingston,2016-17,5 years,1424,1326,98,93.1,
QLD,False,31201,Bowen Basin - North,2016-17,5 years,552,522,30,94.6,
QLD,False,31202,Mackay,2016-17,5 years,1637,1563,74,95.5,
QLD,False,31203,Whitsunday,2016-17,5 years,262,246,16,93.9,
QLD,False,31301,Bribie - Beachmere,2016-17,5 years,354,332,22,93.8,
QLD,False,31302,Caboolture,2016-17,5 years,1113,1057,56,95,
QLD,False,31303,Caboolture Hinterland,2016-17,5 years,165,153,12,92.7,
QLD,False,31304,Narangba - Burpengary,2016-17,5 years,1014,965,49,95.2,
QLD,False,31305,Redcliffe,2016-17,5 years,675,628,47,93,
QLD,False,31401,Hills District,2016-17,5 years,1257,1176,81,93.6,
QLD,False,31402,North Lakes,2016-17,5 years,1390,1312,78,94.4,
QLD,False,31403,Strathpine,2016-17,5 years,616,592,24,96.1,
QLD,False,31501,Far North,2016-17,5 years,594,572,22,96.3,
QLD,False,31502,Outback - North,2016-17,5 years,540,511,29,94.6,
QLD,False,31503,Outback - South,2016-17,5 years,278,266,12,95.7,
QLD,False,31601,Buderim,2016-17,5 years,662,611,51,92.3,
QLD,False,31602,Caloundra,2016-17,5 years,992,933,59,94.1,
QLD,False,31603,Maroochy,2016-17,5 years,707,650,57,91.9,
QLD,False,31604,Nambour - Pomona,2016-17,5 years,798,711,87,89.1,
QLD,False,31605,Noosa,2016-17,5 years,415,372,43,89.6,
QLD,False,31606,Sunshine Coast Hinterland,2016-17,5 years,599,528,71,88.1,
QLD,False,31701,Toowoomba,2016-17,5 years,2080,1962,118,94.3,
QLD,False,31801,Charters Towers - Ayr - Ingham,2016-17,5 years,539,518,21,96.1,
QLD,False,31802,Townsville,2016-17,5 years,2738,2621,117,95.7,
QLD,False,31901,Bundaberg,2016-17,5 years,1025,981,44,95.7,
QLD,False,31902,Burnett,2016-17,5 years,602,577,25,95.8,
QLD,False,31903,Gympie - Cooloola,2016-17,5 years,589,555,34,94.2,
QLD,False,31904,Hervey Bay,2016-17,5 years,711,655,56,92.1,
QLD,False,31905,Maryborough,2016-17,5 years,547,508,39,92.9,
SA,True,40101,Adelaide City,2016-17,5 years,111,86,25,77.5,
SA,True,40102,Adelaide Hills,2016-17,5 years,889,798,91,89.8,
SA,True,40103,Burnside,2016-17,5 years,451,415,36,92,
SA,True,40104,Campbelltown (SA),2016-17,5 years,613,568,45,92.7,
SA,True,40105,Norwood - Payneham - St Peters,2016-17,5 years,362,338,24,93.4,
SA,True,40106,Prospect - Walkerville,2016-17,5 years,338,307,31,90.8,
SA,True,40107,Unley,2016-17,5 years,407,367,40,90.2,
SA,True,40201,Gawler - Two Wells,2016-17,5 years,466,442,24,94.8,
SA,True,40202,Playford,2016-17,5 years,1628,1549,79,95.1,
SA,True,40203,Port Adelaide - East,2016-17,5 years,927,861,66,92.9,
SA,True,40204,Salisbury,2016-17,5 years,1967,1864,103,94.8,
SA,True,40205,Tea Tree Gully,2016-17,5 years,1129,1067,62,94.5,
SA,True,40301,Holdfast Bay,2016-17,5 years,356,329,27,92.4,
SA,True,40302,Marion,2016-17,5 years,1013,950,63,93.8,
SA,True,40303,Mitcham,2016-17,5 years,745,693,52,93,
SA,True,40304,Onkaparinga,2016-17,5 years,2180,2043,137,93.7,
SA,True,40401,Charles Sturt,2016-17,5 years,1173,1084,89,92.4,
SA,True,40402,Port Adelaide - West,2016-17,5 years,674,629,45,93.3,
SA,True,40403,West Torrens,2016-17,5 years,670,619,51,92.4,
SA,True,40501,Barossa,2016-17,5 years,461,435,26,94.4,
SA,True,40502,Lower North,2016-17,5 years,262,248,14,94.7,
SA,True,40503,Mid North,2016-17,5 years,311,293,18,94.2,
SA,True,40504,Yorke Peninsula,2016-17,5 years,245,233,12,95.1,
SA,True,40601,Eyre Peninsula and South West,2016-17,5 years,817,770,47,94.2,
SA,True,40602,Outback - North and East,2016-17,5 years,357,336,21,94.1,
SA,True,40701,Fleurieu - Kangaroo Island,2016-17,5 years,473,441,32,93.2,
SA,True,40702,Limestone Coast,2016-17,5 years,802,766,36,95.5,
SA,True,40703,Murray and Mallee,2016-17,5 years,780,738,42,94.6,
WA,False,50101,Augusta - Margaret River - Busselton,2016-17,5 years,702,615,87,87.6,
WA,False,50102,Bunbury,2016-17,5 years,1464,1388,76,94.8,
WA,False,50103,Manjimup,2016-17,5 years,255,230,25,90.2,
WA,False,50201,Mandurah,2016-17,5 years,1315,1195,120,90.9,
WA,False,50301,Cottesloe - Claremont,2016-17,5 years,678,599,79,88.3,
WA,False,50302,Perth City,2016-17,5 years,1087,963,124,88.6,
WA,False,50401,Bayswater - Bassendean,2016-17,5 years,999,928,71,92.9,
WA,False,50402,Mundaring,2016-17,5 years,501,439,62,87.6,
WA,False,50403,Swan,2016-17,5 years,2013,1860,153,92.4,
WA,False,50501,Joondalup,2016-17,5 years,2153,1960,193,91,
WA,False,50502,Stirling,2016-17,5 years,2391,2155,236,90.1,
WA,False,50503,Wanneroo,2016-17,5 years,3109,2851,258,91.7,
WA,False,50601,Armadale,2016-17,5 years,1415,1319,96,93.2,
WA,False,50602,Belmont - Victoria Park,2016-17,5 years,870,768,102,88.3,
WA,False,50603,Canning,2016-17,5 years,1277,1160,117,90.8,
WA,False,50604,Gosnells,2016-17,5 years,1830,1680,150,91.8,
WA,False,50605,Kalamunda,2016-17,5 years,733,668,65,91.1,
WA,False,50606,Serpentine - Jarrahdale,2016-17,5 years,451,427,24,94.7,
WA,False,50607,South Perth,2016-17,5 years,419,370,49,88.3,
WA,False,50701,Cockburn,2016-17,5 years,1533,1409,124,91.9,
WA,False,50702,Fremantle,2016-17,5 years,392,333,59,84.9,
WA,False,50703,Kwinana,2016-17,5 years,717,658,59,91.8,
WA,False,50704,Melville,2016-17,5 years,1213,1102,111,90.8,
WA,False,50705,Rockingham,2016-17,5 years,2099,1926,173,91.8,
WA,False,50801,Esperance,2016-17,5 years,218,207,11,95,
WA,False,50802,Gascoyne,2016-17,5 years,143,136,7,95.1,
WA,False,50803,Goldfields,2016-17,5 years,603,576,27,95.5,
WA,False,50804,Kimberley,2016-17,5 years,630,613,17,97.3,
WA,False,50805,Mid West,2016-17,5 years,750,701,49,93.5,
WA,False,50806,Pilbara,2016-17,5 years,875,822,53,93.9,
WA,False,50901,Albany,2016-17,5 years,754,695,59,92.2,
WA,False,50902,Wheat Belt - North,2016-17,5 years,715,677,38,94.7,
WA,False,50903,Wheat Belt - South,2016-17,5 years,290,275,15,94.8,
TAS,False,60101,Brighton,2016-17,5 years,266,253,13,95.1,
TAS,False,60102,Hobart - North East,2016-17,5 years,700,667,33,95.3,
TAS,False,60103,Hobart - North West,2016-17,5 years,669,629,40,94,
TAS,False,60104,Hobart - South and West,2016-17,5 years,467,443,24,94.9,
TAS,False,60105,Hobart Inner,2016-17,5 years,514,474,40,92.2,
TAS,False,60106,Sorell - Dodges Ferry,2016-17,5 years,191,183,8,95.8,
TAS,False,60201,Launceston,2016-17,5 years,1011,940,71,93,
TAS,False,60202,Meander Valley - West Tamar,2016-17,5 years,245,229,16,93.5,
TAS,False,60203,North East,2016-17,5 years,419,398,21,95,
TAS,False,60301,Central Highlands (Tas.),2016-17,5 years,141,132,9,93.6,
TAS,False,60302,Huon - Bruny Island,2016-17,5 years,217,195,22,89.9,
TAS,False,60303,South East Coast,2016-17,5 years,42,NP,NP,88.1,#
TAS,False,60401,Burnie - Ulverstone,2016-17,5 years,593,570,23,96.1,
TAS,False,60402,Devonport,2016-17,5 years,522,484,38,92.7,
TAS,False,60403,West Coast,2016-17,5 years,223,214,9,96,
NT,False,70101,Darwin City,2016-17,5 years,242,224,18,92.6,
NT,False,70102,Darwin Suburbs,2016-17,5 years,888,820,68,92.3,
NT,False,70103,Litchfield,2016-17,5 years,322,304,18,94.4,
NT,False,70104,Palmerston,2016-17,5 years,646,602,44,93.2,
NT,False,70201,Alice Springs,2016-17,5 years,614,561,53,91.4,
NT,False,70202,Barkly,2016-17,5 years,88,NP,NP,95.5,#
NT,False,70203,Daly - Tiwi - West Arnhem,2016-17,5 years,184,173,11,94,
NT,False,70204,East Arnhem,2016-17,5 years,210,199,11,94.8,
NT,False,70205,Katherine,2016-17,5 years,364,344,20,94.5,
ACT,False,80101,Belconnen,2016-17,5 years,1409,1320,89,93.7,
ACT,False,80102,Cotter - Namadgi,2016-17,5 years,NP,NP,NP,NP,
ACT,False,80103,Fyshwick - Pialligo - Hume,2016-17,5 years,NP,NP,NP,NP,
ACT,False,80104,Gungahlin,2016-17,5 years,1390,1322,68,95.1,
ACT,False,80105,North Canberra,2016-17,5 years,499,463,36,92.8,
ACT,False,80106,South Canberra,2016-17,5 years,310,276,34,89,
ACT,False,80107,Tuggeranong,2016-17,5 years,1236,1165,71,94.3,
ACT,False,80108,Weston Creek,2016-17,5 years,416,396,20,95.2,
ACT,False,80109,Woden,2016-17,5 years,429,401,28,93.5,
OTH,False,90101,Christmas Island,2016-17,5 years,NP,NP,NP,NP,
OTH,False,90102,Cocos (Keeling) Islands,2016-17,5 years,NP,NP,NP,NP,
OTH,False,90103,Jervis Bay,2016-17,5 years,NP,NP,NP,NP,
OTH,False,90104,Norfolk Island,2016-17,5 years,NP,NP,NP,NP,
NSW,False,10101,Goulburn - Yass,2015-16,1 year,787,747,40,94.9,
NSW,False,10102,Queanbeyan,2015-16,1 year,742,696,46,93.7,
NSW,False,10103,Snowy Mountains,2015-16,1 year,178,166,12,93.3,
NSW,False,10104,South Coast,2015-16,1 year,638,586,52,91.8,
NSW,False,10201,Gosford,2015-16,1 year,2005,1888,117,94.1,
NSW,False,10202,Wyong,2015-16,1 year,1909,1828,81,95.7,
NSW,False,10301,Bathurst,2015-16,1 year,615,586,29,95.3,
NSW,False,10302,Lachlan Valley,2015-16,1 year,678,644,34,94.9,
NSW,False,10303,Lithgow - Mudgee,2015-16,1 year,608,568,40,93.3,
NSW,False,10304,Orange,2015-16,1 year,849,812,37,95.7,
NSW,False,10401,Clarence Valley,2015-16,1 year,522,498,24,95.5,
NSW,False,10402,Coffs Harbour,2015-16,1 year,1003,914,89,91.2,
NSW,False,10501,Bourke - Cobar - Coonamble,2015-16,1 year,399,363,36,90.9,
NSW,False,10502,Broken Hill and Far West,2015-16,1 year,NP,NP,NP,97.9,
NSW,False,10503,Dubbo,2015-16,1 year,1024,953,71,93,
NSW,False,10601,Lower Hunter,2015-16,1 year,1262,1194,68,94.6,
NSW,False,10602,Maitland,2015-16,1 year,1026,981,45,95.7,
NSW,False,10603,Port Stephens,2015-16,1 year,820,780,40,95.1,
NSW,False,10604,Upper Hunter,2015-16,1 year,431,405,26,94.2,
NSW,False,10701,Dapto - Port Kembla,2015-16,1 year,969,925,44,95.5,
NSW,False,10702,Illawarra Catchment Reserve,2015-16,1 year,NP,NP,NP,NP,
NSW,False,10703,Kiama - Shellharbour,2015-16,1 year,1094,1040,54,95,
NSW,False,10704,Wollongong,2015-16,1 year,1496,1408,88,94.1,
NSW,False,10801,Great Lakes,2015-16,1 year,270,255,15,94.5,
NSW,False,10802,Kempsey - Nambucca,2015-16,1 year,515,472,43,91.6,
NSW,False,10803,Lord Howe Island,2015-16,1 year,NP,NP,NP,NP,
NSW,False,10804,Port Macquarie,2015-16,1 year,762,716,46,94,
NSW,False,10805,Taree - Gloucester,2015-16,1 year,617,585,32,94.8,
NSW,False,10901,Albury,2015-16,1 year,789,748,41,94.8,
NSW,False,10902,Lower Murray,2015-16,1 year,159,150,9,94.5,
NSW,False,10903,Upper Murray exc. Albury,2015-16,1 year,419,409,10,97.8,
NSW,False,11001,Armidale,2015-16,1 year,420,398,22,94.8,
NSW,False,11002,Inverell - Tenterfield,2015-16,1 year,432,404,28,93.4,
NSW,False,11003,Moree - Narrabri,2015-16,1 year,412,386,26,93.7,
NSW,False,11004,Tamworth - Gunnedah,2015-16,1 year,1099,1039,60,94.5,
NSW,False,11101,Lake Macquarie - East,2015-16,1 year,1468,1417,51,96.5,
NSW,False,11102,Lake Macquarie - West,2015-16,1 year,906,845,61,93.2,
NSW,False,11103,Newcastle,2015-16,1 year,2022,1919,103,94.9,
NSW,False,11201,Richmond Valley - Coastal,2015-16,1 year,812,676,136,83.2,
NSW,False,11202,Richmond Valley - Hinterland,2015-16,1 year,845,747,98,88.4,
NSW,False,11203,Tweed Valley,2015-16,1 year,941,824,117,87.6,
NSW,False,11301,Griffith - Murrumbidgee (West),2015-16,1 year,681,644,37,94.5,
NSW,False,11302,Tumut - Tumbarumba,2015-16,1 year,179,166,13,92.7,
NSW,False,11303,Wagga Wagga,2015-16,1 year,1224,1160,64,94.8,
NSW,False,11401,Shoalhaven,2015-16,1 year,1049,996,53,95,
NSW,False,11402,Southern Highlands,2015-16,1 year,439,408,31,93.1,
NSW,False,11501,Baulkham Hills,2015-16,1 year,1682,1585,97,94.2,
NSW,False,11502,Dural - Wisemans Ferry,2015-16,1 year,244,228,16,93.2,
NSW,False,11503,Hawkesbury,2015-16,1 year,307,291,16,94.7,
NSW,False,11504,Rouse Hill - McGraths Hill,2015-16,1 year,428,404,24,94.4,
NSW,False,11601,Blacktown,2015-16,1 year,2205,2060,145,93.4,
NSW,False,11602,Blacktown - North,2015-16,1 year,1425,1341,84,94.1,
NSW,False,11603,Mount Druitt,2015-16,1 year,1978,1776,202,89.8,
NSW,False,11701,Botany,2015-16,1 year,609,576,33,94.6,
NSW,False,11702,Marrickville - Sydenham - Petersham,2015-16,1 year,721,691,30,95.9,
NSW,False,11703,Sydney Inner City,2015-16,1 year,1953,1783,170,91.3,
NSW,False,11801,Eastern Suburbs - North,2015-16,1 year,1628,1481,147,91,
NSW,False,11802,Eastern Suburbs - South,2015-16,1 year,1732,1594,138,92,
NSW,False,11901,Bankstown,2015-16,1 year,2756,2487,269,90.2,
NSW,False,11902,Canterbury,2015-16,1 year,2182,1950,232,89.4,
NSW,False,11903,Hurstville,2015-16,1 year,1659,1543,116,93.1,
NSW,False,11904,Kogarah - Rockdale,2015-16,1 year,1980,1816,164,91.7,
NSW,False,12001,Canada Bay,2015-16,1 year,1168,1088,80,93.2,
NSW,False,12002,Leichhardt,2015-16,1 year,892,842,50,94.4,
NSW,False,12003,Strathfield - Burwood - Ashfield,2015-16,1 year,1823,1671,152,91.7,
NSW,False,12101,Chatswood - Lane Cove,2015-16,1 year,1532,1424,108,93,
NSW,False,12102,Hornsby,2015-16,1 year,1098,1027,71,93.5,
NSW,False,12103,Ku-ring-gai,2015-16,1 year,1163,1079,84,92.8,
NSW,False,12104,North Sydney - Mosman,2015-16,1 year,1251,1150,101,91.9,
NSW,False,12201,Manly,2015-16,1 year,635,582,53,91.7,
NSW,False,12202,Pittwater,2015-16,1 year,687,618,69,89.9,
NSW,False,12203,Warringah,2015-16,1 year,2067,1935,132,93.6,
NSW,False,12301,Camden,2015-16,1 year,972,937,35,96.4,
NSW,False,12302,Campbelltown (NSW),2015-16,1 year,2457,2267,190,92.3,
NSW,False,12303,Wollondilly,2015-16,1 year,599,571,28,95.4,
NSW,False,12401,Blue Mountains,2015-16,1 year,805,742,63,92.1,
NSW,False,12402,Blue Mountains - South,2015-16,1 year,NP,NP,NP,NP,
NSW,False,12403,Penrith,2015-16,1 year,2147,2044,103,95.2,
NSW,False,12404,Richmond - Windsor,2015-16,1 year,477,454,23,95.2,
NSW,False,12405,St Marys,2015-16,1 year,1044,974,70,93.4,
NSW,False,12501,Auburn,2015-16,1 year,1521,1350,171,88.7,
NSW,False,12502,Carlingford,2015-16,1 year,881,814,67,92.4,
NSW,False,12503,Merrylands - Guildford,2015-16,1 year,2773,2487,286,89.7,
NSW,False,12504,Parramatta,2015-16,1 year,2443,2205,238,90.2,
NSW,False,12601,Pennant Hills - Epping,2015-16,1 year,497,457,40,91.8,
NSW,False,12602,Ryde - Hunters Hill,2015-16,1 year,1684,1562,122,92.8,
NSW,False,12701,Bringelly - Green Valley,2015-16,1 year,1456,1361,95,93.5,
NSW,False,12702,Fairfield,2015-16,1 year,2536,2341,195,92.3,
NSW,False,12703,Liverpool,2015-16,1 year,1969,1825,144,92.7,
NSW,False,12801,Cronulla - Miranda - Caringbah,2015-16,1 year,1389,1315,74,94.7,
NSW,False,12802,Sutherland - Menai - Heathcote,2015-16,1 year,1410,1344,66,95.3,
VIC,False,20101,Ballarat,2015-16,1 year,1358,1285,73,94.6,
VIC,False,20102,Creswick - Daylesford - Ballan,2015-16,1 year,298,274,24,91.8,
VIC,False,20103,Maryborough - Pyrenees,2015-16,1 year,242,225,17,93.1,
VIC,False,20201,Bendigo,2015-16,1 year,1223,1146,77,93.7,
VIC,False,20202,Heathcote - Castlemaine - Kyneton,2015-16,1 year,468,422,46,90.1,
VIC,False,20203,Loddon - Elmore,2015-16,1 year,117,110,7,94,
VIC,False,20301,Barwon - West,2015-16,1 year,229,217,12,94.9,
VIC,False,20302,Geelong,2015-16,1 year,2516,2368,148,94.1,
VIC,False,20303,Surf Coast - Bellarine Peninsula,2015-16,1 year,737,685,52,92.9,
VIC,False,20401,Upper Goulburn Valley,2015-16,1 year,571,536,35,94,
VIC,False,20402,Wangaratta - Benalla,2015-16,1 year,487,462,25,94.9,
VIC,False,20403,Wodonga - Alpine,2015-16,1 year,834,776,58,93,
VIC,False,20501,Baw Baw,2015-16,1 year,568,536,32,94.4,
VIC,False,20502,Gippsland - East,2015-16,1 year,472,448,24,94.9,
VIC,False,20503,Gippsland - South West,2015-16,1 year,643,603,40,93.7,
VIC,False,20504,Latrobe Valley,2015-16,1 year,928,881,47,94.9,
VIC,False,20505,Wellington,2015-16,1 year,473,441,32,93.2,
VIC,False,20601,Brunswick - Coburg,2015-16,1 year,1142,1061,81,92.9,
VIC,False,20602,Darebin - South,2015-16,1 year,689,655,34,95.1,
VIC,False,20603,Essendon,2015-16,1 year,784,733,51,93.5,
VIC,False,20604,Melbourne City,2015-16,1 year,1057,954,103,90.2,
VIC,False,20605,Port Phillip,2015-16,1 year,1229,1129,100,91.9,
VIC,False,20606,Stonnington - West,2015-16,1 year,562,505,57,90,
VIC,False,20607,Yarra,2015-16,1 year,1004,932,72,92.9,
VIC,False,20701,Boroondara,2015-16,1 year,1574,1463,111,92.9,
VIC,False,20702,Manningham - West,2015-16,1 year,950,876,74,92.2,
VIC,False,20703,Whitehorse - West,2015-16,1 year,1118,1043,75,93.3,
VIC,False,20801,Bayside,2015-16,1 year,1033,949,84,91.9,
VIC,False,20802,Glen Eira,2015-16,1 year,1835,1704,131,92.9,
VIC,False,20803,Kingston,2015-16,1 year,1490,1404,86,94.2,
VIC,False,20804,Stonnington - East,2015-16,1 year,407,383,24,94.3,
VIC,False,20901,Banyule,2015-16,1 year,1585,1478,107,93.2,
VIC,False,20902,Darebin - North,2015-16,1 year,1294,1201,93,92.8,
VIC,False,20903,Nillumbik - Kinglake,2015-16,1 year,673,625,48,92.8,
VIC,False,20904,Whittlesea - Wallan,2015-16,1 year,3519,3321,198,94.4,
VIC,False,21001,Keilor,2015-16,1 year,650,609,41,93.8,
VIC,False,21002,Macedon Ranges,2015-16,1 year,349,321,28,92.2,
VIC,False,21003,Moreland - North,2015-16,1 year,1145,1037,108,90.6,
VIC,False,21004,Sunbury,2015-16,1 year,488,467,21,95.7,
VIC,False,21005,Tullamarine - Broadmeadows,2015-16,1 year,2747,2519,228,91.7,
VIC,False,21101,Knox,2015-16,1 year,1898,1773,125,93.4,
VIC,False,21102,Manningham - East,2015-16,1 year,208,189,19,90.7,
VIC,False,21103,Maroondah,2015-16,1 year,1462,1364,98,93.4,
VIC,False,21104,Whitehorse - East,2015-16,1 year,753,705,48,93.6,
VIC,False,21105,Yarra Ranges,2015-16,1 year,1807,1698,109,94,
VIC,False,21201,Cardinia,2015-16,1 year,1531,1421,110,92.8,
VIC,False,21202,Casey - North,2015-16,1 year,1862,1710,152,91.9,
VIC,False,21203,Casey - South,2015-16,1 year,2930,2738,192,93.4,
VIC,False,21204,Dandenong,2015-16,1 year,2754,2515,239,91.3,
VIC,False,21205,Monash,2015-16,1 year,1777,1629,148,91.6,
VIC,False,21301,Brimbank,2015-16,1 year,2776,2546,230,91.7,
VIC,False,21302,Hobsons Bay,2015-16,1 year,1241,1164,77,93.8,
VIC,False,21303,Maribyrnong,2015-16,1 year,1279,1174,105,91.8,
VIC,False,21304,Melton - Bacchus Marsh,2015-16,1 year,2469,2293,176,92.9,
VIC,False,21305,Wyndham,2015-16,1 year,4494,4175,319,92.9,
VIC,False,21401,Frankston,2015-16,1 year,1951,1828,123,93.7,
VIC,False,21402,Mornington Peninsula,2015-16,1 year,1576,1458,118,92.5,
VIC,False,21501,Grampians,2015-16,1 year,627,594,33,94.7,
VIC,False,21502,Mildura,2015-16,1 year,696,621,75,89.2,
VIC,False,21503,Murray River - Swan Hill,2015-16,1 year,440,414,26,94.1,
VIC,False,21601,Campaspe,2015-16,1 year,449,424,25,94.4,
VIC,False,21602,Moira,2015-16,1 year,327,306,21,93.6,
VIC,False,21603,Shepparton,2015-16,1 year,913,838,75,91.8,
VIC,False,21701,Glenelg - Southern Grampians,2015-16,1 year,385,362,23,94,
VIC,False,21702,Warrnambool - Otway Ranges,2015-16,1 year,1025,964,61,94.1,
QLD,False,30101,Capalaba,2015-16,1 year,811,761,50,93.9,
QLD,False,30102,Cleveland - Stradbroke,2015-16,1 year,878,818,60,93.2,
QLD,False,30103,Wynnum - Manly,2015-16,1 year,945,885,60,93.6,
QLD,False,30201,Bald Hills - Everton Park,2015-16,1 year,524,495,29,94.5,
QLD,False,30202,Chermside,2015-16,1 year,975,912,63,93.5,
QLD,False,30203,Nundah,2015-16,1 year,550,518,32,94.3,
QLD,False,30204,Sandgate,2015-16,1 year,771,715,56,92.8,
QLD,False,30301,Carindale,2015-16,1 year,653,612,41,93.9,
QLD,False,30302,Holland Park - Yeronga,2015-16,1 year,916,858,58,93.7,
QLD,False,30303,Mt Gravatt,2015-16,1 year,886,831,55,93.8,
QLD,False,30304,Nathan,2015-16,1 year,590,548,42,92.9,
QLD,False,30305,Rocklea - Acacia Ridge,2015-16,1 year,1055,993,62,94.1,
QLD,False,30306,Sunnybank,2015-16,1 year,697,634,63,91,
QLD,False,30401,Centenary,2015-16,1 year,409,391,18,95.6,
QLD,False,30402,Kenmore - Brookfield - Moggill,2015-16,1 year,426,401,25,94.1,
QLD,False,30403,Sherwood - Indooroopilly,2015-16,1 year,442,419,23,94.7,
QLD,False,30404,The Gap - Enoggera,2015-16,1 year,639,603,36,94.3,
QLD,False,30501,Brisbane Inner,2015-16,1 year,534,490,44,91.8,
QLD,False,30502,Brisbane Inner - East,2015-16,1 year,573,529,44,92.4,
QLD,False,30503,Brisbane Inner - North,2015-16,1 year,903,839,64,92.9,
QLD,False,30504,Brisbane Inner - West,2015-16,1 year,652,621,31,95.2,
QLD,False,30601,Cairns - North,2015-16,1 year,727,664,63,91.4,
QLD,False,30602,Cairns - South,2015-16,1 year,1590,1452,138,91.3,
QLD,False,30603,Innisfail - Cassowary Coast,2015-16,1 year,402,373,29,92.7,
QLD,False,30604,Port Douglas - Daintree,2015-16,1 year,131,117,14,89.3,
QLD,False,30605,Tablelands (East) - Kuranda,2015-16,1 year,469,417,52,88.8,
QLD,False,30701,Darling Downs (West) - Maranoa,2015-16,1 year,685,652,33,95.2,
QLD,False,30702,Darling Downs - East,2015-16,1 year,577,536,41,93,
QLD,False,30703,Granite Belt,2015-16,1 year,472,447,25,94.6,
QLD,False,30801,Central Highlands (Qld),2015-16,1 year,595,570,25,95.9,
QLD,False,30802,Gladstone - Biloela,2015-16,1 year,1295,1222,73,94.3,
QLD,False,30803,Rockhampton,2015-16,1 year,1567,1472,95,93.9,
QLD,False,30901,Broadbeach - Burleigh,2015-16,1 year,768,710,58,92.5,
QLD,False,30902,Coolangatta,2015-16,1 year,624,578,46,92.7,
QLD,False,30903,Gold Coast - North,2015-16,1 year,717,666,51,92.9,
QLD,False,30904,Gold Coast Hinterland,2015-16,1 year,201,180,21,89.6,
QLD,False,30905,Mudgeeraba - Tallebudgera,2015-16,1 year,373,339,34,90.9,
QLD,False,30906,Nerang,2015-16,1 year,981,909,72,92.7,
QLD,False,30907,Ormeau - Oxenford,2015-16,1 year,1835,1729,106,94.2,
QLD,False,30908,Robina,2015-16,1 year,570,535,35,93.8,
QLD,False,30909,Southport,2015-16,1 year,682,641,41,93.9,
QLD,False,30910,Surfers Paradise,2015-16,1 year,369,330,39,89.4,
QLD,False,31001,Forest Lake - Oxley,2015-16,1 year,1224,1134,90,92.7,
QLD,False,31002,Ipswich Hinterland,2015-16,1 year,694,640,54,92.2,
QLD,False,31003,Ipswich Inner,2015-16,1 year,1568,1469,99,93.7,
QLD,False,31004,Springfield - Redbank,2015-16,1 year,1638,1547,91,94.4,
QLD,False,31101,Beaudesert,2015-16,1 year,164,154,10,93.4,
QLD,False,31102,Beenleigh,2015-16,1 year,689,630,59,91.4,
