state,south_australia_related,sa3_code,sa3_name,reporting_year,age_group,num_registered_children,num_fully_immunised,num_not_fully_immunised,percent_fully_immunised,interpret_with_caution
NSW,False,12701,Bringelly - Green Valley,2013-14,2 years,1366,1248,118,91.4,
NSW,False,12702,Fairfield,2013-14,2 years,2655,2422,233,91.2,
NSW,False,12703,Liverpool,2013-14,2 years,1916,1746,170,91.1,
NSW,False,12801,Cronulla - Miranda - Caringbah,2013-14,2 years,1436,1349,87,94,
NSW,False,12802,Sutherland - Menai - Heathcote,2013-14,2 years,1511,1426,85,94.4,
VIC,False,20101,Ballarat,2013-14,2 years,1310,1225,85,93.5,
VIC,False,20102,Creswick - Daylesford - Ballan,2013-14,2 years,309,287,22,92.8,
VIC,False,20103,Maryborough - Pyrenees,2013-14,2 years,279,262,17,93.8,
VIC,False,20201,Bendigo,2013-14,2 years,1236,1152,84,93.2,
VIC,False,20202,Heathcote - Castlemaine - Kyneton,2013-14,2 years,507,455,52,89.7,
VIC,False,20203,Loddon - Elmore,2013-14,2 years,117,107,10,91,
VIC,False,20301,Barwon - West,2013-14,2 years,213,203,10,95.5,
VIC,False,20302,Geelong,2013-14,2 years,2323,2197,126,94.6,
VIC,False,20303,Surf Coast - Bellarine Peninsula,2013-14,2 years,778,736,42,94.7,
VIC,False,20401,Upper Goulburn Valley,2013-14,2 years,575,531,44,92.3,
VIC,False,20402,Wangaratta - Benalla,2013-14,2 years,488,468,20,95.9,
VIC,False,20403,Wodonga - Alpine,2013-14,2 years,835,793,42,95,
VIC,False,20501,Baw Baw,2013-14,2 years,569,535,34,94,
VIC,False,20502,Gippsland - East,2013-14,2 years,451,427,24,94.9,
VIC,False,20503,Gippsland - South West,2013-14,2 years,660,622,38,94.2,
VIC,False,20504,Latrobe Valley,2013-14,2 years,950,909,41,95.7,
VIC,False,20505,Wellington,2013-14,2 years,517,477,40,92.2,
VIC,False,20601,Brunswick - Coburg,2013-14,2 years,1010,935,75,92.6,
VIC,False,20602,Darebin - South,2013-14,2 years,645,591,54,91.6,
VIC,False,20603,Essendon,2013-14,2 years,753,700,53,93.1,
VIC,False,20604,Melbourne City,2013-14,2 years,833,697,136,83.6,
VIC,False,20605,Port Phillip,2013-14,2 years,1075,973,102,90.5,
VIC,False,20606,Stonnington - West,2013-14,2 years,474,434,40,91.6,
VIC,False,20607,Yarra,2013-14,2 years,881,820,61,93.1,
VIC,False,20701,Boroondara,2013-14,2 years,1562,1440,122,92.2,
VIC,False,20702,Manningham - West,2013-14,2 years,866,794,72,91.7,
VIC,False,20703,Whitehorse - West,2013-14,2 years,1150,1071,79,93.1,
VIC,False,20801,Bayside,2013-14,2 years,1002,916,86,91.4,
VIC,False,20802,Glen Eira,2013-14,2 years,1781,1663,118,93.4,
VIC,False,20803,Kingston,2013-14,2 years,1538,1438,100,93.5,
VIC,False,20804,Stonnington - East,2013-14,2 years,467,440,27,94.3,
VIC,False,20901,Banyule,2013-14,2 years,1685,1579,106,93.7,
VIC,False,20902,Darebin - North,2013-14,2 years,1153,1060,93,91.9,
VIC,False,20903,Nillumbik - Kinglake,2013-14,2 years,780,722,58,92.6,
VIC,False,20904,Whittlesea - Wallan,2013-14,2 years,3019,2834,185,93.9,
VIC,False,21001,Keilor,2013-14,2 years,659,615,44,93.4,
VIC,False,21002,Macedon Ranges,2013-14,2 years,358,331,27,92.3,
VIC,False,21003,Moreland - North,2013-14,2 years,1007,932,75,92.5,
VIC,False,21004,Sunbury,2013-14,2 years,517,495,22,95.7,
VIC,False,21005,Tullamarine - Broadmeadows,2013-14,2 years,2520,2321,199,92.1,
VIC,False,21101,Knox,2013-14,2 years,1857,1720,137,92.6,
VIC,False,21102,Manningham - East,2013-14,2 years,242,214,28,88.4,
VIC,False,21103,Maroondah,2013-14,2 years,1460,1331,129,91.1,
VIC,False,21104,Whitehorse - East,2013-14,2 years,788,737,51,93.5,
VIC,False,21105,Yarra Ranges,2013-14,2 years,1879,1716,163,91.3,
VIC,False,21201,Cardinia,2013-14,2 years,1453,1346,107,92.6,
VIC,False,21202,Casey - North,2013-14,2 years,1867,1718,149,92,
VIC,False,21203,Casey - South,2013-14,2 years,2611,2453,158,93.9,
VIC,False,21204,Dandenong,2013-14,2 years,2420,2207,213,91.2,
VIC,False,21205,Monash,2013-14,2 years,1806,1646,160,91.1,
VIC,False,21301,Brimbank,2013-14,2 years,2656,2430,226,91.5,
VIC,False,21302,Hobsons Bay,2013-14,2 years,1201,1135,66,94.5,
VIC,False,21303,Maribyrnong,2013-14,2 years,1145,1055,90,92.1,
VIC,False,21304,Melton - Bacchus Marsh,2013-14,2 years,2411,2246,165,93.1,
VIC,False,21305,Wyndham,2013-14,2 years,3975,3640,335,91.6,
VIC,False,21401,Frankston,2013-14,2 years,1872,1754,118,93.7,
VIC,False,21402,Mornington Peninsula,2013-14,2 years,1734,1610,124,92.8,
VIC,False,21501,Grampians,2013-14,2 years,626,599,27,95.6,
VIC,False,21502,Mildura,2013-14,2 years,714,658,56,92.2,
VIC,False,21503,Murray River - Swan Hill,2013-14,2 years,471,441,30,93.7,
VIC,False,21601,Campaspe,2013-14,2 years,454,429,25,94.7,
VIC,False,21602,Moira,2013-14,2 years,379,362,17,95.7,
VIC,False,21603,Shepparton,2013-14,2 years,908,852,56,93.9,
VIC,False,21701,Glenelg - Southern Grampians,2013-14,2 years,387,373,14,96.2,
VIC,False,21702,Warrnambool - Otway Ranges,2013-14,2 years,1107,1054,53,95.2,
QLD,False,30101,Capalaba,2013-14,2 years,908,861,47,94.8,
QLD,False,30102,Cleveland - Stradbroke,2013-14,2 years,894,831,63,93,
QLD,False,30103,Wynnum - Manly,2013-14,2 years,1045,985,60,94.3,
QLD,False,30201,Bald Hills - Everton Park,2013-14,2 years,561,536,25,95.6,
QLD,False,30202,Chermside,2013-14,2 years,927,877,50,94.6,
QLD,False,30203,Nundah,2013-14,2 years,512,477,35,93.1,
QLD,False,30204,Sandgate,2013-14,2 years,808,762,46,94.4,
QLD,False,30301,Carindale,2013-14,2 years,644,603,41,93.7,
QLD,False,30302,Holland Park - Yeronga,2013-14,2 years,869,795,74,91.6,
QLD,False,30303,Mt Gravatt,2013-14,2 years,890,846,44,95.1,
QLD,False,30304,Nathan,2013-14,2 years,513,480,33,93.6,
QLD,False,30305,Rocklea - Acacia Ridge,2013-14,2 years,896,831,65,92.7,
QLD,False,30306,Sunnybank,2013-14,2 years,652,604,48,92.6,
QLD,False,30401,Centenary,2013-14,2 years,500,469,31,93.7,
QLD,False,30402,Kenmore - Brookfield - Moggill,2013-14,2 years,473,434,39,91.7,
QLD,False,30403,Sherwood - Indooroopilly,2013-14,2 years,432,388,44,89.8,
QLD,False,30404,The Gap - Enoggera,2013-14,2 years,667,628,39,94.2,
QLD,False,30501,Brisbane Inner,2013-14,2 years,471,432,39,91.7,
QLD,False,30502,Brisbane Inner - East,2013-14,2 years,552,514,38,93.1,
QLD,False,30503,Brisbane Inner - North,2013-14,2 years,859,817,42,95,
QLD,False,30504,Brisbane Inner - West,2013-14,2 years,643,600,43,93.3,
QLD,False,30601,Cairns - North,2013-14,2 years,706,654,52,92.6,
QLD,False,30602,Cairns - South,2013-14,2 years,1678,1572,106,93.7,
QLD,False,30603,Innisfail - Cassowary Coast,2013-14,2 years,425,412,13,96.7,
QLD,False,30604,Port Douglas - Daintree,2013-14,2 years,145,134,11,92.4,
QLD,False,30605,Tablelands (East) - Kuranda,2013-14,2 years,487,434,53,89.2,
QLD,False,30701,Darling Downs (West) - Maranoa,2013-14,2 years,700,666,34,95.1,
QLD,False,30702,Darling Downs - East,2013-14,2 years,648,604,44,93.3,
QLD,False,30703,Granite Belt,2013-14,2 years,489,454,35,92.8,
QLD,False,30801,Central Highlands (Qld),2013-14,2 years,622,582,40,93.6,
QLD,False,30802,Gladstone - Biloela,2013-14,2 years,1232,1150,82,93.4,
QLD,False,30803,Rockhampton,2013-14,2 years,1585,1502,83,94.7,
QLD,False,30901,Broadbeach - Burleigh,2013-14,2 years,696,636,60,91.3,
QLD,False,30902,Coolangatta,2013-14,2 years,567,504,63,89,
QLD,False,30903,Gold Coast - North,2013-14,2 years,675,630,45,93.2,
QLD,False,30904,Gold Coast Hinterland,2013-14,2 years,186,167,19,89.8,
QLD,False,30905,Mudgeeraba - Tallebudgera,2013-14,2 years,367,330,37,89.8,
QLD,False,30906,Nerang,2013-14,2 years,950,887,63,93.4,
QLD,False,30907,Ormeau - Oxenford,2013-14,2 years,1787,1643,144,92,
QLD,False,30908,Robina,2013-14,2 years,619,552,67,89.2,
QLD,False,30909,Southport,2013-14,2 years,699,655,44,93.7,
QLD,False,30910,Surfers Paradise,2013-14,2 years,338,308,30,91.1,
QLD,False,31001,Forest Lake - Oxley,2013-14,2 years,1050,976,74,92.9,
QLD,False,31002,Ipswich Hinterland,2013-14,2 years,741,701,40,94.6,
QLD,False,31003,Ipswich Inner,2013-14,2 years,1601,1510,91,94.3,
QLD,False,31004,Springfield - Redbank,2013-14,2 years,1514,1392,122,92,
QLD,False,31101,Beaudesert,2013-14,2 years,172,161,11,93.5,
QLD,False,31102,Beenleigh,2013-14,2 years,656,604,52,92.1,
QLD,False,31103,Browns Plains,2013-14,2 years,1375,1276,99,92.8,
QLD,False,31104,Jimboomba,2013-14,2 years,564,531,33,94.1,
QLD,False,31105,Loganlea - Carbrook,2013-14,2 years,883,814,69,92.2,
QLD,False,31106,Springwood - Kingston,2013-14,2 years,1439,1315,124,91.4,
QLD,False,31201,Bowen Basin - North,2013-14,2 years,641,607,34,94.7,
QLD,False,31202,Mackay,2013-14,2 years,1670,1580,90,94.6,
QLD,False,31203,Whitsunday,2013-14,2 years,252,236,16,93.6,
QLD,False,31301,Bribie - Beachmere,2013-14,2 years,325,306,19,94,
QLD,False,31302,Caboolture,2013-14,2 years,1047,978,69,93.5,
QLD,False,31303,Caboolture Hinterland,2013-14,2 years,146,136,10,93,
QLD,False,31304,Narangba - Burpengary,2013-14,2 years,913,850,63,93.1,
QLD,False,31305,Redcliffe,2013-14,2 years,623,576,47,92.5,
QLD,False,31401,Hills District,2013-14,2 years,1141,1056,85,92.5,
QLD,False,31402,North Lakes,2013-14,2 years,1137,1077,60,94.8,
QLD,False,31403,Strathpine,2013-14,2 years,601,575,26,95.6,
QLD,False,31501,Far North,2013-14,2 years,556,525,31,94.5,
QLD,False,31502,Outback - North,2013-14,2 years,616,586,30,95.1,
QLD,False,31503,Outback - South,2013-14,2 years,323,306,17,94.7,
QLD,False,31601,Buderim,2013-14,2 years,518,478,40,92.3,
QLD,False,31602,Caloundra,2013-14,2 years,860,797,63,92.7,
QLD,False,31603,Maroochy,2013-14,2 years,651,574,77,88.2,
QLD,False,31604,Nambour - Pomona,2013-14,2 years,696,627,69,90.1,
QLD,False,31605,Noosa,2013-14,2 years,357,323,34,90.3,
QLD,False,31606,Sunshine Coast Hinterland,2013-14,2 years,522,445,77,85.1,
QLD,False,31701,Toowoomba,2013-14,2 years,1977,1847,130,93.4,
QLD,False,31801,Charters Towers - Ayr - Ingham,2013-14,2 years,521,493,28,94.6,
QLD,False,31802,Townsville,2013-14,2 years,2775,2621,154,94.5,
QLD,False,31901,Bundaberg,2013-14,2 years,993,940,53,94.7,
QLD,False,31902,Burnett,2013-14,2 years,581,542,39,93.3,
QLD,False,31903,Gympie - Cooloola,2013-14,2 years,525,492,33,93.9,
QLD,False,31904,Hervey Bay,2013-14,2 years,613,584,29,95.3,
QLD,False,31905,Maryborough,2013-14,2 years,555,507,48,91.4,
SA,True,40101,Adelaide City,2013-14,2 years,125,97,28,77.6,
SA,True,40102,Adelaide Hills,2013-14,2 years,792,712,80,89.8,
SA,True,40103,Burnside,2013-14,2 years,344,301,43,87.7,
SA,True,40104,Campbelltown (SA),2013-14,2 years,556,509,47,91.5,
SA,True,40105,Norwood - Payneham - St Peters,2013-14,2 years,371,335,36,90.3,
SA,True,40106,Prospect - Walkerville,2013-14,2 years,305,280,25,91.9,
SA,True,40107,Unley,2013-14,2 years,360,325,35,90.2,
SA,True,40201,Gawler - Two Wells,2013-14,2 years,430,399,31,92.8,
SA,True,40202,Playford,2013-14,2 years,1579,1453,126,92,
SA,True,40203,Port Adelaide - East,2013-14,2 years,879,818,61,93.1,
SA,True,40204,Salisbury,2013-14,2 years,1920,1789,131,93.2,
SA,True,40205,Tea Tree Gully,2013-14,2 years,1108,1041,67,94,
SA,True,40301,Holdfast Bay,2013-14,2 years,341,317,24,92.8,
SA,True,40302,Marion,2013-14,2 years,1037,952,85,91.8,
SA,True,40303,Mitcham,2013-14,2 years,659,613,46,93,
SA,True,40304,Onkaparinga,2013-14,2 years,2093,1943,150,92.8,
SA,True,40401,Charles Sturt,2013-14,2 years,1157,1051,106,90.8,
SA,True,40402,Port Adelaide - West,2013-14,2 years,704,631,73,89.6,
SA,True,40403,West Torrens,2013-14,2 years,712,648,64,91.1,
SA,True,40501,Barossa,2013-14,2 years,402,383,19,95.2,
SA,True,40502,Lower North,2013-14,2 years,274,255,19,92.8,
SA,True,40503,Mid North,2013-14,2 years,314,293,21,93.4,
SA,True,40504,Yorke Peninsula,2013-14,2 years,251,232,19,92.4,
SA,True,40601,Eyre Peninsula and South West,2013-14,2 years,826,764,62,92.5,
SA,True,40602,Outback - North and East,2013-14,2 years,379,351,28,92.6,
SA,True,40701,Fleurieu - Kangaroo Island,2013-14,2 years,423,390,33,92.1,
SA,True,40702,Limestone Coast,2013-14,2 years,802,759,43,94.6,
SA,True,40703,Murray and Mallee,2013-14,2 years,735,696,39,94.7,
WA,False,50101,Augusta - Margaret River - Busselton,2013-14,2 years,631,548,83,86.9,
WA,False,50102,Bunbury,2013-14,2 years,1410,1295,115,91.9,
WA,False,50103,Manjimup,2013-14,2 years,242,211,31,87.5,
WA,False,50201,Mandurah,2013-14,2 years,1223,1102,121,90.1,
WA,False,50301,Cottesloe - Claremont,2013-14,2 years,577,516,61,89.4,
WA,False,50302,Perth City,2013-14,2 years,1067,945,122,88.6,
WA,False,50401,Bayswater - Bassendean,2013-14,2 years,1146,1048,98,91.5,
WA,False,50402,Mundaring,2013-14,2 years,451,391,60,86.7,
WA,False,50403,Swan,2013-14,2 years,1780,1640,140,92.1,
WA,False,50501,Joondalup,2013-14,2 years,1958,1800,158,91.9,
WA,False,50502,Stirling,2013-14,2 years,2600,2347,253,90.3,
WA,False,50503,Wanneroo,2013-14,2 years,2941,2693,248,91.5,
WA,False,50601,Armadale,2013-14,2 years,1237,1133,104,91.6,
WA,False,50602,Belmont - Victoria Park,2013-14,2 years,995,900,95,90.5,
WA,False,50603,Canning,2013-14,2 years,1266,1104,162,87.2,
WA,False,50604,Gosnells,2013-14,2 years,1809,1647,162,91,
WA,False,50605,Kalamunda,2013-14,2 years,716,655,61,91.5,
WA,False,50606,Serpentine - Jarrahdale,2013-14,2 years,296,265,31,89.5,
WA,False,50607,South Perth,2013-14,2 years,421,375,46,89.1,
WA,False,50701,Cockburn,2013-14,2 years,1544,1400,144,90.6,
WA,False,50702,Fremantle,2013-14,2 years,391,320,71,81.9,
WA,False,50703,Kwinana,2013-14,2 years,630,573,57,91,
WA,False,50704,Melville,2013-14,2 years,1097,978,119,89.2,
WA,False,50705,Rockingham,2013-14,2 years,1875,1679,196,89.5,
WA,False,50801,Esperance,2013-14,2 years,220,212,8,96.4,
WA,False,50802,Gascoyne,2013-14,2 years,158,152,6,96.1,
WA,False,50803,Goldfields,2013-14,2 years,670,616,54,91.9,
WA,False,50804,Kimberley,2013-14,2 years,639,615,24,96.2,
WA,False,50805,Mid West,2013-14,2 years,768,725,43,94.4,
WA,False,50806,Pilbara,2013-14,2 years,923,873,50,94.6,
WA,False,50901,Albany,2013-14,2 years,714,666,48,93.3,
WA,False,50902,Wheat Belt - North,2013-14,2 years,681,644,37,94.6,
WA,False,50903,Wheat Belt - South,2013-14,2 years,300,291,9,96.9,
TAS,False,60101,Brighton,2013-14,2 years,240,222,18,92.5,
TAS,False,60102,Hobart - North East,2013-14,2 years,658,620,38,94.2,
TAS,False,60103,Hobart - North West,2013-14,2 years,670,638,32,95.3,
TAS,False,60104,Hobart - South and West,2013-14,2 years,437,414,23,94.7,
TAS,False,60105,Hobart Inner,2013-14,2 years,525,485,40,92.3,
TAS,False,60106,Sorell - Dodges Ferry,2013-14,2 years,185,172,13,93,
TAS,False,60201,Launceston,2013-14,2 years,1035,957,78,92.5,
TAS,False,60202,Meander Valley - West Tamar,2013-14,2 years,246,229,17,92.8,
TAS,False,60203,North East,2013-14,2 years,401,375,26,93.4,
TAS,False,60301,Central Highlands (Tas.),2013-14,2 years,132,124,8,93.5,
TAS,False,60302,Huon - Bruny Island,2013-14,2 years,215,187,28,87.1,
TAS,False,60303,South East Coast,2013-14,2 years,NP,NP,NP,91.2,#
TAS,False,60401,Burnie - Ulverstone,2013-14,2 years,595,559,36,93.9,
TAS,False,60402,Devonport,2013-14,2 years,504,466,38,92.5,
TAS,False,60403,West Coast,2013-14,2 years,220,201,19,91.4,
NT,False,70101,Darwin City,2013-14,2 years,285,256,29,89.9,
NT,False,70102,Darwin Suburbs,2013-14,2 years,897,829,68,92.4,
NT,False,70103,Litchfield,2013-14,2 years,286,271,15,94.9,
NT,False,70104,Palmerston,2013-14,2 years,643,596,47,92.7,
NT,False,70201,Alice Springs,2013-14,2 years,684,633,51,92.6,
NT,False,70202,Barkly,2013-14,2 years,NP,NP,NP,95.5,#
NT,False,70203,Daly - Tiwi - West Arnhem,2013-14,2 years,217,208,9,95.9,
NT,False,70204,East Arnhem,2013-14,2 years,NP,NP,NP,98.1,
NT,False,70205,Katherine,2013-14,2 years,391,379,12,96.9,
ACT,False,80101,Belconnen,2013-14,2 years,1405,1317,88,93.7,
ACT,False,80102,Cotter - Namadgi,2013-14,2 years,NP,NP,NP,NP,
ACT,False,80103,Fyshwick - Pialligo - Hume,2013-14,2 years,NP,NP,NP,NP,
ACT,False,80104,Gungahlin,2013-14,2 years,1195,1128,67,94.4,
ACT,False,80105,North Canberra,2013-14,2 years,522,477,45,91.4,
ACT,False,80106,South Canberra,2013-14,2 years,289,248,41,85.8,
ACT,False,80107,Tuggeranong,2013-14,2 years,1268,1186,82,93.5,
ACT,False,80108,Weston Creek,2013-14,2 years,363,340,23,93.7,
ACT,False,80109,Woden,2013-14,2 years,387,358,29,92.5,
OTH,False,90101,Christmas Island,2013-14,2 years,NP,NP,NP,NP,
OTH,False,90102,Cocos (Keeling) Islands,2013-14,2 years,NP,NP,NP,NP,
OTH,False,90103,Jervis Bay,2013-14,2 years,NP,NP,NP,NP,
NSW,False,10101,Goulburn - Yass,2013-14,5 years,904,845,59,93.4,
NSW,False,10102,Queanbeyan,2013-14,5 years,768,717,51,93.3,
NSW,False,10103,Snowy Mountains,2013-14,5 years,266,246,20,92.1,
NSW,False,10104,South Coast,2013-14,5 years,833,769,64,92.3,
NSW,False,10201,Gosford,2013-14,5 years,2210,2042,168,92.4,
NSW,False,10202,Wyong,2013-14,5 years,2129,2031,98,95.4,
NSW,False,10301,Bathurst,2013-14,5 years,683,652,31,95.5,
NSW,False,10302,Lachlan Valley,2013-14,5 years,809,772,37,95.4,
NSW,False,10303,Lithgow - Mudgee,2013-14,5 years,601,571,30,95,
NSW,False,10304,Orange,2013-14,5 years,870,822,48,94.4,
NSW,False,10401,Clarence Valley,2013-14,5 years,613,574,39,93.6,
NSW,False,10402,Coffs Harbour,2013-14,5 years,1094,964,130,88.1,
NSW,False,10501,Bourke - Cobar - Coonamble,2013-14,5 years,390,367,23,94,
NSW,False,10502,Broken Hill and Far West,2013-14,5 years,287,267,20,93.3,
NSW,False,10503,Dubbo,2013-14,5 years,1098,1024,74,93.2,
NSW,False,10601,Lower Hunter,2013-14,5 years,1324,1253,71,94.7,
NSW,False,10602,Maitland,2013-14,5 years,1073,1042,31,97.1,
NSW,False,10603,Port Stephens,2013-14,5 years,938,890,48,94.9,
NSW,False,10604,Upper Hunter,2013-14,5 years,470,446,24,94.9,
NSW,False,10701,Dapto - Port Kembla,2013-14,5 years,1047,1005,42,95.9,
NSW,False,10702,Illawarra Catchment Reserve,2013-14,5 years,NP,NP,NP,NP,
NSW,False,10703,Kiama - Shellharbour,2013-14,5 years,1156,1106,50,95.7,
NSW,False,10704,Wollongong,2013-14,5 years,1526,1419,107,93,
NSW,False,10801,Great Lakes,2013-14,5 years,339,315,24,92.9,
NSW,False,10802,Kempsey - Nambucca,2013-14,5 years,595,541,54,90.8,
NSW,False,10803,Lord Howe Island,2013-14,5 years,NP,NP,NP,NP,
NSW,False,10804,Port Macquarie,2013-14,5 years,916,855,61,93.4,
NSW,False,10805,Taree - Gloucester,2013-14,5 years,670,636,34,94.9,
NSW,False,10901,Albury,2013-14,5 years,761,725,36,95.2,
NSW,False,10902,Lower Murray,2013-14,5 years,137,127,10,92.1,
NSW,False,10903,Upper Murray exc. Albury,2013-14,5 years,482,459,23,95.2,
NSW,False,11001,Armidale,2013-14,5 years,500,458,42,91.6,
NSW,False,11002,Inverell - Tenterfield,2013-14,5 years,471,442,29,93.9,
NSW,False,11003,Moree - Narrabri,2013-14,5 years,446,420,26,94.1,
NSW,False,11004,Tamworth - Gunnedah,2013-14,5 years,1196,1145,51,95.7,
NSW,False,11101,Lake Macquarie - East,2013-14,5 years,1551,1477,74,95.2,
NSW,False,11102,Lake Macquarie - West,2013-14,5 years,866,820,46,94.8,
NSW,False,11103,Newcastle,2013-14,5 years,1957,1828,129,93.4,
NSW,False,11201,Richmond Valley - Coastal,2013-14,5 years,985,810,175,82.3,
NSW,False,11202,Richmond Valley - Hinterland,2013-14,5 years,996,886,110,88.9,
NSW,False,11203,Tweed Valley,2013-14,5 years,1108,969,139,87.5,
NSW,False,11301,Griffith - Murrumbidgee (West),2013-14,5 years,709,656,53,92.5,
NSW,False,11302,Tumut - Tumbarumba,2013-14,5 years,206,197,9,95.9,
NSW,False,11303,Wagga Wagga,2013-14,5 years,1327,1274,53,96,
NSW,False,11401,Shoalhaven,2013-14,5 years,1146,1077,69,94,
NSW,False,11402,Southern Highlands,2013-14,5 years,586,541,45,92.4,
NSW,False,11501,Baulkham Hills,2013-14,5 years,2040,1902,138,93.2,
NSW,False,11502,Dural - Wisemans Ferry,2013-14,5 years,362,323,39,89.3,
NSW,False,11503,Hawkesbury,2013-14,5 years,326,312,14,95.6,
NSW,False,11504,Rouse Hill - McGraths Hill,2013-14,5 years,520,495,25,95.4,
NSW,False,11601,Blacktown,2013-14,5 years,2011,1876,135,93.3,
NSW,False,11602,Blacktown - North,2013-14,5 years,1490,1418,72,95.2,
NSW,False,11603,Mount Druitt,2013-14,5 years,1985,1804,181,90.9,
NSW,False,11701,Botany,2013-14,5 years,538,493,45,91.7,
NSW,False,11702,Marrickville - Sydenham - Petersham,2013-14,5 years,679,622,57,91.7,
NSW,False,11703,Sydney Inner City,2013-14,5 years,1231,1051,180,85.3,
NSW,False,11801,Eastern Suburbs - North,2013-14,5 years,1495,1267,228,84.7,
NSW,False,11802,Eastern Suburbs - South,2013-14,5 years,1620,1419,201,87.6,
NSW,False,11901,Bankstown,2013-14,5 years,2681,2491,190,92.9,
NSW,False,11902,Canterbury,2013-14,5 years,2080,1885,195,90.6,
NSW,False,11903,Hurstville,2013-14,5 years,1576,1425,151,90.5,
NSW,False,11904,Kogarah - Rockdale,2013-14,5 years,1735,1585,150,91.4,
NSW,False,12001,Canada Bay,2013-14,5 years,1077,961,116,89.2,
NSW,False,12002,Leichhardt,2013-14,5 years,846,758,88,89.6,
NSW,False,12003,Strathfield - Burwood - Ashfield,2013-14,5 years,1623,1475,148,90.9,
NSW,False,12101,Chatswood - Lane Cove,2013-14,5 years,1489,1322,167,88.8,
NSW,False,12102,Hornsby,2013-14,5 years,1208,1113,95,92.1,
NSW,False,12103,Ku-ring-gai,2013-14,5 years,1553,1383,170,89.1,
NSW,False,12104,North Sydney - Mosman,2013-14,5 years,1004,873,131,87,
NSW,False,12201,Manly,2013-14,5 years,673,592,81,87.9,
NSW,False,12202,Pittwater,2013-14,5 years,812,717,95,88.2,
NSW,False,12203,Warringah,2013-14,5 years,2301,2075,226,90.2,
NSW,False,12301,Camden,2013-14,5 years,987,934,53,94.6,
NSW,False,12302,Campbelltown (NSW),2013-14,5 years,2507,2345,162,93.6,
NSW,False,12303,Wollondilly,2013-14,5 years,621,591,30,95.2,
NSW,False,12401,Blue Mountains,2013-14,5 years,1014,897,117,88.4,
NSW,False,12402,Blue Mountains - South,2013-14,5 years,NP,NP,NP,NP,
NSW,False,12403,Penrith,2013-14,5 years,2033,1926,107,94.7,
NSW,False,12404,Richmond - Windsor,2013-14,5 years,525,500,25,95.4,
NSW,False,12405,St Marys,2013-14,5 years,921,859,62,93.3,
NSW,False,12501,Auburn,2013-14,5 years,1190,1056,134,88.7,
NSW,False,12502,Carlingford,2013-14,5 years,848,789,59,93,
NSW,False,12503,Merrylands - Guildford,2013-14,5 years,2548,2352,196,92.3,
NSW,False,12504,Parramatta,2013-14,5 years,1969,1769,200,89.8,
NSW,False,12601,Pennant Hills - Epping,2013-14,5 years,547,501,46,91.6,
NSW,False,12602,Ryde - Hunters Hill,2013-14,5 years,1575,1458,117,92.6,
NSW,False,12701,Bringelly - Green Valley,2013-14,5 years,1419,1325,94,93.3,
NSW,False,12702,Fairfield,2013-14,5 years,2616,2418,198,92.4,
NSW,False,12703,Liverpool,2013-14,5 years,1831,1678,153,91.6,
NSW,False,12801,Cronulla - Miranda - Caringbah,2013-14,5 years,1367,1265,102,92.5,
NSW,False,12802,Sutherland - Menai - Heathcote,2013-14,5 years,1627,1562,65,96,
VIC,False,20101,Ballarat,2013-14,5 years,1407,1308,99,92.9,
VIC,False,20102,Creswick - Daylesford - Ballan,2013-14,5 years,369,337,32,91.2,
VIC,False,20103,Maryborough - Pyrenees,2013-14,5 years,287,276,11,96.2,
VIC,False,20201,Bendigo,2013-14,5 years,1218,1150,68,94.4,
VIC,False,20202,Heathcote - Castlemaine - Kyneton,2013-14,5 years,544,486,58,89.2,
VIC,False,20203,Loddon - Elmore,2013-14,5 years,136,128,8,94,
VIC,False,20301,Barwon - West,2013-14,5 years,253,243,10,96,
VIC,False,20302,Geelong,2013-14,5 years,2375,2231,144,94,
VIC,False,20303,Surf Coast - Bellarine Peninsula,2013-14,5 years,837,778,59,92.9,
VIC,False,20401,Upper Goulburn Valley,2013-14,5 years,623,556,67,89.3,
VIC,False,20402,Wangaratta - Benalla,2013-14,5 years,508,471,37,92.7,
VIC,False,20403,Wodonga - Alpine,2013-14,5 years,907,858,49,94.7,
VIC,False,20501,Baw Baw,2013-14,5 years,594,541,53,91,
VIC,False,20502,Gippsland - East,2013-14,5 years,484,450,34,93,
VIC,False,20503,Gippsland - South West,2013-14,5 years,705,653,52,92.5,
VIC,False,20504,Latrobe Valley,2013-14,5 years,1028,978,50,95.2,
VIC,False,20505,Wellington,2013-14,5 years,573,540,33,94.3,
VIC,False,20601,Brunswick - Coburg,2013-14,5 years,922,855,67,92.8,
VIC,False,20602,Darebin - South,2013-14,5 years,628,584,44,93.1,
VIC,False,20603,Essendon,2013-14,5 years,782,725,57,92.7,
VIC,False,20604,Melbourne City,2013-14,5 years,661,548,113,83,
VIC,False,20605,Port Phillip,2013-14,5 years,897,796,101,88.7,
VIC,False,20606,Stonnington - West,2013-14,5 years,415,345,70,83,
VIC,False,20607,Yarra,2013-14,5 years,738,663,75,89.9,
VIC,False,20701,Boroondara,2013-14,5 years,1807,1666,141,92.2,
VIC,False,20702,Manningham - West,2013-14,5 years,958,878,80,91.6,
VIC,False,20703,Whitehorse - West,2013-14,5 years,1183,1098,85,92.8,
VIC,False,20801,Bayside,2013-14,5 years,1261,1150,111,91.1,
