state,south_australia_related,sa4_code,sa4_name,reporting_year,age_group,num_registered_children,num_fully_immunised,num_not_fully_immunised,percent_fully_immunised,interpret_with_caution
VIC,False,208,Melbourne - Inner South,2013-14,2 years,NP,NP,NP,NP,
VIC,False,209,Melbourne - North East,2013-14,2 years,NP,NP,NP,95.7,#
VIC,False,210,Melbourne - North West,2013-14,2 years,NP,NP,NP,87.4,#
VIC,False,211,Melbourne - Outer East,2013-14,2 years,48,41,7,85.6,#
VIC,False,212,Melbourne - South East,2013-14,2 years,77,70,7,90.2,#
VIC,False,213,Melbourne - West,2013-14,2 years,95,81,14,84.9,#
VIC,False,214,Mornington Peninsula,2013-14,2 years,NP,NP,NP,91.7,#
VIC,False,215,North West,2013-14,2 years,112,99,13,88.5,
VIC,False,216,Shepparton,2013-14,2 years,113,104,9,92,
VIC,False,217,Warrnambool and South West,2013-14,2 years,NP,NP,NP,97.1,#
QLD,False,301,Brisbane - East,2013-14,2 years,105,99,6,94.3,
QLD,False,302,Brisbane - North,2013-14,2 years,99,93,6,93.6,#
QLD,False,303,Brisbane - South,2013-14,2 years,83,74,9,89.1,#
QLD,False,304,Brisbane - West,2013-14,2 years,NP,NP,NP,98.6,#
QLD,False,305,Brisbane Inner City,2013-14,2 years,NP,NP,NP,97.1,#
QLD,False,306,Cairns,2013-14,2 years,783,742,41,94.7,
QLD,False,307,Darling Downs - Maranoa,2013-14,2 years,214,199,15,92.9,
QLD,False,308,Fitzroy,2013-14,2 years,374,340,34,90.9,
QLD,False,309,Gold Coast,2013-14,2 years,187,177,10,94.6,
QLD,False,310,Ipswich,2013-14,2 years,305,277,28,90.8,
QLD,False,311,Logan - Beaudesert,2013-14,2 years,287,269,18,93.8,
QLD,False,312,Mackay,2013-14,2 years,205,191,14,93.2,
QLD,False,313,Moreton Bay - North,2013-14,2 years,202,186,16,92.1,
QLD,False,314,Moreton Bay - South,2013-14,2 years,NP,NP,NP,95.3,#
QLD,False,315,Queensland - Outback,2013-14,2 years,733,703,30,95.9,
QLD,False,316,Sunshine Coast,2013-14,2 years,112,104,8,92.8,
QLD,False,317,Toowoomba,2013-14,2 years,145,132,13,90.5,
QLD,False,318,Townsville,2013-14,2 years,532,484,48,91,
QLD,False,319,Wide Bay,2013-14,2 years,361,331,30,91.7,
SA,True,401,Adelaide - Central and Hills,2013-14,2 years,NP,NP,NP,NP,
SA,True,402,Adelaide - North,2013-14,2 years,239,210,29,87.9,
SA,True,403,Adelaide - South,2013-14,2 years,95,80,15,84.3,#
SA,True,404,Adelaide - West,2013-14,2 years,85,67,18,78.7,#
SA,True,405,Barossa - Yorke - Mid North,2013-14,2 years,56,43,13,77.1,#
SA,True,406,South Australia - Outback,2013-14,2 years,199,172,27,86.4,
SA,True,407,South Australia - South East,2013-14,2 years,106,96,10,90.5,
WA,False,501,Bunbury,2013-14,2 years,101,94,7,93.1,
WA,False,502,Mandurah,2013-14,2 years,NP,NP,NP,93.9,#
WA,False,503,Perth - Inner,2013-14,2 years,NP,NP,NP,NP,
WA,False,504,Perth - North East,2013-14,2 years,140,115,25,82.3,
WA,False,505,Perth - North West,2013-14,2 years,146,125,21,85.6,
WA,False,506,Perth - South East,2013-14,2 years,293,247,46,84.3,
WA,False,507,Perth - South West,2013-14,2 years,136,125,11,91.9,
WA,False,508,Western Australia - Outback,2013-14,2 years,918,867,51,94.4,
WA,False,509,Western Australia - Wheat Belt,2013-14,2 years,NP,NP,NP,97.9,
TAS,False,601,Hobart,2013-14,2 years,120,113,7,94.2,
TAS,False,602,Launceston and North East,2013-14,2 years,115,107,8,93,
TAS,False,603,South East,2013-14,2 years,NP,NP,NP,95,#
TAS,False,604,West and North West,2013-14,2 years,141,128,13,90.8,
NT,False,701,Darwin,2013-14,2 years,344,325,19,94.5,
NT,False,702,Northern Territory - Outback,2013-14,2 years,1051,1014,37,96.5,
ACT,False,801,Australian Capital Territory,2013-14,2 years,113,107,6,94.7,
OTH,False,901,Other Territories,2013-14,2 years,NP,NP,NP,NP,
NSW,False,101,Capital Region,2013-14,5 years,127,117,10,92.1,
NSW,False,102,Central Coast,2013-14,5 years,181,174,7,96.2,
NSW,False,103,Central West,2013-14,5 years,247,236,11,95.6,
NSW,False,104,Coffs Harbour - Grafton,2013-14,5 years,NP,NP,NP,97,
NSW,False,105,Far West and Orana,2013-14,5 years,463,419,44,90.5,
NSW,False,106,Hunter Valley exc Newcastle,2013-14,5 years,246,237,9,96.4,
NSW,False,107,Illawarra,2013-14,5 years,122,116,6,95.1,
NSW,False,108,Mid North Coast,2013-14,5 years,303,286,17,94.4,
NSW,False,109,Murray,2013-14,5 years,NP,NP,NP,93.4,#
NSW,False,110,New England and North West,2013-14,5 years,442,421,21,95.4,
NSW,False,111,Newcastle and Lake Macquarie,2013-14,5 years,200,183,17,91.9,
NSW,False,112,Richmond - Tweed,2013-14,5 years,238,224,14,93.9,
NSW,False,113,Riverina,2013-14,5 years,176,165,11,93.5,
NSW,False,114,Southern Highlands and Shoalhaven,2013-14,5 years,112,106,6,94.6,
NSW,False,115,Sydney - Baulkham Hills and Hawkesbury,2013-14,5 years,NP,NP,NP,NP,
NSW,False,116,Sydney - Blacktown,2013-14,5 years,161,149,12,92.6,
NSW,False,117,Sydney - City and Inner South,2013-14,5 years,89,78,11,87.8,#
NSW,False,118,Sydney - Eastern Suburbs,2013-14,5 years,33,26,7,78.7,#
NSW,False,119,Sydney - Inner South West,2013-14,5 years,NP,NP,NP,87.7,#
NSW,False,120,Sydney - Inner West,2013-14,5 years,NP,NP,NP,82.5,#
NSW,False,121,Sydney - North Sydney and Hornsby,2013-14,5 years,NP,NP,NP,NP,
NSW,False,122,Sydney - Northern Beaches,2013-14,5 years,NP,NP,NP,NP,
NSW,False,123,Sydney - Outer South West,2013-14,5 years,147,137,10,92.6,
NSW,False,124,Sydney - Outer West and Blue Mountains,2013-14,5 years,137,128,9,93.5,
NSW,False,125,Sydney - Parramatta,2013-14,5 years,49,43,6,88.6,#
NSW,False,126,Sydney - Ryde,2013-14,5 years,NP,NP,NP,NP,
NSW,False,127,Sydney - South West,2013-14,5 years,NP,NP,NP,99.9,#
NSW,False,128,Sydney - Sutherland,2013-14,5 years,NP,NP,NP,88.5,#
VIC,False,201,Ballarat,2013-14,5 years,NP,NP,NP,84.4,#
VIC,False,202,Bendigo,2013-14,5 years,NP,NP,NP,93.3,#
VIC,False,203,Geelong,2013-14,5 years,NP,NP,NP,96.7,#
VIC,False,204,Hume,2013-14,5 years,46,39,7,84.9,#
VIC,False,205,Latrobe - Gippsland,2013-14,5 years,101,95,6,94,
VIC,False,206,Melbourne - Inner,2013-14,5 years,NP,NP,NP,87.1,#
VIC,False,207,Melbourne - Inner East,2013-14,5 years,NP,NP,NP,NP,
VIC,False,208,Melbourne - Inner South,2013-14,5 years,NP,NP,NP,NP,
VIC,False,209,Melbourne - North East,2013-14,5 years,NP,NP,NP,92.9,#
VIC,False,210,Melbourne - North West,2013-14,5 years,29,22,7,75.6,#
VIC,False,211,Melbourne - Outer East,2013-14,5 years,39,33,6,84.5,#
VIC,False,212,Melbourne - South East,2013-14,5 years,NP,NP,NP,98.1,#
VIC,False,213,Melbourne - West,2013-14,5 years,NP,NP,NP,94.3,#
VIC,False,214,Mornington Peninsula,2013-14,5 years,NP,NP,NP,NP,
VIC,False,215,North West,2013-14,5 years,101,90,11,89.1,
VIC,False,216,Shepparton,2013-14,5 years,93,86,7,92.5,#
VIC,False,217,Warrnambool and South West,2013-14,5 years,NP,NP,NP,87.5,#
QLD,False,301,Brisbane - East,2013-14,5 years,112,102,10,91.1,
QLD,False,302,Brisbane - North,2013-14,5 years,NP,NP,NP,93.6,#
QLD,False,303,Brisbane - South,2013-14,5 years,87,77,10,88.8,#
QLD,False,304,Brisbane - West,2013-14,5 years,NP,NP,NP,97.9,#
QLD,False,305,Brisbane Inner City,2013-14,5 years,NP,NP,NP,85.2,#
QLD,False,306,Cairns,2013-14,5 years,819,785,34,95.8,
QLD,False,307,Darling Downs - Maranoa,2013-14,5 years,185,166,19,89.6,
QLD,False,308,Fitzroy,2013-14,5 years,325,304,21,93.5,
QLD,False,309,Gold Coast,2013-14,5 years,163,156,7,95.7,
QLD,False,310,Ipswich,2013-14,5 years,332,315,17,94.9,
QLD,False,311,Logan - Beaudesert,2013-14,5 years,235,223,12,94.9,
QLD,False,312,Mackay,2013-14,5 years,212,195,17,92,
QLD,False,313,Moreton Bay - North,2013-14,5 years,NP,NP,NP,97.4,
QLD,False,314,Moreton Bay - South,2013-14,5 years,NP,NP,NP,96.6,#
QLD,False,315,Queensland - Outback,2013-14,5 years,710,673,37,94.8,
QLD,False,316,Sunshine Coast,2013-14,5 years,96,86,10,89.6,#
QLD,False,317,Toowoomba,2013-14,5 years,182,166,16,90.9,
QLD,False,318,Townsville,2013-14,5 years,488,452,36,92.5,
QLD,False,319,Wide Bay,2013-14,5 years,320,296,24,92.5,
SA,True,401,Adelaide - Central and Hills,2013-14,5 years,31,25,6,80.5,#
SA,True,402,Adelaide - North,2013-14,5 years,238,205,33,86.2,
SA,True,403,Adelaide - South,2013-14,5 years,87,77,10,88.6,#
SA,True,404,Adelaide - West,2013-14,5 years,89,72,17,80.9,#
SA,True,405,Barossa - Yorke - Mid North,2013-14,5 years,NP,NP,NP,92.6,#
SA,True,406,South Australia - Outback,2013-14,5 years,196,166,30,84.7,
SA,True,407,South Australia - South East,2013-14,5 years,NP,NP,NP,96,#
WA,False,501,Bunbury,2013-14,5 years,NP,NP,NP,97.4,#
WA,False,502,Mandurah,2013-14,5 years,NP,NP,NP,90,#
WA,False,503,Perth - Inner,2013-14,5 years,NP,NP,NP,NP,
WA,False,504,Perth - North East,2013-14,5 years,160,133,27,82.9,
WA,False,505,Perth - North West,2013-14,5 years,138,113,25,81.9,
WA,False,506,Perth - South East,2013-14,5 years,259,227,32,87.6,
WA,False,507,Perth - South West,2013-14,5 years,143,130,13,90.9,
WA,False,508,Western Australia - Outback,2013-14,5 years,928,872,56,94,
WA,False,509,Western Australia - Wheat Belt,2013-14,5 years,158,152,6,96.4,
TAS,False,601,Hobart,2013-14,5 years,117,107,10,91,
TAS,False,602,Launceston and North East,2013-14,5 years,114,105,9,91.6,
TAS,False,603,South East,2013-14,5 years,NP,NP,NP,96.5,#
TAS,False,604,West and North West,2013-14,5 years,128,120,8,93.8,
NT,False,701,Darwin,2013-14,5 years,389,363,26,93.4,
NT,False,702,Northern Territory - Outback,2013-14,5 years,957,924,33,96.5,
ACT,False,801,Australian Capital Territory,2013-14,5 years,94,88,6,93.6,#
OTH,False,901,Other Territories,2013-14,5 years,NP,NP,NP,NP,
NSW,False,101,Capital Region,2012-13,1 year,134,108,26,80.6,
NSW,False,102,Central Coast,2012-13,1 year,206,185,21,89.9,
NSW,False,103,Central West,2012-13,1 year,317,271,46,85.4,
NSW,False,104,Coffs Harbour - Grafton,2012-13,1 year,155,134,21,86.3,
NSW,False,105,Far West and Orana,2012-13,1 year,547,440,107,80.5,
NSW,False,106,Hunter Valley exc Newcastle,2012-13,1 year,266,238,28,89.5,
NSW,False,107,Illawarra,2012-13,1 year,190,164,26,86.3,
NSW,False,108,Mid North Coast,2012-13,1 year,319,286,33,89.7,
NSW,False,109,Murray,2012-13,1 year,88,76,12,86.5,#
NSW,False,110,New England and North West,2012-13,1 year,507,435,72,85.6,
NSW,False,111,Newcastle and Lake Macquarie,2012-13,1 year,221,204,17,92.2,
NSW,False,112,Richmond - Tweed,2012-13,1 year,234,191,43,81.6,
NSW,False,113,Riverina,2012-13,1 year,202,171,31,84.6,
NSW,False,114,Southern Highlands and Shoalhaven,2012-13,1 year,149,123,26,82.5,
NSW,False,115,Sydney - Baulkham Hills and Hawkesbury,2012-13,1 year,NP,NP,NP,NP,
NSW,False,116,Sydney - Blacktown,2012-13,1 year,180,149,31,82.6,
NSW,False,117,Sydney - City and Inner South,2012-13,1 year,80,66,14,83.1,#
NSW,False,118,Sydney - Eastern Suburbs,2012-13,1 year,NP,NP,NP,90.5,#
NSW,False,119,Sydney - Inner South West,2012-13,1 year,48,38,10,79.6,#
NSW,False,120,Sydney - Inner West,2012-13,1 year,NP,NP,NP,85.8,#
NSW,False,121,Sydney - North Sydney and Hornsby,2012-13,1 year,NP,NP,NP,NP,
NSW,False,122,Sydney - Northern Beaches,2012-13,1 year,NP,NP,NP,NP,
NSW,False,123,Sydney - Outer South West,2012-13,1 year,107,96,11,89.7,
NSW,False,124,Sydney - Outer West and Blue Mountains,2012-13,1 year,130,116,14,88.7,
NSW,False,125,Sydney - Parramatta,2012-13,1 year,47,37,10,78.6,#
NSW,False,126,Sydney - Ryde,2012-13,1 year,NP,NP,NP,NP,
NSW,False,127,Sydney - South West,2012-13,1 year,105,89,16,84.8,
NSW,False,128,Sydney - Sutherland,2012-13,1 year,26,19,7,73.1,#
VIC,False,201,Ballarat,2012-13,1 year,NP,NP,NP,97.4,#
VIC,False,202,Bendigo,2012-13,1 year,48,39,9,81.3,#
VIC,False,203,Geelong,2012-13,1 year,NP,NP,NP,89.1,#
VIC,False,204,Hume,2012-13,1 year,NP,NP,NP,88,#
VIC,False,205,Latrobe - Gippsland,2012-13,1 year,108,97,11,89.8,
VIC,False,206,Melbourne - Inner,2012-13,1 year,NP,NP,NP,84.3,#
VIC,False,207,Melbourne - Inner East,2012-13,1 year,NP,NP,NP,NP,
VIC,False,208,Melbourne - Inner South,2012-13,1 year,NP,NP,NP,NP,
VIC,False,209,Melbourne - North East,2012-13,1 year,73,64,9,88.8,#
VIC,False,210,Melbourne - North West,2012-13,1 year,36,28,8,78.5,#
VIC,False,211,Melbourne - Outer East,2012-13,1 year,NP,NP,NP,87.7,#
VIC,False,212,Melbourne - South East,2012-13,1 year,79,66,13,84.2,#
VIC,False,213,Melbourne - West,2012-13,1 year,81,69,12,85.2,#
VIC,False,214,Mornington Peninsula,2012-13,1 year,NP,NP,NP,92.6,#
VIC,False,215,North West,2012-13,1 year,115,95,20,82.6,
VIC,False,216,Shepparton,2012-13,1 year,109,94,15,86.2,
VIC,False,217,Warrnambool and South West,2012-13,1 year,NP,NP,NP,91.4,#
QLD,False,301,Brisbane - East,2012-13,1 year,108,96,12,88.9,
QLD,False,302,Brisbane - North,2012-13,1 year,90,81,9,90.6,#
QLD,False,303,Brisbane - South,2012-13,1 year,91,84,7,92,#
QLD,False,304,Brisbane - West,2012-13,1 year,NP,NP,NP,NP,
QLD,False,305,Brisbane Inner City,2012-13,1 year,NP,NP,NP,89.1,#
QLD,False,306,Cairns,2012-13,1 year,761,650,111,85.4,
QLD,False,307,Darling Downs - Maranoa,2012-13,1 year,202,180,22,89.5,
QLD,False,308,Fitzroy,2012-13,1 year,366,310,56,84.7,
QLD,False,309,Gold Coast,2012-13,1 year,164,144,20,87.7,
QLD,False,310,Ipswich,2012-13,1 year,276,236,40,85.5,
QLD,False,311,Logan - Beaudesert,2012-13,1 year,273,245,28,89.5,
QLD,False,312,Mackay,2012-13,1 year,194,173,21,89.2,
QLD,False,313,Moreton Bay - North,2012-13,1 year,201,164,37,81.5,
QLD,False,314,Moreton Bay - South,2012-13,1 year,83,73,10,88.3,#
QLD,False,315,Queensland - Outback,2012-13,1 year,720,634,86,88,
QLD,False,316,Sunshine Coast,2012-13,1 year,107,97,10,90.7,
QLD,False,317,Toowoomba,2012-13,1 year,154,122,32,79.4,
QLD,False,318,Townsville,2012-13,1 year,504,402,102,79.7,
QLD,False,319,Wide Bay,2012-13,1 year,377,326,51,86.4,
SA,True,401,Adelaide - Central and Hills,2012-13,1 year,NP,NP,NP,NP,
SA,True,402,Adelaide - North,2012-13,1 year,221,176,45,79.6,
SA,True,403,Adelaide - South,2012-13,1 year,93,73,20,79,#
SA,True,404,Adelaide - West,2012-13,1 year,86,58,28,66.9,#
SA,True,405,Barossa - Yorke - Mid North,2012-13,1 year,44,33,11,75.1,#
SA,True,406,South Australia - Outback,2012-13,1 year,204,156,48,76.5,
SA,True,407,South Australia - South East,2012-13,1 year,102,81,21,79.4,
WA,False,501,Bunbury,2012-13,1 year,92,79,13,85.9,#
WA,False,502,Mandurah,2012-13,1 year,NP,NP,NP,90.2,#
WA,False,503,Perth - Inner,2012-13,1 year,NP,NP,NP,NP,
WA,False,504,Perth - North East,2012-13,1 year,135,103,32,75.8,
WA,False,505,Perth - North West,2012-13,1 year,139,99,40,71.2,
WA,False,506,Perth - South East,2012-13,1 year,287,207,80,72.1,
WA,False,507,Perth - South West,2012-13,1 year,117,99,18,84.6,
WA,False,508,Western Australia - Outback,2012-13,1 year,923,758,165,82.1,
WA,False,509,Western Australia - Wheat Belt,2012-13,1 year,154,128,26,83.5,
TAS,False,601,Hobart,2012-13,1 year,NP,NP,NP,94.2,#
TAS,False,602,Launceston and North East,2012-13,1 year,112,102,10,91,
TAS,False,603,South East,2012-13,1 year,NP,NP,NP,91.7,#
TAS,False,604,West and North West,2012-13,1 year,133,115,18,86.5,
NT,False,701,Darwin,2012-13,1 year,357,309,48,86.4,
NT,False,702,Northern Territory - Outback,2012-13,1 year,1125,1026,99,91.3,
ACT,False,801,Australian Capital Territory,2012-13,1 year,113,101,12,89.4,
OTH,False,901,Other Territories,2012-13,1 year,NP,NP,NP,NP,
NSW,False,101,Capital Region,2012-13,2 years,152,141,11,92.8,
NSW,False,102,Central Coast,2012-13,2 years,202,195,7,96.6,
NSW,False,103,Central West,2012-13,2 years,246,227,19,92.4,
NSW,False,104,Coffs Harbour - Grafton,2012-13,2 years,141,133,8,94.1,
NSW,False,105,Far West and Orana,2012-13,2 years,475,432,43,90.9,
NSW,False,106,Hunter Valley exc Newcastle,2012-13,2 years,226,213,13,94.3,
NSW,False,107,Illawarra,2012-13,2 years,NP,NP,NP,96.4,
NSW,False,108,Mid North Coast,2012-13,2 years,308,288,20,93.6,
NSW,False,109,Murray,2012-13,2 years,NP,NP,NP,94.7,#
NSW,False,110,New England and North West,2012-13,2 years,473,431,42,91.1,
NSW,False,111,Newcastle and Lake Macquarie,2012-13,2 years,226,204,22,90.6,
NSW,False,112,Richmond - Tweed,2012-13,2 years,226,194,32,85.7,
NSW,False,113,Riverina,2012-13,2 years,192,175,17,91.1,
NSW,False,114,Southern Highlands and Shoalhaven,2012-13,2 years,153,140,13,91.5,
NSW,False,115,Sydney - Baulkham Hills and Hawkesbury,2012-13,2 years,NP,NP,NP,89.3,#
NSW,False,116,Sydney - Blacktown,2012-13,2 years,155,131,24,84.2,
NSW,False,117,Sydney - City and Inner South,2012-13,2 years,69,59,10,84.8,#
NSW,False,118,Sydney - Eastern Suburbs,2012-13,2 years,NP,NP,NP,88.1,#
NSW,False,119,Sydney - Inner South West,2012-13,2 years,55,49,6,89.1,#
NSW,False,120,Sydney - Inner West,2012-13,2 years,NP,NP,NP,NP,
NSW,False,121,Sydney - North Sydney and Hornsby,2012-13,2 years,NP,NP,NP,NP,
NSW,False,122,Sydney - Northern Beaches,2012-13,2 years,NP,NP,NP,NP,
NSW,False,123,Sydney - Outer South West,2012-13,2 years,147,136,11,92.5,
NSW,False,124,Sydney - Outer West and Blue Mountains,2012-13,2 years,153,135,18,87.8,
NSW,False,125,Sydney - Parramatta,2012-13,2 years,49,42,7,86.1,#
NSW,False,126,Sydney - Ryde,2012-13,2 years,NP,NP,NP,NP,
NSW,False,127,Sydney - South West,2012-13,2 years,123,106,17,86.3,
NSW,False,128,Sydney - Sutherland,2012-13,2 years,NP,NP,NP,100,#
VIC,False,201,Ballarat,2012-13,2 years,NP,NP,NP,92.7,#
VIC,False,202,Bendigo,2012-13,2 years,NP,NP,NP,96.2,#
VIC,False,203,Geelong,2012-13,2 years,NP,NP,NP,90.5,#
VIC,False,204,Hume,2012-13,2 years,NP,NP,NP,92.3,#
VIC,False,205,Latrobe - Gippsland,2012-13,2 years,90,84,6,93.3,#
VIC,False,206,Melbourne - Inner,2012-13,2 years,NP,NP,NP,NP,
VIC,False,207,Melbourne - Inner East,2012-13,2 years,NP,NP,NP,NP,
VIC,False,208,Melbourne - Inner South,2012-13,2 years,NP,NP,NP,NP,
VIC,False,209,Melbourne - North East,2012-13,2 years,NP,NP,NP,96.5,#
VIC,False,210,Melbourne - North West,2012-13,2 years,NP,NP,NP,92.2,#
VIC,False,211,Melbourne - Outer East,2012-13,2 years,NP,NP,NP,NP,
VIC,False,212,Melbourne - South East,2012-13,2 years,NP,NP,NP,89.9,#
VIC,False,213,Melbourne - West,2012-13,2 years,NP,NP,NP,93.8,#
VIC,False,214,Mornington Peninsula,2012-13,2 years,NP,NP,NP,NP,
VIC,False,215,North West,2012-13,2 years,108,94,14,87,
VIC,False,216,Shepparton,2012-13,2 years,116,106,10,91.4,
VIC,False,217,Warrnambool and South West,2012-13,2 years,NP,NP,NP,94.6,#
QLD,False,301,Brisbane - East,2012-13,2 years,105,97,8,92.4,
QLD,False,302,Brisbane - North,2012-13,2 years,NP,NP,NP,96.4,#
QLD,False,303,Brisbane - South,2012-13,2 years,83,77,6,93.6,#
QLD,False,304,Brisbane - West,2012-13,2 years,NP,NP,NP,NP,
QLD,False,305,Brisbane Inner City,2012-13,2 years,28,22,6,78,#
QLD,False,306,Cairns,2012-13,2 years,817,791,26,96.9,
QLD,False,307,Darling Downs - Maranoa,2012-13,2 years,209,197,12,94.1,
QLD,False,308,Fitzroy,2012-13,2 years,370,335,35,90.5,
QLD,False,309,Gold Coast,2012-13,2 years,133,125,8,94.5,
QLD,False,310,Ipswich,2012-13,2 years,284,260,24,91.6,
QLD,False,311,Logan - Beaudesert,2012-13,2 years,253,229,24,90.6,
QLD,False,312,Mackay,2012-13,2 years,212,200,12,94.3,
QLD,False,313,Moreton Bay - North,2012-13,2 years,213,196,17,92,
QLD,False,314,Moreton Bay - South,2012-13,2 years,NP,NP,NP,92.2,#
QLD,False,315,Queensland - Outback,2012-13,2 years,775,734,41,94.6,
QLD,False,316,Sunshine Coast,2012-13,2 years,112,101,11,90.2,
QLD,False,317,Toowoomba,2012-13,2 years,176,162,14,91.7,
QLD,False,318,Townsville,2012-13,2 years,498,456,42,91.6,
QLD,False,319,Wide Bay,2012-13,2 years,333,296,37,88.9,
SA,True,401,Adelaide - Central and Hills,2012-13,2 years,NP,NP,NP,85.2,#
SA,True,402,Adelaide - North,2012-13,2 years,228,194,34,85.1,
SA,True,403,Adelaide - South,2012-13,2 years,88,81,7,92.6,#
SA,True,404,Adelaide - West,2012-13,2 years,97,78,19,80.6,#
SA,True,405,Barossa - Yorke - Mid North,2012-13,2 years,NP,NP,NP,93.8,#
SA,True,406,South Australia - Outback,2012-13,2 years,183,159,24,86.9,
SA,True,407,South Australia - South East,2012-13,2 years,74,66,8,89.2,#
WA,False,501,Bunbury,2012-13,2 years,96,87,9,90.6,#
WA,False,502,Mandurah,2012-13,2 years,NP,NP,NP,98,#
WA,False,503,Perth - Inner,2012-13,2 years,NP,NP,NP,NP,
WA,False,504,Perth - North East,2012-13,2 years,119,103,16,86.5,
WA,False,505,Perth - North West,2012-13,2 years,165,141,24,85.5,
WA,False,506,Perth - South East,2012-13,2 years,279,236,43,84.6,
WA,False,507,Perth - South West,2012-13,2 years,125,111,14,88.8,
WA,False,508,Western Australia - Outback,2012-13,2 years,950,881,69,92.7,
WA,False,509,Western Australia - Wheat Belt,2012-13,2 years,162,151,11,93.2,
TAS,False,601,Hobart,2012-13,2 years,113,105,8,92.8,
TAS,False,602,Launceston and North East,2012-13,2 years,NP,NP,NP,94.9,#
TAS,False,603,South East,2012-13,2 years,NP,NP,NP,89.8,#
TAS,False,604,West and North West,2012-13,2 years,NP,NP,NP,96.6,
NT,False,701,Darwin,2012-13,2 years,383,361,22,94.1,
NT,False,702,Northern Territory - Outback,2012-13,2 years,1021,990,31,97,
ACT,False,801,Australian Capital Territory,2012-13,2 years,120,109,11,90.8,
OTH,False,901,Other Territories,2012-13,2 years,NP,NP,NP,NP,
NSW,False,101,Capital Region,2012-13,5 years,109,103,6,94.5,
NSW,False,102,Central Coast,2012-13,5 years,181,174,7,96.2,
NSW,False,103,Central West,2012-13,5 years,264,243,21,92.1,
NSW,False,104,Coffs Harbour - Grafton,2012-13,5 years,167,158,9,94.4,
NSW,False,105,Far West and Orana,2012-13,5 years,449,413,36,92,
NSW,False,106,Hunter Valley exc Newcastle,2012-13,5 years,213,205,8,96.3,
NSW,False,107,Illawarra,2012-13,5 years,136,129,7,94.9,
NSW,False,108,Mid North Coast,2012-13,5 years,254,234,20,92.1,
NSW,False,109,Murray,2012-13,5 years,65,59,6,90.9,#
NSW,False,110,New England and North West,2012-13,5 years,393,361,32,92,
NSW,False,111,Newcastle and Lake Macquarie,2012-13,5 years,207,196,11,94.6,
NSW,False,112,Richmond - Tweed,2012-13,5 years,236,218,18,92.3,
NSW,False,113,Riverina,2012-13,5 years,171,152,19,89.4,
NSW,False,114,Southern Highlands and Shoalhaven,2012-13,5 years,NP,NP,NP,95.5,
NSW,False,115,Sydney - Baulkham Hills and Hawkesbury,2012-13,5 years,NP,NP,NP,98.1,#
NSW,False,116,Sydney - Blacktown,2012-13,5 years,161,148,13,91.9,
NSW,False,117,Sydney - City and Inner South,2012-13,5 years,NP,NP,NP,93.4,#
NSW,False,118,Sydney - Eastern Suburbs,2012-13,5 years,NP,NP,NP,NP,
NSW,False,119,Sydney - Inner South West,2012-13,5 years,NP,NP,NP,90.3,#
NSW,False,120,Sydney - Inner West,2012-13,5 years,NP,NP,NP,89.9,#
NSW,False,121,Sydney - North Sydney and Hornsby,2012-13,5 years,NP,NP,NP,NP,
NSW,False,122,Sydney - Northern Beaches,2012-13,5 years,NP,NP,NP,NP,
NSW,False,123,Sydney - Outer South West,2012-13,5 years,144,137,7,95.2,
NSW,False,124,Sydney - Outer West and Blue Mountains,2012-13,5 years,114,106,8,92.6,
NSW,False,125,Sydney - Parramatta,2012-13,5 years,42,36,6,85.6,#
NSW,False,126,Sydney - Ryde,2012-13,5 years,NP,NP,NP,NP,
NSW,False,127,Sydney - South West,2012-13,5 years,87,81,6,93.1,#
NSW,False,128,Sydney - Sutherland,2012-13,5 years,NP,NP,NP,100,#
VIC,False,201,Ballarat,2012-13,5 years,NP,NP,NP,97.1,#
VIC,False,202,Bendigo,2012-13,5 years,NP,NP,NP,NP,
VIC,False,203,Geelong,2012-13,5 years,NP,NP,NP,98.7,#
VIC,False,204,Hume,2012-13,5 years,NP,NP,NP,95.8,#
VIC,False,205,Latrobe - Gippsland,2012-13,5 years,NP,NP,NP,97,
VIC,False,206,Melbourne - Inner,2012-13,5 years,NP,NP,NP,97.1,#
VIC,False,207,Melbourne - Inner East,2012-13,5 years,NP,NP,NP,NP,
VIC,False,208,Melbourne - Inner South,2012-13,5 years,NP,NP,NP,NP,
VIC,False,209,Melbourne - North East,2012-13,5 years,NP,NP,NP,98.5,#
VIC,False,210,Melbourne - North West,2012-13,5 years,NP,NP,NP,87.9,#
VIC,False,211,Melbourne - Outer East,2012-13,5 years,NP,NP,NP,91.4,#
VIC,False,212,Melbourne - South East,2012-13,5 years,63,56,7,88.9,#
VIC,False,213,Melbourne - West,2012-13,5 years,64,55,9,85.9,#
VIC,False,214,Mornington Peninsula,2012-13,5 years,NP,NP,NP,89.6,#
VIC,False,215,North West,2012-13,5 years,104,90,14,86.5,
VIC,False,216,Shepparton,2012-13,5 years,96,78,18,81.2,#
VIC,False,217,Warrnambool and South West,2012-13,5 years,NP,NP,NP,100,#
QLD,False,301,Brisbane - East,2012-13,5 years,85,78,7,91.8,#
QLD,False,302,Brisbane - North,2012-13,5 years,100,92,8,92,#
QLD,False,303,Brisbane - South,2012-13,5 years,77,69,8,90.7,#
QLD,False,304,Brisbane - West,2012-13,5 years,NP,NP,NP,NP,
QLD,False,305,Brisbane Inner City,2012-13,5 years,NP,NP,NP,94.2,#
