year,sex,indigenous_status,10,11,12,13,10_13,14,15,16,17,14_17,10_17,18plus,total
2022-23,Male,Total,0.1,1.2,7.7,28.7,37.7,46.4,90,109.9,138,384.4,422,76.6,498.7
2022-23,Female,First Nations,—,0.1,2,8.3,10.4,16,11.5,16.3,19.1,62.9,73.4,8,81.3
2022-23,Female,Non-Indigenous,—,—,0.2,3.5,3.7,8,11.1,6.9,7,33.1,36.8,4.2,41
2022-23,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2022-23,Female,Total,—,0.1,2.2,11.8,14.2,24,22.6,23.2,26.2,96,110.2,12.1,122.3
2022-23,Total,First Nations,0.2,1,7.5,30.3,38.9,49.1,69.4,87.2,102.8,308.5,347.4,53.7,401.1
2022-23,Total,Non-Indigenous,—,0.3,2.3,10.3,12.9,21.4,43.2,45.8,61.4,171.9,184.8,35,219.8
2022-23,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2022-23,Total,Total,0.2,1.3,9.9,40.5,51.9,70.5,112.6,133,164.2,480.4,532.2,88.8,621
2023-24,Male,First Nations,0.1,1.7,4.7,17.1,23.6,36.4,46.9,62.7,78.7,224.7,248.3,45.8,294.6
2023-24,Male,Non-Indigenous,—,—,1.3,6.6,8,14.9,29.6,46,52.9,143.4,151.4,29.3,180.7
2023-24,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2023-24,Male,Total,0.1,1.7,6.1,23.7,31.6,51.3,76.6,108.7,131.5,368.1,399.7,75.2,475.3
2023-24,Female,First Nations,—,0.1,0.7,6.3,7.1,11,18.7,16.9,13.3,59.9,67,8.1,75.2
2023-24,Female,Non-Indigenous,—,0.2,0.7,3.2,4.1,7.5,9.5,12.8,9.9,39.8,43.9,3.9,47.8
2023-24,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2023-24,Female,Total,—,0.2,1.4,9.5,11.2,18.4,28.3,29.7,23.2,99.7,110.9,12,123
2023-24,Total,First Nations,0.2,1.7,5.5,23.4,30.7,47.4,65.7,79.6,91.9,284.6,315.4,53.9,369.7
2023-24,Total,Non-Indigenous,—,0.2,2.1,9.8,12.1,22.3,39.2,58.8,62.8,183.1,195.2,33.3,228.5
2023-24,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2023-24,Total,Total,0.2,1.9,7.5,33.2,42.8,69.7,104.9,138.4,154.8,467.8,510.6,87.2,598.2
2024-25,Male,First Nations,0.5,0.5,4.3,9.7,15,23.4,46.9,55.2,67.1,192.7,207.7,39.2,247.1
2024-25,Male,Non-Indigenous,—,—,0.1,4.9,5,13.4,25.9,41.7,57.3,138.3,143.3,29.2,172.6
2024-25,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Male,Total,0.5,0.5,4.4,14.6,20.1,36.9,72.8,96.9,124.4,331,351.1,68.5,419.6
2024-25,Female,First Nations,—,0.1,0.4,3.6,4.1,8.7,14.5,14.6,9.6,47.4,51.5,5.2,56.7
2024-25,Female,Non-Indigenous,—,—,0.5,2.1,2.5,4.6,8.8,8.9,10.1,32.4,34.9,4.9,39.8
2024-25,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Female,Total,—,0.1,0.9,5.6,6.7,13.3,23.3,23.5,19.7,79.8,86.4,10.1,96.5
2024-25,Total,First Nations,0.5,0.6,4.8,13.3,19.2,32.1,61.4,69.8,76.7,240.1,259.2,44.4,303.7
2024-25,Total,Non-Indigenous,—,—,0.6,7,7.6,18,34.7,50.7,67.4,170.7,178.3,34.1,212.4
2024-25,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Total,Total,0.5,0.6,5.3,20.3,26.7,50.1,96.1,120.4,144.1,410.8,437.5,78.6,516.2
